Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-02-19,MSFT,微软,Stock,28234000,Strong,Long,31.5%,XGB:0.22|LGB:0.40|LR:0.02|N:337|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",20.72,3.19,398.46,11.44,375.58,21,8367
2026-02-18,SOXL,半导体3倍做多ETF,Index ETF,69349000,Strong,Short,28.9%,XGB:0.11|LGB:0.16|LR:0.40|N:336|Base:0.33,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没), Shooting Star (射击之星)",82.25,80.03,66.29,5.89,78.07,42,2784
2026-02-18,AAPL,苹果,Stock,34203337,Strong,Long,35.0%,XGB:0.10|LGB:0.10|LR:0.54|N:336|Base:0.34,Doji (十字星),12.83,57.23,264.35,6.66,251.03,37,9780
2026-02-18,AMZN,亚马逊,Stock,51003300,Strong,Long,33.5%,XGB:0.27|LGB:0.40|LR:0.27|N:336|Base:0.34,"Doji (十字星), Bullish Engulfing (看涨吞没)",18.27,2.69,204.79,7.06,190.67,35,7167
2026-02-18,GOOGL,谷歌,Stock,28482100,Strong,Long,31.3%,XGB:0.05|LGB:0.06|LR:0.33|N:336|Base:0.40,"Doji (十字星), Doji (十字星)",4.63,0.48,303.33,9.39,284.55,26,7886
2026-02-18,HOOD,罗宾汉,Stock,25655400,Strong,Long,33.7%,XGB:0.23|LGB:0.22|LR:0.42|N:336|Base:0.37,Doji (十字星),27.98,2.19,75.21,6.22,62.77,40,3008
2026-02-18,MSFT,微软,Stock,23223400,Strong,Long,29.8%,XGB:0.31|LGB:0.57|LR:0.03|N:336|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",21.62,3.38,398.69,11.72,375.25,21,8372
2026-02-18,PLTR,帕兰提尔,Stock,59677100,Strong,Long,43.2%,XGB:0.60|LGB:0.59|LR:0.56|N:336|Base:0.37,Doji (十字星),39.71,-2.98,135.38,8.47,118.44,29,3926
2026-02-17,SOXL,半导体3倍做多ETF,Index ETF,79420400,Strong,Short,31.9%,XGB:0.26|LGB:0.28|LR:0.38|N:335|Base:0.33,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没), Hanging Man (吊颈线)",77.52,75.0,64.35,6.0,76.35,41,2638
2026-02-17,QQQ,纳斯达克100指数ETF,Index ETF,69013800,Strong,Long,34.3%,XGB:0.46|LGB:0.50|LR:0.66|N:335|Base:0.27,"Doji (十字星), Doji (十字星)",24.45,3.85,601.3,10.41,580.48,24,14431
2026-02-17,AMD,超威半导体,Stock,33712081,Strong,Long,38.8%,XGB:0.51|LGB:0.35|LR:0.58|N:335|Base:0.36,Doji (十字星),38.26,11.8,203.08,12.8,177.48,19,3858
2026-02-17,AMZN,亚马逊,Stock,69879200,Strong,Long,33.8%,XGB:0.25|LGB:0.49|LR:0.23|N:335|Base:0.34,"Doji (十字星), Bullish Engulfing (看涨吞没)",0.45,-2.66,201.15,7.16,186.83,34,6839
2026-02-17,GOOGL,谷歌,Stock,39247600,Strong + Div,Long,36.5%,XGB:0.10|LGB:0.11|LR:0.40|N:335|Base:0.40,Doji (十字星),-5.5,-1.45,302.02,9.8,282.42,25,7550
2026-02-17,HOOD,罗宾汉,Stock,31818500,Strong,Long,38.5%,XGB:0.48|LGB:0.33|LR:0.47|N:335|Base:0.37,Doji (十字星),26.93,2.52,75.44,6.38,62.68,39,2942
2026-02-17,MSFT,微软,Stock,32078800,Strong,Long,29.0%,XGB:0.25|LGB:0.47|LR:0.03|N:335|Base:0.34,Doji (十字星),20.09,1.19,395.96,12.14,371.68,20,7919
2026-02-13,SOXL,半导体3倍做多ETF,Index ETF,79931289,Strong,Short,31.2%,XGB:0.12|LGB:0.13|LR:0.44|HMM:1,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没)",79.49,77.78,64.59,6.5,77.59,38,2454
2026-02-13,QQQ,纳斯达克100指数ETF,Index ETF,69237500,Strong,Long,34.2%,XGB:0.25|LGB:0.26|LR:0.68|N:334|Base:0.27,Doji (十字星),17.96,14.84,601.92,10.4,581.12,24,14446
2026-02-13,AMZN,亚马逊,Stock,66321600,Strong,Long,39.9%,XGB:0.57|LGB:0.63|LR:0.32|N:334|Base:0.34,Doji (十字星),-7.02,6.77,198.79,7.27,184.25,34,6758
2026-02-13,HOOD,罗宾汉,Stock,43506900,Strong,Long,39.5%,XGB:0.54|LGB:0.34|LR:0.52|N:334|Base:0.37,Doji (十字星),22.52,2.25,75.97,6.57,62.83,38,2886
2026-02-13,MSFT,微软,Stock,34091600,Strong,Long,30.9%,XGB:0.21|LGB:0.33|LR:0.04|N:334|Base:0.34,"Doji (十字星), Doji (十字星)",30.53,6.63,400.41,12.56,375.29,19,7607
2026-02-12,SOXL,半导体3倍做多ETF,Index ETF,90896100,Strong,Short,34.3%,XGB:0.42|LGB:0.31|LR:0.37|N:333|Base:0.33,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没)",79.82,74.59,63.1,6.06,75.22,41,2587
2026-02-11,SOXL,半导体3倍做多ETF,Index ETF,89724200,Strong,Short,31.4%,XGB:0.23|LGB:0.24|LR:0.37|N:332|Base:0.33,Hanging Man (吊颈线),88.7,85.2,68.05,5.9,79.85,42,2858
2026-02-11,AAPL,苹果,Stock,51931283,Strong,Short,28.8%,XGB:0.19|LGB:0.20|LR:0.47|N:332|Base:0.30,"Doji (十字星), Doji (十字星), Doji (十字星)",79.47,90.1,275.5,5.83,287.16,42,11571
2026-02-11,AMZN,亚马逊,Stock,65545500,Strong,Long,36.5%,XGB:0.48|LGB:0.37|LR:0.43|N:332|Base:0.34,Doji (十字星),-2.08,10.53,204.08,7.61,188.86,32,6530
2026-02-10,AAPL,苹果,Stock,34376898,Strong,Short,32.3%,XGB:0.18|LGB:0.19|LR:0.49|N:331|Base:0.31,"Doji (十字星), Doji (十字星)",78.87,86.33,273.68,5.77,285.22,43,11768
2026-02-10,AMZN,亚马逊,Stock,67175000,Strong + Div,Long,38.6%,XGB:0.52|LGB:0.51|LR:0.41|N:331|Base:0.34,"Doji (十字星), Inverted Hammer (倒锤子线)",1.53,15.14,206.96,7.73,191.5,32,6622
2026-02-10,MSFT,微软,Stock,44857900,Strong,Long,33.3%,XGB:0.40|LGB:0.62|LR:0.16|N:331|Base:0.35,"Doji (十字星), Doji (十字星)",31.87,16.17,412.33,13.15,386.03,19,7834
2026-02-10,PLTR,帕兰提尔,Stock,56061300,Strong,Long,47.0%,XGB:0.70|LGB:0.77|LR:0.65|N:331|Base:0.37,Doji (十字星),35.01,-0.1,139.51,8.85,121.81,28,3906
2026-02-09,AAPL,苹果,Stock,44623396,Strong,Short,29.9%,XGB:0.25|LGB:0.22|LR:0.47|N:330|Base:0.31,"Doji (十字星), Doji (十字星)",87.62,88.28,274.62,6.03,286.68,41,11259
2026-02-09,AMZN,亚马逊,Stock,91178400,Strong + Div,Long,36.2%,XGB:0.37|LGB:0.47|LR:0.38|N:330|Base:0.34,Doji (十字星),1.94,17.95,208.72,7.84,193.04,31,6470
2026-02-09,MSFT,微软,Stock,45480500,Strong,Long,38.0%,XGB:0.71|LGB:0.87|LR:0.23|N:330|Base:0.35,"Doji (十字星), Doji (十字星)",9.12,16.43,412.66,13.32,386.02,18,7427
2026-02-09,PLTR,帕兰提尔,Stock,58042500,Strong,Long,45.2%,XGB:0.65|LGB:0.65|LR:0.65|N:330|Base:0.37,Doji (十字星),32.75,3.65,142.91,8.93,125.05,27,3858
2026-02-06,AAPL,苹果,Stock,50453414,Strong + Div,Short,21.6%,XGB:0.21|LGB:0.14|LR:0.38|HMM:1,Shooting Star (射击之星),99.21,67.04,278.12,6.51,291.14,38,10568
2026-02-06,MSFT,微软,Stock,53515300,Strong,Long,29.1%,XGB:0.31|LGB:0.39|LR:0.04|N:329|Base:0.34,Doji (十字星),-6.21,11.5,400.23,13.27,373.69,18,7204
2026-02-06,PLTR,帕兰提尔,Stock,62661400,Strong,Long,44.2%,XGB:0.74|LGB:0.53|LR:0.57|N:329|Base:0.37,Doji (十字星),13.22,-2.63,135.9,8.76,118.38,28,3805
2026-02-06,TSLA,特斯拉,Stock,62677100,Strong,Long,39.7%,XGB:0.55|LGB:0.47|LR:0.41|N:329|Base:0.36,Doji (十字星),30.52,10.48,411.11,16.39,378.33,15,6166
2026-02-05,QQQ,纳斯达克100指数ETF,Index ETF,89354500,Strong,Long,37.7%,XGB:0.25|LGB:0.44|LR:0.82|N:328|Base:0.27,Doji (十字星),-8.13,18.94,597.03,9.89,577.25,25,14925
2026-02-05,TSLA,特斯拉,Stock,72819800,Strong + Div,Long,35.0%,XGB:0.28|LGB:0.36|LR:0.39|N:328|Base:0.36,Doji (十字星),7.39,0.76,397.21,16.32,364.57,15,5958
2026-02-04,MSFT,微软,Stock,45012400,Strong,Long,33.7%,XGB:0.37|LGB:0.38|LR:0.10|N:327|Base:0.35,Doji (十字星),-10.0,9.87,413.25,12.98,387.29,19,7851
2026-02-03,AAPL,苹果,Stock,64394655,Strong,Short,21.6%,XGB:0.21|LGB:0.14|LR:0.38|HMM:1,Doji (十字星),110.09,50.22,269.48,6.41,282.3,39,10509
2026-02-03,GOOGL,谷歌,Stock,36506700,Strong,Short,30.4%,XGB:0.27|LGB:0.35|LR:0.41|N:326|Base:0.29,"Doji (十字星), Doji (十字星), Dark Cloud Cover (乌云盖顶)",75.45,84.02,339.71,8.37,356.45,29,9851
2026-02-03,META,元宇宙(Facebook),Stock,13760700,Strong,Short,32.9%,XGB:0.29|LGB:0.23|LR:0.43|N:326|Base:0.34,Doji (十字星),65.6,75.61,691.7,21.77,735.24,11,7608
2026-02-03,TSLA,特斯拉,Stock,56886500,Strong,Long,37.0%,XGB:0.43|LGB:0.32|LR:0.48|N:326|Base:0.36,"Doji (十字星), Doji (十字星)",13.25,1.55,421.96,15.5,390.96,16,6751
2026-02-02,AMZN,亚马逊,Stock,37546100,Strong,Short,37.1%,XGB:0.40|LGB:0.49|LR:0.42|N:325|Base:0.34,"Doji (十字星), Doji (十字星)",78.96,84.06,242.96,5.68,254.32,44,10690
2026-02-02,META,元宇宙(Facebook),Stock,14365200,Strong,Short,31.7%,XGB:0.18|LGB:0.25|LR:0.42|N:325|Base:0.34,Doji (十字星),87.55,83.56,706.41,21.09,748.59,11,7770
2026-02-02,NVDA,英伟达,Stock,165794054,Strong,Short,36.7%,XGB:0.49|LGB:0.35|LR:0.66|N:325|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星), Shooting Star (射击之星)",64.87,82.11,185.61,5.26,196.13,47,8723
2026-02-02,AMD,超威半导体,Stock,36308106,Strong,Long,41.1%,XGB:0.47|LGB:0.52|LR:0.63|N:325|Base:0.37,"Hammer (锤子线), Doji (十字星), Bullish Engulfing (看涨吞没)",24.53,78.09,246.27,11.5,223.27,21,5171
2026-02-02,MSFT,微软,Stock,42219900,Strong + Div,Long,35.5%,XGB:0.58|LGB:0.63|LR:0.22|N:325|Base:0.35,Hammer (锤子线),1.32,7.2,422.41,13.04,396.33,19,8025
2026-02-02,TSLA,特斯拉,Stock,58739500,Strong,Long,44.2%,XGB:0.61|LGB:0.75|LR:0.51|N:325|Base:0.36,Doji (十字星),15.43,0.74,421.81,15.54,390.73,16,6748
2026-01-30,AMZN,亚马逊,Stock,46585000,Strong,Short,37.0%,XGB:0.39|LGB:0.51|LR:0.39|N:324|Base:0.34,"Doji (十字星), Doji (十字星)",72.59,75.81,239.3,5.54,250.38,45,10768
2026-01-30,GOOGL,谷歌,Stock,31024000,Strong,Short,30.6%,XGB:0.31|LGB:0.32|LR:0.39|N:324|Base:0.30,"Doji (十字星), Doji (十字星)",91.01,85.57,338.0,8.05,354.1,31,10478
2026-01-30,META,元宇宙(Facebook),Stock,23744573,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Doji (十字星),101.29,77.48,716.5,25.02,766.54,9,6448
2026-01-30,MU,美光科技,Stock,51022900,Strong,Short,26.4%,XGB:0.12|LGB:0.19|LR:0.13|N:324|Base:0.31,Hanging Man (吊颈线),67.15,89.44,414.88,21.89,458.66,11,4563
2026-01-30,NVDA,英伟达,Stock,179489463,Strong,Short,32.4%,XGB:0.26|LGB:0.31|LR:0.53|N:324|Base:0.32,"Doji (十字星), Doji (十字星), Doji (十字星)",99.33,94.21,191.13,5.18,201.49,48,9174
2026-01-30,TSLA,特斯拉,Stock,82626100,Strong,Long,44.8%,XGB:0.72|LGB:0.69|LR:0.49|N:324|Base:0.36,Inverted Hammer (倒锤子线),24.93,19.27,430.41,15.52,399.37,16,6886
2026-01-29,QQQ,纳斯达克100指数ETF,Index ETF,79944000,Strong,Short,28.7%,XGB:0.11|LGB:0.07|LR:0.63|N:323|Base:0.24,"Doji (十字星), Doji (十字星), Doji (十字星)",92.17,86.23,629.43,8.36,646.15,29,18253
2026-01-29,SOXL,半导体3倍做多ETF,Index ETF,78058200,Strong,Short,45.2%,XGB:0.74|LGB:0.79|LR:0.61|N:323|Base:0.34,Doji (十字星),92.33,102.06,70.47,4.42,79.31,56,3946
2026-01-29,AMD,超威半导体,Stock,31685168,Strong,Short,36.7%,XGB:0.43|LGB:0.36|LR:0.47|N:323|Base:0.35,"Doji (十字星), Doji (十字星), Hanging Man (吊颈线)",63.16,90.94,252.18,10.75,273.68,23,5800
2026-01-29,AMZN,亚马逊,Stock,47229600,Strong,Short,41.2%,XGB:0.74|LGB:0.82|LR:0.45|N:323|Base:0.34,Doji (十字星),85.63,82.57,241.73,5.53,252.79,45,10877
2026-01-29,GOOGL,谷歌,Stock,39785600,Strong,Short,31.2%,XGB:0.29|LGB:0.38|LR:0.41|N:323|Base:0.30,Doji (十字星),92.18,85.99,338.25,8.08,354.41,30,10147
2026-01-29,META,元宇宙(Facebook),Stock,59852900,Strong + Div,Short,28.5%,XGB:0.12|LGB:0.12|LR:0.26|N:323|Base:0.34,Doji (十字星),114.83,89.46,738.31,21.09,780.49,11,8121
2026-01-29,MU,美光科技,Stock,42675700,Strong + Div,Short,26.3%,XGB:0.12|LGB:0.16|LR:0.18|N:323|Base:0.31,Hanging Man (吊颈线),94.23,99.83,435.79,19.85,475.49,12,5229
2026-01-29,NVDA,英伟达,Stock,171764375,Strong,Short,31.7%,XGB:0.28|LGB:0.29|LR:0.39|N:323|Base:0.32,Doji (十字星),110.32,101.28,192.51,5.19,202.89,48,9240
2026-01-28,QQQ,纳斯达克100指数ETF,Index ETF,50691700,Strong,Short,31.1%,XGB:0.22|LGB:0.22|LR:0.68|N:322|Base:0.24,Doji (十字星),102.34,94.17,633.22,7.81,648.84,32,20263
2026-01-28,AMD,超威半导体,Stock,27061187,Strong,Short,34.7%,XGB:0.35|LGB:0.25|LR:0.48|N:322|Base:0.35,"Doji (十字星), Doji (十字星), Doji (十字星)",68.56,91.56,252.74,10.06,272.86,24,6065
2026-01-28,GOOGL,谷歌,Stock,27434400,Strong + Div,Short,35.1%,XGB:0.40|LGB:0.59|LR:0.43|N:322|Base:0.30,"Doji (十字星), Doji (十字星)",90.45,84.95,336.01,7.48,350.97,33,11088
2026-01-28,META,元宇宙(Facebook),Stock,25709600,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Doji (十字星),114.1,62.71,668.73,17.35,703.43,14,9362
2026-01-28,MSFT,微软,Stock,36875403,Strong + AI_Bear,Short,50.2%,XGB:0.10|LGB:0.12|LR:0.67|HMM:1,Hanging Man (吊颈线),117.47,73.56,481.63,10.59,502.81,23,11077
2026-01-28,NVDA,英伟达,Stock,148552677,Strong,Short,30.9%,XGB:0.23|LGB:0.29|LR:0.33|N:322|Base:0.32,Doji (十字星),106.79,97.98,191.52,5.02,201.56,49,9384
2026-01-27,QQQ,纳斯达克100指数ETF,Index ETF,38997200,Strong,Short,32.3%,XGB:0.31|LGB:0.39|LR:0.66|N:321|Base:0.24,Doji (十字星),99.33,99.08,631.13,7.99,647.11,31,19565
2026-01-27,AMD,超威半导体,Stock,25691598,Strong,Short,39.0%,XGB:0.56|LGB:0.41|LR:0.51|N:321|Base:0.35,"Doji (十字星), Doji (十字星)",77.66,90.77,252.03,10.28,272.59,24,6048
2026-01-27,META,元宇宙(Facebook),Stock,13297350,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Doji (十字星),119.29,65.68,672.97,18.23,709.43,13,8748
2026-01-27,MU,美光科技,Stock,36212100,Strong + Div,Short,31.9%,XGB:0.50|LGB:0.60|LR:0.20|N:321|Base:0.31,Doji (十字星),88.09,100.47,410.24,18.58,447.4,13,5333
2026-01-27,NVDA,英伟达,Stock,143711557,Strong,Short,30.8%,XGB:0.21|LGB:0.24|LR:0.44|N:321|Base:0.32,"Doji (十字星), Doji (十字星), Doji (十字星)",94.9,87.98,188.52,5.11,198.74,48,9048
2026-01-27,HOOD,罗宾汉,Stock,18339500,Strong + Div,Long,38.9%,XGB:0.42|LGB:0.41|LR:0.42|N:321|Base:0.38,Doji (十字星),1.68,-5.82,105.24,5.09,95.06,49,5156
2026-01-26,AMD,超威半导体,Stock,30672461,Strong,Short,37.4%,XGB:0.41|LGB:0.39|LR:0.53|N:320|Base:0.35,"Doji (十字星), Doji (十字星)",87.01,89.96,251.31,10.49,272.29,23,5780
2026-01-26,MU,美光科技,Stock,29193900,Strong,Short,31.3%,XGB:0.22|LGB:0.47|LR:0.20|N:320|Base:0.31,"Doji (十字星), Doji (十字星)",78.63,93.43,389.09,17.91,424.91,13,5058
2026-01-26,NVDA,英伟达,Stock,124799649,Strong,Short,37.6%,XGB:0.50|LGB:0.52|LR:0.47|N:320|Base:0.33,"Doji (十字星), Doji (十字星)",82.01,81.14,186.47,5.17,196.81,48,8950
2026-01-26,TSLA,特斯拉,Stock,49397400,Strong,Short,36.8%,XGB:0.31|LGB:0.40|LR:0.61|N:320|Base:0.35,Doji (十字星),72.38,21.65,435.2,15.14,465.48,16,6963
2026-01-26,COIN,Coinbase,Stock,7077500,Strong + Div,Long,30.6%,XGB:0.25|LGB:0.23|LR:0.37|N:320|Base:0.32,Doji (十字星),-9.4,1.54,213.48,10.91,191.66,22,4696
2026-01-26,HOOD,罗宾汉,Stock,11501600,Strong,Long,41.5%,XGB:0.48|LGB:0.56|LR:0.45|N:320|Base:0.38,"Doji (十字星), Doji (十字星), Doji (十字星)",7.29,-1.95,107.0,5.14,96.72,48,5136
2026-01-26,PLTR,帕兰提尔,Stock,22777200,Strong,Long,44.9%,XGB:0.69|LGB:0.66|LR:0.54|N:320|Base:0.37,Doji (十字星),28.73,14.97,167.47,6.81,153.85,36,6028
2026-01-23,SOXL,半导体3倍做多ETF,Index ETF,58613600,Strong,Short,38.1%,XGB:0.17|LGB:0.25|LR:0.67|N:319|Base:0.34,Doji (十字星),67.11,98.04,61.6,3.89,69.38,64,3942
2026-01-23,AMD,超威半导体,Stock,47525928,Strong + Div,Short,33.4%,XGB:0.32|LGB:0.16|LR:0.49|N:319|Base:0.35,Doji (十字星),106.06,83.35,259.68,10.58,280.84,23,5972
2026-01-23,MU,美光科技,Stock,35404200,Strong + Div,Short,24.6%,XGB:0.06|LGB:0.07|LR:0.17|N:319|Base:0.31,Doji (十字星),91.96,100.72,399.65,18.1,435.85,13,5195
2026-01-23,NVDA,英伟达,Stock,142748076,Strong,Short,43.4%,XGB:0.25|LGB:0.16|LR:0.58|HMM:1,"Bearish Engulfing (看跌吞没), Doji (十字星)",77.75,79.45,187.67,5.24,198.15,47,8820
2026-01-23,TSLA,特斯拉,Stock,56771400,Strong,Short,35.7%,XGB:0.32|LGB:0.42|LR:0.43|N:319|Base:0.35,Doji (十字星),91.2,43.18,449.06,15.17,479.4,16,7184
2026-01-23,AAPL,苹果,Stock,41688982,Strong,Long,33.5%,XGB:0.41|LGB:0.31|LR:0.28|N:319|Base:0.33,"Doji (十字星), Doji (十字星)",27.32,-14.24,248.04,4.87,238.3,51,12650
2026-01-23,HOOD,罗宾汉,Stock,17691100,Strong,Long,46.1%,XGB:0.74|LGB:0.69|LR:0.47|N:319|Base:0.38,"Doji (十字星), Doji (十字星), Doji (十字星)",3.23,3.33,106.99,5.25,96.49,47,5028
2026-01-22,IWM,罗素2000指数ETF,Index ETF,35110800,Strong + Div,Short,34.3%,XGB:0.38|LGB:0.54|LR:0.32|N:318|Base:0.31,Doji (十字星),86.75,103.1,269.79,3.73,277.25,67,18075
2026-01-22,AMD,超威半导体,Stock,37945005,Strong,Short,38.8%,XGB:0.56|LGB:0.39|LR:0.49|N:318|Base:0.35,Doji (十字星),110.98,88.18,253.73,10.37,274.47,24,6089
2026-01-22,MU,美光科技,Stock,39607600,Strong,Short,27.1%,XGB:0.10|LGB:0.23|LR:0.17|N:318|Base:0.31,Doji (十字星),98.2,105.61,397.58,17.83,433.24,14,5566
2026-01-22,AAPL,苹果,Stock,39708340,Strong,Long,34.9%,XGB:0.47|LGB:0.33|LR:0.34|N:318|Base:0.33,"Doji (十字星), Doji (十字星)",25.38,-13.71,248.35,4.88,238.59,51,12665
2026-01-22,COIN,Coinbase,Stock,7088800,Strong,Long,34.5%,XGB:0.36|LGB:0.45|LR:0.37|N:318|Base:0.32,Doji (十字星),-11.76,6.06,223.14,11.58,199.98,21,4685
2026-01-22,HOOD,罗宾汉,Stock,14834400,Strong,Long,38.1%,XGB:0.42|LGB:0.44|LR:0.32|N:318|Base:0.37,"Doji (十字星), Doji (十字星)",-2.76,1.7,106.25,5.26,95.73,47,4993
2026-01-22,MSFT,微软,Stock,25349400,Strong,Long,32.9%,XGB:0.47|LGB:0.53|LR:0.15|N:318|Base:0.35,"Doji (十字星), Doji (十字星)",18.44,16.96,450.11,8.92,432.27,28,12603
2026-01-21,AAPL,苹果,Stock,54641725,Strong,Long,33.9%,XGB:0.41|LGB:0.30|LR:0.33|N:317|Base:0.33,Doji (十字星),18.42,-14.91,247.65,5.0,237.65,50,12382
