Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-01-21,COIN,Coinbase,Stock,8476500,Strong,Long,37.7%,XGB:0.58|LGB:0.50|LR:0.38|N:317|Base:0.32,Doji (十字星),-5.18,10.79,226.93,11.88,203.17,21,4765
2026-01-21,HOOD,罗宾汉,Stock,20051300,Strong,Long,35.7%,XGB:0.31|LGB:0.32|LR:0.33|N:317|Base:0.37,"Doji (十字星), Doji (十字星)",-4.91,0.98,105.92,5.43,95.06,46,4872
2026-01-21,NVDA,英伟达,Stock,200380959,Strong,Long,43.6%,XGB:0.69|LGB:0.67|LR:0.48|N:317|Base:0.36,Doji (十字星),33.6,65.4,183.32,5.57,172.18,44,8066
2026-01-20,IWM,罗素2000指数ETF,Index ETF,47911500,Strong,Short,26.7%,XGB:0.12|LGB:0.11|LR:0.35|N:316|Base:0.31,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",75.18,95.82,262.58,3.55,269.68,70,18380
2026-01-20,SOXL,半导体3倍做多ETF,Index ETF,71408300,Strong,Short,37.3%,XGB:0.16|LGB:0.21|LR:0.64|N:316|Base:0.34,"Doji (十字星), Shooting Star (射击之星)",73.61,99.01,57.94,3.67,65.28,68,3939
2026-01-20,AMD,超威半导体,Stock,44327712,Strong,Short,22.2%,XGB:0.04|LGB:0.05|LR:0.34|HMM:1,Doji (十字星),96.55,78.1,231.92,10.0,251.92,25,5798
2026-01-20,MU,美光科技,Stock,49744900,Strong + Div,Short,29.2%,XGB:0.26|LGB:0.24|LR:0.19|N:316|Base:0.31,Doji (十字星),73.78,98.08,365.0,16.7,398.4,14,5110
2026-01-20,HOOD,罗宾汉,Stock,23515700,Strong,Long,37.9%,XGB:0.39|LGB:0.42|LR:0.33|N:316|Base:0.37,Doji (十字星),-2.77,0.67,105.78,5.58,94.62,44,4654
2026-01-20,META,元宇宙(Facebook),Stock,15169600,Strong + Div,Long,34.2%,XGB:0.16|LGB:0.46|LR:0.44|N:316|Base:0.34,Doji (十字星),0.16,15.5,604.12,14.95,574.22,16,9665
2026-01-20,MSFT,微软,Stock,26130000,Strong + Div,Long,30.0%,XGB:0.10|LGB:0.22|LR:0.24|N:316|Base:0.35,Doji (十字星),-0.15,8.5,453.48,8.4,436.68,29,13150
2026-01-16,IWM,罗素2000指数ETF,Index ETF,33844900,Strong + Div,Short,40.5%,XGB:0.86|LGB:0.52|LR:0.44|N:315|Base:0.31,"Doji (十字星), Doji (十字星)",97.96,101.43,265.76,3.46,272.68,72,19134
2026-01-16,SOXL,半导体3倍做多ETF,Index ETF,58559500,Strong + Div,Short,36.0%,XGB:0.33|LGB:0.39|LR:0.65|N:315|Base:0.34,Doji (十字星),85.35,105.22,60.75,3.66,68.07,68,4131
2026-01-16,GOOGL,谷歌,Stock,40341600,Strong,Short,26.7%,XGB:0.15|LGB:0.15|LR:0.41|N:315|Base:0.29,"Doji (十字星), Doji (十字星), Bearish Engulfing (看跌吞没)",67.93,86.28,330.0,7.44,344.88,33,10890
2026-01-16,COIN,Coinbase,Stock,7622400,Strong,Long,39.8%,XGB:0.66|LGB:0.52|LR:0.55|N:315|Base:0.33,Doji (十字星),16.13,19.58,241.15,11.86,217.43,21,5064
2026-01-16,MSFT,微软,Stock,34246700,Strong,Long,32.6%,XGB:0.27|LGB:0.26|LR:0.27|N:315|Base:0.35,Doji (十字星),-4.52,11.0,458.81,8.24,442.33,30,13764
2026-01-15,IWM,罗素2000指数ETF,Index ETF,33465200,Strong + Div,Short,38.2%,XGB:0.33|LGB:0.83|LR:0.49|N:314|Base:0.31,Doji (十字星),102.38,101.26,265.51,3.53,272.57,70,18585
2026-01-15,GOOGL,谷歌,Stock,28442400,Strong,Short,30.4%,XGB:0.32|LGB:0.31|LR:0.41|N:314|Base:0.29,"Doji (十字星), Doji (十字星), Bearish Engulfing (看跌吞没)",80.93,89.74,332.78,7.48,347.74,33,10981
2026-01-15,MU,美光科技,Stock,25370200,Strong,Short,31.3%,XGB:0.36|LGB:0.32|LR:0.18|N:314|Base:0.32,"Bearish Engulfing (看跌吞没), Doji (十字星)",62.14,99.35,336.63,15.45,367.53,16,5386
2026-01-15,AAPL,苹果,Stock,39388564,Strong + Div,Long,33.7%,XGB:0.13|LGB:0.18|LR:0.46|N:314|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",15.94,-12.25,258.21,4.37,249.47,57,14717
2026-01-14,IWM,罗素2000指数ETF,Index ETF,37164300,Strong + Div,Short,35.5%,XGB:0.31|LGB:0.60|LR:0.48|N:313|Base:0.31,Doji (十字星),108.68,103.74,263.19,3.5,270.19,71,18686
2026-01-14,SOXL,半导体3倍做多ETF,Index ETF,70434900,Strong,Short,45.0%,XGB:0.68|LGB:0.81|LR:0.67|N:313|Base:0.34,"Doji (十字星), Hanging Man (吊颈线)",88.46,102.57,55.38,3.42,62.22,73,4042
2026-01-14,GOOGL,谷歌,Stock,28525600,Strong,Short,30.7%,XGB:0.33|LGB:0.33|LR:0.38|N:313|Base:0.29,"Doji (十字星), Doji (十字星)",91.31,93.55,335.84,7.52,350.88,33,11082
2026-01-14,MU,美光科技,Stock,20277200,Strong,Short,32.9%,XGB:0.48|LGB:0.74|LR:0.20|N:313|Base:0.32,"Bearish Engulfing (看跌吞没), Doji (十字星)",71.51,97.74,333.35,15.53,364.41,16,5333
2026-01-14,PLTR,帕兰提尔,Stock,33651401,Strong + AI_Bear,Short,56.4%,XGB:0.20|LGB:0.33|LR:0.69|HMM:1,"Bearish Engulfing (看跌吞没), Doji (十字星), Doji (十字星)",66.67,58.58,178.4,7.07,192.54,35,6244
2026-01-14,AAPL,苹果,Stock,40019421,Strong,Long,32.3%,XGB:0.24|LGB:0.23|LR:0.49|N:313|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",18.47,-8.11,259.96,4.4,251.16,56,14557
2026-01-14,NVDA,英伟达,Stock,159586135,Strong + Div,Long,41.4%,XGB:0.51|LGB:0.61|LR:0.59|N:313|Base:0.35,Doji (十字星),7.73,55.1,183.14,5.15,172.84,48,8790
2026-01-13,IWM,罗素2000指数ETF,Index ETF,33882400,Strong,Short,37.3%,XGB:0.52|LGB:0.54|LR:0.49|N:312|Base:0.31,"Doji (十字星), Doji (十字星)",107.56,100.89,261.35,3.52,268.39,71,18555
2026-01-13,SOXL,半导体3倍做多ETF,Index ETF,61895400,Strong + Div,Short,38.6%,XGB:0.50|LGB:0.43|LR:0.70|N:312|Base:0.34,Doji (十字星),95.65,104.39,56.07,3.44,62.95,72,4037
2026-01-13,AMZN,亚马逊,Stock,38371800,Strong,Short,36.9%,XGB:0.28|LGB:0.18|LR:0.61|N:312|Base:0.33,"Shooting Star (射击之星), Doji (十字星)",84.48,87.29,242.6,5.29,253.18,47,11402
2026-01-13,GOOGL,谷歌,Stock,33517600,Strong + Div,Short,27.4%,XGB:0.24|LGB:0.11|LR:0.38|N:312|Base:0.29,Doji (十字星),92.96,93.71,335.97,7.63,351.23,32,10751
2026-01-13,MU,美光科技,Stock,23881300,Strong,Short,33.5%,XGB:0.31|LGB:0.52|LR:0.24|N:312|Base:0.32,"Doji (十字星), Bearish Engulfing (看跌吞没)",85.98,100.08,338.13,15.88,369.89,15,5071
2026-01-13,TSLA,特斯拉,Stock,53719200,Strong,Short,32.8%,XGB:0.29|LGB:0.20|LR:0.43|N:312|Base:0.35,Doji (十字星),76.44,51.93,447.2,15.87,478.94,15,6708
2026-01-13,AAPL,苹果,Stock,45730847,Strong,Long,33.3%,XGB:0.30|LGB:0.23|LR:0.52|N:312|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",18.46,-5.54,261.05,4.34,252.37,57,14879
2026-01-12,IWM,罗素2000指数ETF,Index ETF,28423400,Strong,Short,38.1%,XGB:0.60|LGB:0.55|LR:0.46|N:311|Base:0.32,Doji (十字星),114.02,103.96,261.5,3.61,268.72,69,18043
2026-01-12,AMZN,亚马逊,Stock,35867800,Strong,Short,37.6%,XGB:0.21|LGB:0.22|LR:0.66|N:311|Base:0.33,Doji (十字星),99.98,96.2,246.47,5.13,256.73,48,11830
2026-01-12,MU,美光科技,Stock,23152600,Strong + Div,Short,34.1%,XGB:0.40|LGB:0.46|LR:0.28|N:311|Base:0.32,Doji (十字星),95.84,105.2,345.87,15.87,377.61,15,5188
2026-01-12,AAPL,苹果,Stock,45263767,Strong,Long,34.6%,XGB:0.37|LGB:0.28|LR:0.50|N:311|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",11.25,-7.43,260.25,4.41,251.43,56,14574
2026-01-12,AMD,超威半导体,Stock,27287274,Strong,Long,41.8%,XGB:0.53|LGB:0.64|LR:0.49|N:311|Base:0.36,Bullish Engulfing (看涨吞没),-2.31,13.75,207.69,8.62,190.45,29,6023
2026-01-09,IWM,罗素2000指数ETF,Index ETF,36301500,Strong + Div,Short,35.6%,XGB:0.48|LGB:0.44|LR:0.45|N:310|Base:0.32,Doji (十字星),110.76,94.33,260.23,3.62,267.47,69,17955
2026-01-09,GOOGL,谷歌,Stock,26214200,Strong + Div,Short,33.6%,XGB:0.36|LGB:0.52|LR:0.42|N:310|Base:0.30,Doji (十字星),85.19,88.77,328.57,7.44,343.45,33,10842
2026-01-09,MU,美光科技,Stock,33387500,Strong + Div,Short,37.4%,XGB:0.70|LGB:0.83|LR:0.35|N:310|Base:0.32,Doji (十字星),90.95,105.23,345.09,16.39,377.87,15,5176
2026-01-09,AAPL,苹果,Stock,39996967,Strong,Long,32.8%,XGB:0.28|LGB:0.20|LR:0.50|N:310|Base:0.34,"Doji (十字星), Doji (十字星)",3.68,-3.13,259.37,4.41,250.55,56,14524
2026-01-08,SOXL,半导体3倍做多ETF,Index ETF,79844800,Strong,Short,42.7%,XGB:0.60|LGB:0.68|LR:0.71|N:309|Base:0.34,Doji (十字星),73.35,88.09,49.65,3.41,56.47,73,3624
2026-01-08,MU,美光科技,Stock,33897700,Strong,Short,31.7%,XGB:0.20|LGB:0.39|LR:0.36|N:309|Base:0.32,Doji (十字星),77.8,96.09,327.02,16.14,359.3,15,4905
2026-01-08,AAPL,苹果,Stock,50419337,Strong + Div,Long,33.6%,XGB:0.34|LGB:0.21|LR:0.48|N:309|Base:0.34,Doji (十字星),-3.17,-3.91,259.04,4.44,250.16,56,14506
2026-01-08,TSLA,特斯拉,Stock,57041094,Strong,Long,30.9%,XGB:0.25|LGB:0.27|LR:0.49|HMM:1,Piercing Line (刺透形态),5.62,48.64,435.8,15.42,404.96,16,6972
2026-01-07,IWM,罗素2000指数ETF,Index ETF,33052000,Strong,Short,32.2%,XGB:0.34|LGB:0.26|LR:0.46|N:308|Base:0.32,Doji (十字星),103.53,92.47,255.48,3.56,262.6,70,17883
2026-01-07,SOXL,半导体3倍做多ETF,Index ETF,65698500,Strong,Short,45.5%,XGB:0.77|LGB:0.79|LR:0.67|N:308|Base:0.34,Doji (十字星),93.72,95.93,52.29,3.35,58.99,74,3869
2026-01-07,MU,美光科技,Stock,32781100,Strong,Short,30.8%,XGB:0.30|LGB:0.36|LR:0.13|N:308|Base:0.31,Doji (十字星),93.3,102.42,339.55,15.67,370.89,15,5093
2026-01-06,PLTR,帕兰提尔,Stock,34838600,Strong,Long,39.2%,XGB:0.47|LGB:0.43|LR:0.45|N:307|Base:0.37,Doji (十字星),23.62,57.5,179.71,7.4,164.91,33,5930
2026-01-05,GOOGL,谷歌,Stock,30195597,Strong + Div + AI_Bear,Short,53.0%,XGB:0.42|LGB:0.62|LR:0.57|HMM:0,Shooting Star (射击之星),69.81,75.06,316.54,6.14,328.82,40,12661
2026-01-05,MSFT,微软,Stock,25250300,Strong,Long,43.3%,XGB:0.69|LGB:0.71|LR:0.42|N:306|Base:0.35,Doji (十字星),5.03,13.35,471.77,7.56,456.65,33,15568
2026-01-05,PLTR,帕兰提尔,Stock,39511700,Strong,Long,35.2%,XGB:0.36|LGB:0.23|LR:0.35|N:306|Base:0.37,Doji (十字星),-1.53,48.91,174.04,7.49,159.06,33,5743
2026-01-02,GOOGL,谷歌,Stock,32009400,Strong + Div,Short,27.5%,XGB:0.18|LGB:0.16|LR:0.35|N:305|Base:0.30,"Doji (十字星), Doji (十字星)",78.72,73.42,315.15,7.21,329.57,34,10715
2026-01-02,COIN,Coinbase,Stock,8760200,Strong,Long,31.6%,XGB:0.28|LGB:0.24|LR:0.43|N:305|Base:0.32,Doji (十字星),25.05,1.62,236.53,11.83,212.87,21,4967
2026-01-02,HOOD,罗宾汉,Stock,25793456,Strong,Long,31.9%,XGB:0.34|LGB:0.20|LR:0.52|HMM:1,Doji (十字星),17.64,23.84,115.21,4.93,105.35,50,5760
2025-12-31,GOOGL,谷歌,Stock,16377700,Strong,Short,26.9%,XGB:0.17|LGB:0.12|LR:0.33|N:304|Base:0.30,"Doji (十字星), Doji (十字星), Doji (十字星)",94.7,70.54,313.0,6.83,326.66,36,11268
2025-12-31,MU,美光科技,Stock,17573800,Strong,Short,38.1%,XGB:0.44|LGB:0.75|LR:0.32|N:304|Base:0.32,Doji (十字星),87.34,92.53,285.41,13.66,312.73,18,5137
2025-12-30,QQQ,纳斯达克100指数ETF,Index ETF,31226754,Strong,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,"Doji (十字星), Doji (十字星), Doji (十字星)",91.7,73.48,619.43,6.22,631.87,40,24777
2025-12-30,GOOGL,谷歌,Stock,17380900,Strong,Short,26.9%,XGB:0.16|LGB:0.11|LR:0.34|N:303|Base:0.30,"Doji (十字星), Doji (十字星)",105.66,71.68,313.85,7.12,328.09,35,10984
2025-12-30,MU,美光科技,Stock,23056400,Strong,Short,32.0%,XGB:0.28|LGB:0.34|LR:0.36|N:303|Base:0.32,Doji (十字星),104.23,97.81,292.63,14.02,320.67,17,4974
2025-12-29,QQQ,纳斯达克100指数ETF,Index ETF,32458308,Strong,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,"Doji (十字星), Doji (十字星)",102.47,75.51,620.87,6.72,634.31,37,22972
2025-12-29,GOOGL,谷歌,Stock,19621800,Strong,Short,25.5%,XGB:0.06|LGB:0.06|LR:0.36|N:302|Base:0.30,Doji (十字星),112.24,71.29,313.56,7.32,328.2,34,10661
2025-12-29,COIN,Coinbase,Stock,6362600,Strong + Div,Long,34.3%,XGB:0.38|LGB:0.36|LR:0.48|N:302|Base:0.32,Doji (十字星),0.57,-3.9,233.77,12.72,208.33,19,4441
2025-12-26,QQQ,纳斯达克100指数ETF,Index ETF,28959778,Strong,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,Doji (十字星),111.5,73.25,623.89,6.96,637.81,35,21836
2025-12-26,PLTR,帕兰提尔,Stock,26261988,Strong + AI_Bear,Short,56.4%,XGB:0.20|LGB:0.33|LR:0.69|HMM:1,Bearish Engulfing (看跌吞没),63.42,74.36,188.71,6.92,202.55,36,6793
2025-12-24,PLTR,帕兰提尔,Stock,11710100,Strong + Div,Short,29.6%,XGB:0.21|LGB:0.22|LR:0.47|N:300|Base:0.31,Doji (十字星),82.14,81.44,194.17,7.46,209.09,33,6407
2025-12-24,TSLA,特斯拉,Stock,41285400,Strong,Short,31.1%,XGB:0.18|LGB:0.22|LR:0.40|N:300|Base:0.34,Doji (十字星),76.67,96.81,485.4,17.83,521.06,14,6795
2025-12-24,COIN,Coinbase,Stock,3869000,Strong,Long,33.9%,XGB:0.30|LGB:0.38|LR:0.50|N:300|Base:0.33,Doji (十字星),0.57,2.36,239.73,13.58,212.57,18,4315
2025-12-23,MU,美光科技,Stock,20767600,Strong,Short,34.1%,XGB:0.41|LGB:0.30|LR:0.50|N:299|Base:0.32,Doji (十字星),102.33,93.72,276.16,15.16,306.48,16,4418
2025-12-23,PLTR,帕兰提尔,Stock,24041000,Strong + Div,Short,32.5%,XGB:0.14|LGB:0.23|LR:0.50|N:299|Base:0.31,Doji (十字星),80.77,81.39,194.13,7.86,209.85,31,6018
2025-12-23,TSLA,特斯拉,Stock,58223600,Strong,Short,33.9%,XGB:0.32|LGB:0.33|LR:0.41|N:299|Base:0.34,Doji (十字星),78.0,96.92,485.56,18.12,521.8,13,6312
2025-12-23,COIN,Coinbase,Stock,7004200,Strong,Long,39.7%,XGB:0.50|LGB:0.72|LR:0.49|N:299|Base:0.33,"Doji (十字星), Doji (十字星)",2.86,3.77,242.3,14.22,213.86,17,4119
2025-12-23,HOOD,罗宾汉,Stock,16953514,Strong,Long,31.9%,XGB:0.34|LGB:0.20|LR:0.52|HMM:1,Doji (十字星),31.33,33.09,120.24,6.77,106.7,36,4328
2025-12-22,MU,美光科技,Stock,30961900,Strong + Div,Short,37.0%,XGB:0.46|LGB:0.54|LR:0.47|N:298|Base:0.33,Doji (十字星),95.58,95.56,276.48,15.59,307.66,16,4423
2025-12-22,PLTR,帕兰提尔,Stock,36686000,Strong + Div,Short,32.5%,XGB:0.27|LGB:0.40|LR:0.51|N:298|Base:0.31,Doji (十字星),77.5,81.2,193.98,8.18,210.34,30,5819
2025-12-22,TSLA,特斯拉,Stock,86916100,Strong,Short,33.7%,XGB:0.34|LGB:0.27|LR:0.43|N:298|Base:0.34,Doji (十字星),79.42,99.04,488.73,18.81,526.35,13,6353
2025-12-22,SOXL,半导体3倍做多ETF,Index ETF,62717400,Strong,Long,47.0%,XGB:0.69|LGB:0.73|LR:0.64|N:298|Base:0.39,Doji (十字星),39.1,64.64,43.26,3.78,35.7,66,2855
2025-12-22,COIN,Coinbase,Stock,6233100,Strong,Long,32.5%,XGB:0.29|LGB:0.30|LR:0.38|N:298|Base:0.33,Doji (十字星),5.01,6.84,247.9,14.62,218.66,17,4214
2025-12-19,COIN,Coinbase,Stock,10613000,Strong,Long,31.0%,XGB:0.25|LGB:0.26|LR:0.32|N:297|Base:0.33,Doji (十字星),-8.58,9.25,245.12,14.99,215.14,16,3921
2025-12-18,NVDA,英伟达,Stock,176096001,Strong,Long,35.5%,XGB:0.40|LGB:0.25|LR:0.42|N:296|Base:0.36,Doji (十字星),1.9,-1.83,174.14,6.15,161.84,40,6965
2025-12-17,AMZN,亚马逊,Stock,44034400,Strong,Long,33.3%,XGB:0.09|LGB:0.09|LR:0.47|N:295|Base:0.34,Doji (十字星),-7.42,16.54,221.27,5.2,210.87,48,10620
2025-12-17,META,元宇宙(Facebook),Stock,15598500,Strong,Long,37.1%,XGB:0.40|LGB:0.39|LR:0.43|N:295|Base:0.36,"Inverted Hammer (倒锤子线), Doji (十字星)",0.81,44.47,649.5,19.68,610.14,12,7794
2025-12-17,MSFT,微软,Stock,24527200,Strong,Long,30.6%,XGB:0.08|LGB:0.18|LR:0.23|N:295|Base:0.36,"Piercing Line (刺透形态), Doji (十字星)",11.11,7.22,475.04,9.15,456.74,27,12826
2025-12-16,AMZN,亚马逊,Stock,39298900,Strong,Long,33.8%,XGB:0.08|LGB:0.05|LR:0.51|N:294|Base:0.34,Doji (十字星),-1.48,18.77,222.56,5.28,212.0,47,10460
2025-12-16,COIN,Coinbase,Stock,6907400,Strong,Long,30.4%,XGB:0.13|LGB:0.26|LR:0.41|N:294|Base:0.33,Doji (十字星),-0.96,13.35,252.61,15.46,221.69,16,4041
2025-12-16,MSFT,微软,Stock,20705600,Strong,Long,30.4%,XGB:0.10|LGB:0.13|LR:0.25|N:294|Base:0.36,"Piercing Line (刺透形态), Doji (十字星)",7.97,7.46,475.31,9.47,456.37,26,12358
2025-12-16,NVDA,英伟达,Stock,148588098,Strong,Long,34.5%,XGB:0.28|LGB:0.32|LR:0.36|N:294|Base:0.36,Piercing Line (刺透形态),3.74,4.7,177.72,6.13,165.46,40,7108
2025-12-15,PLTR,帕兰提尔,Stock,32796052,Strong + AI_Bear,Short,56.4%,XGB:0.20|LGB:0.33|LR:0.69|HMM:1,Hanging Man (吊颈线),66.75,57.58,183.25,7.37,197.99,33,6047
2025-12-15,META,元宇宙(Facebook),Stock,15549100,Strong,Long,30.7%,XGB:0.10|LGB:0.12|LR:0.35|N:293|Base:0.36,"Doji (十字星), Inverted Hammer (倒锤子线), Doji (十字星)",-6.08,43.6,647.51,20.34,606.83,12,7770
2025-12-12,IWM,罗素2000指数ETF,Index ETF,57657700,Strong,Short,27.0%,XGB:0.07|LGB:0.06|LR:0.29|N:292|Base:0.33,Bearish Engulfing (看跌吞没),75.7,90.51,253.0,4.26,261.52,58,14674
2025-12-12,PLTR,帕兰提尔,Stock,42427356,Strong + AI_Bear,Short,56.4%,XGB:0.20|LGB:0.33|LR:0.69|HMM:1,Hanging Man (吊颈线),77.24,50.31,183.57,7.32,198.21,34,6241
2025-12-12,META,元宇宙(Facebook),Stock,14016915,Strong,Long,36.9%,XGB:0.43|LGB:0.30|LR:0.37|HMM:0,"Doji (十字星), Inverted Hammer (倒锤子线)",0.71,43.4,644.23,23.26,597.71,10,6442
2025-12-11,SOXL,半导体3倍做多ETF,Index ETF,88063000,Strong,Short,43.8%,XGB:0.70|LGB:0.76|LR:0.67|N:291|Base:0.34,Hanging Man (吊颈线),94.06,84.63,48.79,3.57,55.93,70,3415
2025-12-11,AMD,超威半导体,Stock,30694649,Strong,Short,40.4%,XGB:0.43|LGB:0.53|LR:0.57|N:291|Base:0.37,"Doji (十字星), Doji (十字星), Doji (十字星), Hanging Man (吊颈线)",78.83,26.66,221.43,10.79,243.01,23,5092
2025-12-11,MU,美光科技,Stock,18867000,Strong,Short,38.9%,XGB:0.59|LGB:0.57|LR:0.49|N:291|Base:0.33,Hanging Man (吊颈线),96.05,81.19,258.36,13.42,285.2,18,4650
2025-12-11,TSLA,特斯拉,Stock,55979492,Strong,Short,38.0%,XGB:0.28|LGB:0.43|LR:0.48|HMM:1,Hanging Man (吊颈线),66.68,67.33,446.89,14.85,476.59,16,7150
2025-12-10,QQQ,纳斯达克100指数ETF,Index ETF,55031384,Strong + Div,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,"Doji (十字星), Bearish Engulfing (看跌吞没)",88.81,78.9,627.61,8.31,644.23,30,18828
2025-12-10,AMD,超威半导体,Stock,23279366,Strong,Short,40.8%,XGB:0.54|LGB:0.54|LR:0.51|N:290|Base:0.36,"Doji (十字星), Doji (十字星), Doji (十字星)",82.25,26.65,221.42,10.75,242.92,23,5092
2025-12-10,HOOD,罗宾汉,Stock,18232080,Strong,Short,33.0%,XGB:0.32|LGB:0.30|LR:0.41|HMM:1,"Shooting Star (射击之星), Doji (十字星)",85.33,60.18,135.66,7.07,149.8,35,4748
2025-12-09,IWM,罗素2000指数ETF,Index ETF,30170100,Strong,Short,31.8%,XGB:0.08|LGB:0.08|LR:0.41|N:289|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星)",86.5,97.01,250.55,4.14,258.83,60,15033
2025-12-09,QQQ,纳斯达克100指数ETF,Index ETF,37155999,Strong,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,"Doji (十字星), Bearish Engulfing (看跌吞没)",84.99,75.36,625.05,8.33,641.71,30,18751
2025-12-09,SOXL,半导体3倍做多ETF,Index ETF,56373300,Strong,Short,45.0%,XGB:0.82|LGB:0.74|LR:0.71|N:289|Base:0.34,Doji (十字星),101.11,81.19,47.79,3.49,54.77,71,3393
2025-12-09,AMD,超威半导体,Stock,25166128,Strong + Div,Short,38.4%,XGB:0.43|LGB:0.42|LR:0.51|N:289|Base:0.36,"Doji (十字星), Doji (十字星)",92.09,26.86,221.62,11.27,244.16,22,4875
2025-12-09,HOOD,罗宾汉,Stock,18948210,Strong,Short,33.0%,XGB:0.32|LGB:0.30|LR:0.41|HMM:1,Shooting Star (射击之星),91.52,60.26,135.71,7.54,150.79,33,4478
2025-12-08,IWM,罗素2000指数ETF,Index ETF,29100000,Strong,Short,33.8%,XGB:0.13|LGB:0.13|LR:0.50|N:288|Base:0.33,"Doji (十字星), Doji (十字星)",94.11,95.87,250.03,4.24,258.51,58,14501
2025-12-08,QQQ,纳斯达克100指数ETF,Index ETF,43462406,Strong,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,"Doji (十字星), Bearish Engulfing (看跌吞没)",94.71,74.3,624.28,8.86,642.0,28,17479
2025-12-08,SOXL,半导体3倍做多ETF,Index ETF,69225000,Strong + Div,Short,37.6%,XGB:0.48|LGB:0.40|LR:0.72|N:288|Base:0.33,Doji (十字星),104.69,81.88,47.99,3.63,55.25,68,3263
2025-12-08,SPY,标普500指数ETF,Index ETF,55231462,Strong,Short,27.3%,XGB:0.10|LGB:0.08|LR:0.74|N:288|Base:0.20,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",90.86,86.14,683.63,7.6,698.83,32,21876
2025-12-08,AMD,超威半导体,Stock,30943182,Strong,Short,38.5%,XGB:0.38|LGB:0.48|LR:0.50|N:288|Base:0.36,"Dark Cloud Cover (乌云盖顶), Doji (十字星)",94.51,26.32,221.11,11.61,244.33,21,4643
2025-12-08,META,元宇宙(Facebook),Stock,13160976,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Shooting Star (射击之星),92.6,53.27,666.8,16.67,700.14,14,9335
2025-12-05,IWM,罗素2000指数ETF,Index ETF,36956600,Strong,Short,35.8%,XGB:0.22|LGB:0.26|LR:0.55|N:287|Base:0.33,Doji (十字星),101.72,81.67,249.93,4.36,258.65,57,14246
2025-12-05,QQQ,纳斯达克100指数ETF,Index ETF,53614169,Strong + Div,Short,31.3%,XGB:0.18|LGB:0.35|LR:0.52|HMM:0,Doji (十字星),103.36,63.73,625.48,9.12,643.72,27,16887
2025-12-05,SOXL,半导体3倍做多ETF,Index ETF,77049801,Strong,Short,31.2%,XGB:0.12|LGB:0.13|LR:0.44|HMM:1,Doji (十字星),104.56,61.88,46.5,3.57,53.64,70,3255
2025-12-05,SPY,标普500指数ETF,Index ETF,79241045,Strong + Div,Short,2.5%,XGB:0.04|LGB:0.02|LR:0.00|HMM:1,Doji (十字星),103.48,78.48,685.69,7.06,699.81,35,23999
2025-12-05,AMD,超威半导体,Stock,33292396,Strong,Short,36.5%,XGB:0.28|LGB:0.39|LR:0.48|N:287|Base:0.37,"Dark Cloud Cover (乌云盖顶), Doji (十字星), Doji (十字星), Doji (十字星)",84.15,31.68,217.97,12.06,242.09,20,4359
2025-12-05,GOOGL,谷歌,Stock,28851700,Strong,Short,33.1%,XGB:0.49|LGB:0.48|LR:0.35|N:287|Base:0.29,"Dark Cloud Cover (乌云盖顶), Doji (十字星)",60.56,91.76,321.06,9.37,339.8,26,8347
2025-12-05,MU,美光科技,Stock,21161000,Strong,Short,38.4%,XGB:0.57|LGB:0.53|LR:0.51|N:287|Base:0.33,"Doji (十字星), Hanging Man (吊颈线)",84.28,64.54,237.12,13.64,264.4,18,4268
2025-12-04,SPY,标普500指数ETF,Index ETF,61970336,Strong + Div,Short,2.5%,XGB:0.04|LGB:0.02|LR:0.00|HMM:1,Doji (十字星),111.27,75.88,684.39,7.53,699.45,33,22584
2025-12-04,AAPL,苹果,Stock,43989056,Strong,Short,34.0%,XGB:0.25|LGB:0.34|LR:0.67|N:286|Base:0.28,Doji (十字星),78.57,86.38,280.7,5.55,291.8,45,12631
2025-12-04,AMD,超威半导体,Stock,24478204,Strong,Short,38.2%,XGB:0.37|LGB:0.44|LR:0.49|N:286|Base:0.37,"Dark Cloud Cover (乌云盖顶), Doji (十字星), Doji (十字星)",75.84,29.55,215.98,12.4,240.78,20,4319
