Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-08-11,IWM,罗素2000指数ETF,Index ETF,14696271,Strong,Short,20.4%,XGB:0.04|LGB:0.05|LR:0.29|N:335|Base:0.25,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",94.58,83.64,300.99,4.13,309.25,60,18059
2026-08-11,SPY,标普500指数ETF,Index ETF,36216318,Strong,Short,12.0%,XGB:0.02|LGB:0.01|LR:0.28|N:337|Base:0.14,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",96.71,89.51,770.56,8.15,786.86,30,23116
2026-08-11,AMZN,亚马逊,Stock,29512425,Strong,Short,35.2%,XGB:0.36|LGB:0.36|LR:0.54|N:337|Base:0.33,Bearish Engulfing (看跌吞没),85.38,89.44,272.27,8.99,290.25,27,7351
2026-08-11,AVGO,,Stock,12814188,Strong,Short,38.5%,XGB:0.44|LGB:0.59|LR:0.56|N:337|Base:0.33,"Doji (十字星), Doji (十字星)",81.41,89.58,416.08,16.08,448.24,15,6241
2026-08-11,HOOD,罗宾汉,Stock,11666500,Strong,Short,38.4%,XGB:0.46|LGB:0.52|LR:0.61|N:337|Base:0.33,"Doji (十字星), Doji (十字星)",107.87,15.92,94.38,5.39,105.16,46,4341
2026-08-11,MSFT,微软,Stock,22984523,Strong,Short,25.3%,XGB:0.07|LGB:0.10|LR:0.12|N:337|Base:0.32,"Doji (十字星), Doji (十字星)",95.54,111.54,503.81,14.95,533.71,16,8060
2026-08-10,SPY,标普500指数ETF,Index ETF,31958749,Strong,Short,12.1%,XGB:0.02|LGB:0.01|LR:0.29|N:336|Base:0.14,"Doji (十字星), Doji (十字星), Doji (十字星)",103.64,93.36,773.03,8.38,789.79,29,22417
2026-08-10,AMZN,亚马逊,Stock,34530747,Strong,Short,32.8%,XGB:0.29|LGB:0.25|LR:0.50|N:336|Base:0.33,Doji (十字星),94.55,96.79,278.09,9.11,296.31,27,7508
2026-08-10,AVGO,,Stock,13766512,Strong,Short,34.8%,XGB:0.30|LGB:0.42|LR:0.58|N:336|Base:0.32,"Doji (十字星), Doji (十字星)",95.49,96.02,422.4,16.27,454.94,15,6336
2026-08-10,HOOD,罗宾汉,Stock,11664589,Strong,Short,39.3%,XGB:0.54|LGB:0.53|LR:0.59|N:336|Base:0.33,Doji (十字星),101.82,16.22,94.52,5.62,105.76,44,4158
2026-08-10,MSFT,微软,Stock,31137345,Strong + Div,Short,24.9%,XGB:0.05|LGB:0.07|LR:0.14|N:336|Base:0.32,Doji (十字星),102.8,112.6,506.06,15.6,537.26,16,8096
2026-08-07,SPY,标普500指数ETF,Index ETF,42664673,Strong + Div,Short,14.8%,XGB:0.12|LGB:0.12|LR:0.32|N:335|Base:0.14,"Doji (十字星), Doji (十字星)",104.28,80.15,773.26,8.78,790.82,28,21651
2026-08-07,AMZN,亚马逊,Stock,31375313,Strong,Short,32.2%,XGB:0.26|LGB:0.22|LR:0.52|N:335|Base:0.33,Doji (十字星),92.4,86.54,274.48,9.31,293.1,26,7136
2026-08-07,HOOD,罗宾汉,Stock,14468290,Strong,Short,33.0%,XGB:0.32|LGB:0.23|LR:0.54|N:335|Base:0.33,Doji (十字星),83.17,18.82,93.29,5.85,104.99,42,3918
2026-08-07,COIN,Coinbase,Stock,8625465,Strong,Long,33.0%,XGB:0.33|LGB:0.42|LR:0.45|N:335|Base:0.30,"Inverted Hammer (倒锤子线), Doji (十字星)",39.21,29.02,153.6,9.86,133.88,25,3840
2026-08-06,AMZN,亚马逊,Stock,27906615,Strong,Short,36.5%,XGB:0.28|LGB:0.23|LR:0.56|N:334|Base:0.34,Doji (十字星),94.61,83.74,272.26,9.56,291.38,26,7078
2026-08-06,COIN,Coinbase,Stock,5810322,Strong + Div,Long,35.6%,XGB:0.45|LGB:0.55|LR:0.42|N:334|Base:0.30,Inverted Hammer (倒锤子线),22.5,13.99,145.41,9.85,125.71,25,3635
2026-08-05,AMZN,亚马逊,Stock,42366662,Strong,Short,39.1%,XGB:0.66|LGB:0.34|LR:0.61|N:333|Base:0.34,Doji (十字星),101.2,84.23,272.65,9.95,292.55,25,6816
2026-08-05,COIN,Coinbase,Stock,6240113,Strong,Long,30.3%,XGB:0.28|LGB:0.26|LR:0.41|N:333|Base:0.30,"Inverted Hammer (倒锤子线), Doji (十字星)",31.3,22.22,149.89,10.18,129.53,24,3597
2026-08-04,AMZN,亚马逊,Stock,69522809,Strong,Short,43.7%,XGB:0.76|LGB:0.67|LR:0.57|N:332|Base:0.33,Doji (十字星),108.67,90.25,277.42,9.79,297.0,25,6935
2026-08-04,COIN,Coinbase,Stock,7057350,Strong,Long,32.6%,XGB:0.39|LGB:0.34|LR:0.42|N:332|Base:0.30,Inverted Hammer (倒锤子线),26.45,23.76,150.73,10.48,129.77,23,3466
2026-08-03,COIN,Coinbase,Stock,9000773,Strong,Long,28.5%,XGB:0.18|LGB:0.24|LR:0.38|N:331|Base:0.30,Inverted Hammer (倒锤子线),13.63,15.99,146.5,10.72,125.06,23,3369
2026-08-03,CRCL,,Stock,15819689,Strong,Long,40.0%,XGB:0.83|LGB:0.73|LR:0.66|N:253|Base:0.29,Doji (十字星),18.75,4.4,60.35,5.33,49.69,46,2776
2026-08-03,HOOD,罗宾汉,Stock,19327655,Strong,Long,40.4%,XGB:0.42|LGB:0.59|LR:0.57|N:331|Base:0.36,"Doji (十字星), Doji (十字星)",18.93,13.24,90.34,6.47,77.4,38,3432
2026-08-03,TSLA,特斯拉,Stock,37162483,Strong,Long,43.1%,XGB:0.65|LGB:0.60|LR:0.50|N:331|Base:0.36,"Doji (十字星), Doji (十字星)",27.51,3.55,322.08,16.64,288.8,15,4831
2026-07-31,HOOD,罗宾汉,Stock,22775741,Strong + Div,Long,36.8%,XGB:0.35|LGB:0.37|LR:0.56|N:330|Base:0.35,Doji (十字星),2.22,19.75,86.56,6.43,73.7,38,3289
2026-07-31,TSLA,特斯拉,Stock,35616593,Strong,Long,37.7%,XGB:0.46|LGB:0.40|LR:0.41|N:330|Base:0.36,"Doji (十字星), Doji (十字星)",13.51,-3.37,311.21,16.82,277.57,14,4356
2026-07-30,AAPL,苹果,Stock,55501839,Strong,Short,26.6%,XGB:0.20|LGB:0.22|LR:0.41|N:329|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",62.32,95.51,333.43,8.06,349.55,31,10336
2026-07-30,QQQ,纳斯达克100指数ETF,Index ETF,65000770,Strong,Long,37.1%,XGB:0.85|LGB:0.81|LR:0.48|N:329|Base:0.27,Doji (十字星),27.62,-1.46,683.55,15.26,653.03,16,10936
2026-07-30,AMZN,亚马逊,Stock,78755052,Strong,Long,37.4%,XGB:0.20|LGB:0.05|LR:0.66|N:329|Base:0.34,Inverted Hammer (倒锤子线),15.02,15.71,235.5,7.31,220.88,34,8007
2026-07-30,CRCL,,Stock,7082122,Strong,Long,35.2%,XGB:0.59|LGB:0.58|LR:0.41|N:251|Base:0.29,Hammer (锤子线),28.06,3.96,64.24,5.36,53.52,46,2955
2026-07-30,TSLA,特斯拉,Stock,36553979,Strong,Long,43.5%,XGB:0.65|LGB:0.67|LR:0.45|N:329|Base:0.36,Doji (十字星),6.9,-4.72,308.85,17.08,274.69,14,4323
2026-07-29,AAPL,苹果,Stock,48852885,Strong,Short,24.4%,XGB:0.07|LGB:0.17|LR:0.41|N:328|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",81.07,100.74,338.19,8.01,354.21,31,10483
2026-07-28,AAPL,苹果,Stock,50765695,Strong + Div,Short,27.9%,XGB:0.22|LGB:0.27|LR:0.48|N:327|Base:0.27,Doji (十字星),88.66,104.59,340.08,8.08,356.24,30,10202
2026-07-28,QQQ,纳斯达克100指数ETF,Index ETF,49675490,Strong + Div,Long,39.1%,XGB:0.93|LGB:0.90|LR:0.55|N:327|Base:0.27,Doji (十字星),5.81,-14.05,675.49,14.31,646.87,17,11483
2026-07-28,GOOGL,谷歌,Stock,27157077,Strong,Long,44.8%,XGB:0.52|LGB:0.51|LR:0.76|N:327|Base:0.40,"Doji (十字星), Doji (十字星)",21.67,9.93,333.71,11.66,310.39,21,7007
2026-07-28,TSLA,特斯拉,Stock,38773921,Strong + Div,Long,35.8%,XGB:0.36|LGB:0.31|LR:0.44|N:327|Base:0.36,Doji (十字星),2.2,-7.32,307.44,17.87,271.7,13,3996
2026-07-27,AAPL,苹果,Stock,45246885,Strong + Div,Short,27.5%,XGB:0.19|LGB:0.28|LR:0.44|N:326|Base:0.27,Doji (十字星),82.19,104.6,336.91,8.14,353.19,30,10107
2026-07-27,GOOGL,谷歌,Stock,28340389,Strong + AI_Bull,Long,54.5%,XGB:0.92|LGB:0.93|LR:0.79|N:326|Base:0.40,"Doji (十字星), Doji (十字星)",5.92,1.19,326.56,11.68,303.2,21,6857
2026-07-27,MSFT,微软,Stock,27753671,Strong,Long,39.2%,XGB:0.51|LGB:0.60|LR:0.36|N:326|Base:0.34,Doji (十字星),16.14,28.35,389.1,11.77,365.56,21,8171
2026-07-24,GOOGL,谷歌,Stock,31306769,Strong,Long,49.5%,XGB:0.70|LGB:0.77|LR:0.74|N:325|Base:0.40,Doji (十字星),-5.46,-5.02,319.74,11.75,296.24,21,6714
2026-07-23,QQQ,纳斯达克100指数ETF,Index ETF,43390455,Strong + Div,Long,24.1%,XGB:0.16|LGB:0.10|LR:0.35|N:324|Base:0.27,"Doji (十字星), Doji (十字星)",22.86,-4.47,691.96,14.47,663.02,17,11763
2026-07-22,GOOGL,谷歌,Stock,31090116,Strong,Long,42.2%,XGB:0.23|LGB:0.26|LR:0.63|N:323|Base:0.40,Doji (十字星),-4.37,-0.06,342.09,10.97,320.15,22,7525
2026-07-22,TSLA,特斯拉,Stock,27489260,Strong,Long,40.9%,XGB:0.61|LGB:0.37|LR:0.67|N:323|Base:0.36,Doji (十字星),4.87,0.4,374.01,16.05,341.91,15,5610
2026-07-21,AAPL,苹果,Stock,40800631,Strong,Short,30.0%,XGB:0.11|LGB:0.16|LR:0.51|N:322|Base:0.28,Doji (十字星),71.82,96.93,327.74,8.2,344.14,30,9832
2026-07-21,GOOGL,谷歌,Stock,22327729,Strong,Long,45.0%,XGB:0.37|LGB:0.39|LR:0.70|N:322|Base:0.40,Doji (十字星),9.53,6.59,347.15,11.19,324.77,22,7637
2026-07-21,TSLA,特斯拉,Stock,31140392,Strong,Long,41.5%,XGB:0.55|LGB:0.46|LR:0.68|N:322|Base:0.36,Doji (十字星),5.27,5.37,378.93,16.72,345.49,14,5305
2026-07-20,AAPL,苹果,Stock,51014085,Strong,Short,26.0%,XGB:0.10|LGB:0.26|LR:0.41|N:321|Base:0.27,Doji (十字星),79.15,95.47,326.59,8.26,343.11,30,9797
2026-07-20,META,元宇宙(Facebook),Stock,9924164,Strong,Short,38.6%,XGB:0.41|LGB:0.44|LR:0.38|N:321|Base:0.37,Doji (十字星),62.67,86.48,645.85,25.69,697.23,9,5812
2026-07-20,QQQ,纳斯达克100指数ETF,Index ETF,28995795,Strong,Long,26.5%,XGB:0.06|LGB:0.07|LR:0.38|N:321|Base:0.27,Doji (十字星),15.99,0.66,696.06,14.93,666.2,16,11136
2026-07-20,AVGO,,Stock,14214613,Strong,Long,34.7%,XGB:0.17|LGB:0.18|LR:0.46|N:321|Base:0.39,Doji (十字星),28.84,2.26,378.16,17.02,344.12,14,5294
2026-07-20,COIN,Coinbase,Stock,5193164,Strong,Long,31.0%,XGB:0.33|LGB:0.21|LR:0.53|N:321|Base:0.31,Hammer (锤子线),37.08,36.15,160.43,9.51,141.41,26,4171
2026-07-20,GOOGL,谷歌,Stock,24606836,Strong,Long,45.0%,XGB:0.58|LGB:0.46|LR:0.75|N:321|Base:0.40,"Bullish Engulfing (看涨吞没), Doji (十字星), Doji (十字星)",16.59,12.95,351.99,11.66,328.67,21,7391
2026-07-17,AAPL,苹果,Stock,63325386,Strong + Div,Short,27.8%,XGB:0.27|LGB:0.27|LR:0.39|N:320|Base:0.27,Doji (十字星),98.68,98.28,333.74,8.13,350.0,30,10012
2026-07-17,META,元宇宙(Facebook),Stock,20966389,Strong,Short,40.5%,XGB:0.41|LGB:0.60|LR:0.39|N:320|Base:0.38,"Doji (十字星), Doji (十字星)",72.16,83.43,646.01,26.33,698.67,9,5814
2026-07-17,QQQ,纳斯达克100指数ETF,Index ETF,53690868,Strong,Long,26.1%,XGB:0.15|LGB:0.26|LR:0.36|N:320|Base:0.27,Doji (十字星),19.69,15.95,695.33,15.28,664.77,16,11125
2026-07-17,GOOGL,谷歌,Stock,29853865,Strong,Long,40.5%,XGB:0.39|LGB:0.37|LR:0.57|N:320|Base:0.40,Doji (十字星),11.17,5.11,346.77,11.57,323.63,21,7282
2026-07-17,TSLA,特斯拉,Stock,29958144,Strong,Long,42.3%,XGB:0.58|LGB:0.52|LR:0.67|N:320|Base:0.36,Doji (十字星),-2.53,14.07,380.84,16.88,347.08,14,5331
2026-07-16,META,元宇宙(Facebook),Stock,15736700,Strong,Short,31.1%,XGB:0.10|LGB:0.10|LR:0.38|N:319|Base:0.37,Doji (十字星),91.04,93.31,664.54,25.39,715.32,9,5980
2026-07-15,NO_SIGNAL,无信号,Info,0,No Signal,无信号,N/A,N/A,无信号,,,,,,,
2026-07-14,AAPL,苹果,Stock,36202131,Strong,Short,28.9%,XGB:0.27|LGB:0.32|LR:0.46|N:317|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",84.86,86.41,314.86,7.9,330.66,31,9760
2026-07-14,META,元宇宙(Facebook),Stock,13244016,Strong,Short,39.6%,XGB:0.30|LGB:0.63|LR:0.42|N:317|Base:0.37,Doji (十字星),95.36,95.29,661.04,25.39,711.82,9,5949
2026-07-14,SOXL,半导体3倍做多ETF,Index ETF,48162818,Strong,Long,43.9%,XGB:0.53|LGB:0.43|LR:0.44|N:315|Base:0.43,Bullish Engulfing (看涨吞没),22.57,11.66,176.66,35.13,106.4,7,1236
2026-07-14,CRCL,,Stock,15690693,Strong,Long,29.4%,XGB:0.31|LGB:0.25|LR:0.50|N:239|Base:0.28,Doji (十字星),25.88,-3.33,63.22,6.48,50.26,38,2402
2026-07-13,AAPL,苹果,Stock,41376714,Strong + Div,Short,29.0%,XGB:0.30|LGB:0.27|LR:0.50|N:316|Base:0.28,Doji (十字星),99.67,90.25,317.31,8.09,333.49,30,9519
2026-07-13,META,元宇宙(Facebook),Stock,18010409,Strong,Short,33.8%,XGB:0.20|LGB:0.19|LR:0.48|N:316|Base:0.37,Doji (十字星),101.03,92.86,656.73,26.0,708.73,9,5910
2026-07-13,SOXL,半导体3倍做多ETF,Index ETF,51153188,Strong,Long,43.6%,XGB:0.45|LGB:0.49|LR:0.45|N:314|Base:0.42,"Doji (十字星), Bullish Engulfing (看涨吞没)",17.36,6.4,165.37,36.06,93.25,6,992
2026-07-13,CRCL,,Stock,12697861,Strong,Long,34.6%,XGB:0.50|LGB:0.54|LR:0.66|N:238|Base:0.29,Doji (十字星),16.63,-6.65,63.0,6.65,49.7,37,2331
2026-07-10,AAPL,苹果,Stock,32466135,Strong,Short,34.4%,XGB:0.45|LGB:0.58|LR:0.53|N:315|Base:0.28,Doji (十字星),110.72,84.1,315.32,8.09,331.5,30,9459
2026-07-10,HOOD,罗宾汉,Stock,25645970,Strong,Short,31.8%,XGB:0.35|LGB:0.18|LR:0.37|N:315|Base:0.33,Bearish Engulfing (看跌吞没),74.2,90.53,111.97,6.89,125.75,36,4030
2026-07-10,CRCL,,Stock,35158305,Strong,Long,29.1%,XGB:0.21|LGB:0.31|LR:0.47|N:237|Base:0.29,Doji (十字星),25.02,-6.57,66.14,6.87,52.4,36,2381
2026-07-09,HOOD,罗宾汉,Stock,18646564,Strong,Short,32.3%,XGB:0.28|LGB:0.25|LR:0.45|N:314|Base:0.33,Doji (十字星),88.18,95.75,115.11,6.61,128.33,37,4259
2026-07-09,AMD,超威半导体,Stock,26670194,Strong,Long,41.0%,XGB:0.46|LGB:0.33|LR:0.47|N:314|Base:0.41,Doji (十字星),39.32,76.5,546.72,37.45,471.82,6,3280
2026-07-09,CRCL,,Stock,9260733,Strong,Long,31.2%,XGB:0.39|LGB:0.36|LR:0.55|N:236|Base:0.28,Doji (十字星),11.5,-9.68,63.01,6.64,49.73,37,2331
2026-07-08,AAPL,苹果,Stock,38466049,Strong + Div,Short,37.2%,XGB:0.67|LGB:0.60|LR:0.51|N:313|Base:0.28,Doji (十字星),112.11,80.66,313.39,8.34,330.07,29,9088
2026-07-08,HOOD,罗宾汉,Stock,18238841,Strong,Short,34.4%,XGB:0.35|LGB:0.38|LR:0.40|N:313|Base:0.33,Doji (十字星),85.78,93.12,113.53,6.65,126.83,37,4200
2026-07-08,SOXL,半导体3倍做多ETF,Index ETF,61615014,Strong,Long,43.5%,XGB:0.53|LGB:0.44|LR:0.37|N:311|Base:0.42,"Doji (十字星), Bullish Engulfing (看涨吞没)",9.1,14.89,174.82,38.43,97.96,6,1048
2026-07-08,CRCL,,Stock,8463876,Strong,Long,32.2%,XGB:0.34|LGB:0.49|LR:0.59|N:235|Base:0.29,Inverted Hammer (倒锤子线),18.38,-8.76,64.07,6.92,50.23,36,2306
2026-07-08,CRWV,,Stock,23368987,Strong,Long,39.9%,XGB:0.65|LGB:0.66|LR:0.51|N:286|Base:0.32,"Doji (十字星), Bullish Engulfing (看涨吞没)",28.82,1.5,90.0,8.36,73.28,29,2610
2026-07-07,HOOD,罗宾汉,Stock,21708467,Strong,Short,31.1%,XGB:0.31|LGB:0.17|LR:0.35|N:312|Base:0.33,Doji (十字星),87.78,92.08,112.9,6.76,126.42,36,4064
2026-07-07,SOXL,半导体3倍做多ETF,Index ETF,77527797,Strong,Long,47.9%,XGB:0.63|LGB:0.63|LR:0.55|N:310|Base:0.43,Doji (十字星),5.24,10.45,165.28,40.01,85.26,6,991
2026-07-07,CRCL,,Stock,8367618,Strong,Long,34.6%,XGB:0.37|LGB:0.32|LR:0.69|N:234|Base:0.29,Inverted Hammer (倒锤子线),21.76,-7.68,65.15,7.2,50.75,34,2215
2026-07-07,CRWV,,Stock,22772276,Strong,Long,37.2%,XGB:0.50|LGB:0.58|LR:0.48|N:285|Base:0.32,Doji (十字星),7.88,-8.06,83.53,8.44,66.65,29,2422
2026-07-06,HOOD,罗宾汉,Stock,25392022,Strong + Div,Short,33.0%,XGB:0.32|LGB:0.31|LR:0.44|N:311|Base:0.33,Doji (十字星),92.81,99.79,117.55,6.87,131.29,36,4231
2026-07-06,AVGO,,Stock,22543419,Strong,Long,42.6%,XGB:0.46|LGB:0.56|LR:0.52|N:311|Base:0.39,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",36.08,-12.51,373.9,18.2,337.5,13,4860
2026-07-06,CRCL,,Stock,11595766,Strong,Long,30.1%,XGB:0.11|LGB:0.13|LR:0.50|N:233|Base:0.29,Inverted Hammer (倒锤子线),21.03,-4.2,68.65,7.41,53.83,33,2265
2026-07-06,NVDA,英伟达,Stock,96954806,Strong,Long,43.6%,XGB:0.60|LGB:0.53|LR:0.54|N:311|Base:0.39,"Doji (十字星), Doji (十字星), Doji (十字星)",37.12,-6.98,195.55,6.85,181.85,36,7039
2026-07-02,TSLA,特斯拉,Stock,72014753,Strong,Short,33.2%,XGB:0.26|LGB:0.26|LR:0.50|N:310|Base:0.34,"Shooting Star (射击之星), Bearish Engulfing (看跌吞没)",69.87,16.14,393.45,19.61,432.67,12,4721
2026-07-02,CRCL,,Stock,17643362,Strong,Long,31.4%,XGB:0.11|LGB:0.10|LR:0.60|N:232|Base:0.29,Inverted Hammer (倒锤子线),5.22,-9.24,64.62,7.43,49.76,33,2132
2026-07-01,IWM,罗素2000指数ETF,Index ETF,20383671,Strong,Short,30.2%,XGB:0.22|LGB:0.13|LR:0.54|N:307|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",77.59,94.17,299.32,5.33,309.98,46,13768
2026-07-01,AVGO,,Stock,23621758,Strong,Long,43.5%,XGB:0.59|LGB:0.49|LR:0.58|N:309|Base:0.39,"Doji (十字星), Doji (十字星)",16.09,-16.22,369.34,17.87,333.6,13,4801
2026-07-01,NVDA,英伟达,Stock,134672012,Strong,Long,39.7%,XGB:0.42|LGB:0.40|LR:0.41|N:309|Base:0.39,"Doji (十字星), Doji (十字星), Doji (十字星)",32.71,-2.54,197.58,7.06,183.46,35,6915
2026-06-30,IWM,罗素2000指数ETF,Index ETF,19867674,Strong + Div,Short,30.7%,XGB:0.20|LGB:0.07|LR:0.59|N:306|Base:0.27,"Doji (十字星), Doji (十字星)",91.45,99.83,300.45,5.45,311.35,45,13520
2026-06-30,AVGO,,Stock,26920879,Strong,Long,49.3%,XGB:0.76|LGB:0.82|LR:0.60|N:308|Base:0.39,"Doji (十字星), Doji (十字星)",21.32,-11.36,377.75,18.5,340.75,13,4910
2026-06-30,COIN,Coinbase,Stock,8536743,Strong,Long,25.3%,XGB:0.09|LGB:0.06|LR:0.37|N:308|Base:0.30,"Piercing Line (刺透形态), Doji (十字星), Hammer (锤子线)",15.53,-2.65,146.19,10.61,124.97,23,3362
2026-06-30,CRWV,,Stock,17948226,Strong,Long,33.4%,XGB:0.37|LGB:0.33|LR:0.52|N:281|Base:0.32,Bullish Engulfing (看涨吞没),13.92,9.35,99.54,8.41,82.72,29,2886
2026-06-30,NVDA,英伟达,Stock,163092701,Strong,Long,45.3%,XGB:0.57|LGB:0.71|LR:0.51|N:308|Base:0.39,"Doji (十字星), Doji (十字星), Doji (十字星)",29.73,1.64,200.09,7.09,185.91,35,7003
2026-06-30,PLTR,帕兰提尔,Stock,35240249,Strong,Long,35.2%,XGB:0.34|LGB:0.32|LR:0.53|N:308|Base:0.34,"Doji (十字星), Doji (十字星), Bullish Engulfing (看涨吞没)",36.36,4.15,116.67,6.32,104.03,39,4550
2026-06-29,IWM,罗素2000指数ETF,Index ETF,24616296,Strong,Short,30.0%,XGB:0.14|LGB:0.11|LR:0.55|N:305|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",84.34,96.09,298.97,5.6,310.17,44,13154
2026-06-29,AAPL,苹果,Stock,63825743,Strong,Long,37.8%,XGB:0.45|LGB:0.48|LR:0.32|N:307|Base:0.36,Piercing Line (刺透形态),24.6,11.85,281.74,8.18,265.38,30,8452
2026-06-29,AVGO,,Stock,23534575,Strong,Long,47.4%,XGB:0.69|LGB:0.69|LR:0.65|N:307|Base:0.39,Doji (十字星),8.55,-14.43,372.45,19.24,333.97,12,4469
2026-06-29,COIN,Coinbase,Stock,6836616,Strong,Long,26.7%,XGB:0.16|LGB:0.12|LR:0.36|N:307|Base:0.30,"Piercing Line (刺透形态), Doji (十字星)",19.56,2.46,151.65,10.71,130.23,23,3487
2026-06-29,META,元宇宙(Facebook),Stock,14265970,Strong,Long,38.3%,XGB:0.44|LGB:0.62|LR:0.54|N:307|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星)",24.52,4.24,562.6,18.74,525.12,13,7313
2026-06-29,NVDA,英伟达,Stock,146600013,Strong,Long,46.8%,XGB:0.58|LGB:0.82|LR:0.55|N:307|Base:0.39,"Doji (十字星), Doji (十字星)",8.07,-6.88,194.97,7.21,180.55,34,6628
