Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-06-29,PLTR,帕兰提尔,Stock,43802400,Strong,Long,41.7%,XGB:0.60|LGB:0.65|LR:0.51|N:307|Base:0.35,"Doji (十字星), Doji (十字星)",26.66,2.83,115.7,6.49,102.72,38,4396
2026-06-26,IWM,罗素2000指数ETF,Index ETF,38304807,Strong + Div,Short,29.7%,XGB:0.29|LGB:0.33|LR:0.60|N:304|Base:0.27,Doji (十字星),87.92,97.32,299.83,5.63,311.09,44,13192
2026-06-26,AMZN,亚马逊,Stock,241155673,Strong,Long,33.8%,XGB:0.33|LGB:0.29|LR:0.45|N:306|Base:0.34,Doji (十字星),17.46,-3.23,232.69,7.84,217.01,31,7213
2026-06-26,COIN,Coinbase,Stock,10430109,Strong,Long,29.5%,XGB:0.27|LGB:0.26|LR:0.34|N:306|Base:0.30,Piercing Line (刺透形态),6.48,0.83,149.06,11.0,127.06,22,3279
2026-06-26,CRCL,,Stock,14350266,Strong,Long,28.0%,XGB:0.15|LGB:0.25|LR:0.49|N:228|Base:0.29,Bullish Engulfing (看涨吞没),23.66,-8.35,73.57,7.5,58.57,33,2427
2026-06-26,MSFT,微软,Stock,181041665,Strong,Long,43.3%,XGB:0.79|LGB:0.65|LR:0.47|N:306|Base:0.34,Doji (十字星),33.79,0.58,372.97,13.2,346.57,18,6713
2026-06-26,NVDA,英伟达,Stock,177757849,Strong,Long,42.0%,XGB:0.44|LGB:0.54|LR:0.51|N:306|Base:0.39,Doji (十字星),-0.3,-0.24,192.53,7.27,177.99,34,6546
2026-06-26,PLTR,帕兰提尔,Stock,59985261,Strong,Long,36.0%,XGB:0.33|LGB:0.43|LR:0.49|N:306|Base:0.34,Doji (十字星),11.73,-0.86,112.93,6.52,99.89,38,4291
2026-06-26,TSLA,特斯拉,Stock,48464179,Strong,Long,39.1%,XGB:0.40|LGB:0.42|LR:0.62|N:306|Base:0.37,"Doji (十字星), Bullish Engulfing (看涨吞没)",8.26,18.36,379.71,16.77,346.17,14,5315
2026-06-25,IWM,罗素2000指数ETF,Index ETF,26212547,Strong + Div,Short,33.3%,XGB:0.34|LGB:0.27|LR:0.62|N:303|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",83.73,95.02,298.91,5.74,310.39,43,12853
2026-06-25,TSLA,特斯拉,Stock,28803361,Strong + Div,Long,42.2%,XGB:0.56|LGB:0.51|LR:0.69|N:305|Base:0.37,Doji (十字星),-1.18,14.36,375.12,16.59,341.94,15,5626
2026-06-24,IWM,罗素2000指数ETF,Index ETF,28157782,Strong,Short,33.1%,XGB:0.33|LGB:0.18|LR:0.64|N:302|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",86.1,93.46,296.69,5.81,308.31,43,12757
2026-06-24,AMD,超威半导体,Stock,23779691,Strong,Short,38.7%,XGB:0.53|LGB:0.63|LR:0.63|N:304|Base:0.31,Doji (十字星),66.41,86.99,519.74,32.54,584.82,7,3638
2026-06-24,AMZN,亚马逊,Stock,62415490,Strong,Long,45.5%,XGB:0.75|LGB:0.82|LR:0.63|N:304|Base:0.34,"Doji (十字星), Doji (十字星)",8.38,-9.9,234.27,7.86,218.55,31,7262
2026-06-24,META,元宇宙(Facebook),Stock,13155272,Strong + Div,Long,31.9%,XGB:0.31|LGB:0.28|LR:0.37|N:304|Base:0.32,Doji (十字星),2.29,-9.41,557.67,18.85,519.97,13,7249
2026-06-24,NVDA,英伟达,Stock,149005898,Strong + Div,Long,46.6%,XGB:0.70|LGB:0.69|LR:0.51|N:304|Base:0.39,Doji (十字星),15.09,5.44,199.0,7.39,184.22,33,6567
2026-06-24,PLTR,帕兰提尔,Stock,45608183,Strong + Div,Long,37.1%,XGB:0.51|LGB:0.41|LR:0.39|N:304|Base:0.34,Doji (十字星),-1.25,-7.86,113.5,6.45,100.6,38,4313
2026-06-23,IWM,罗素2000指数ETF,Index ETF,26360368,Strong,Short,31.2%,XGB:0.16|LGB:0.13|LR:0.60|N:301|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",87.99,90.29,295.32,5.87,307.06,42,12403
2026-06-23,SOXL,半导体3倍做多ETF,Index ETF,66955310,Strong,Short,26.9%,XGB:0.17|LGB:0.18|LR:0.35|N:301|Base:0.29,"Doji (十字星), Shooting Star (射击之星)",68.84,71.0,231.42,38.11,307.64,6,1388
2026-06-23,CRWV,,Stock,25112072,Strong,Short,35.8%,XGB:0.43|LGB:0.47|LR:0.56|N:276|Base:0.32,"Shooting Star (射击之星), Doji (十字星)",66.67,28.64,105.72,9.0,123.72,27,2854
2026-06-23,HOOD,罗宾汉,Stock,40410126,Strong,Short,31.9%,XGB:0.26|LGB:0.28|LR:0.33|N:303|Base:0.33,Doji (十字星),75.44,95.94,103.25,6.58,116.41,37,3820
2026-06-23,MU,美光科技,Stock,58149691,Strong,Short,25.2%,XGB:0.15|LGB:0.15|LR:0.23|N:303|Base:0.28,"Bearish Engulfing (看跌吞没), Hanging Man (吊颈线)",74.25,84.01,1051.77,86.44,1224.65,2,2103
2026-06-23,AMZN,亚马逊,Stock,56989747,Strong,Long,42.9%,XGB:0.55|LGB:0.78|LR:0.69|N:303|Base:0.34,Doji (十字星),12.83,-10.17,234.11,7.73,218.65,32,7491
2026-06-23,CRCL,,Stock,8805817,Strong + Div,Long,35.4%,XGB:0.57|LGB:0.55|LR:0.70|N:226|Base:0.29,Doji (十字星),18.72,-13.82,75.68,7.48,60.72,33,2497
2026-06-23,META,元宇宙(Facebook),Stock,12388472,Strong + Div,Long,34.2%,XGB:0.36|LGB:0.43|LR:0.39|N:303|Base:0.32,Doji (十字星),12.29,-7.49,562.2,19.26,523.68,12,6746
2026-06-23,MSFT,微软,Stock,39415431,Strong,Long,28.6%,XGB:0.09|LGB:0.09|LR:0.36|N:303|Base:0.34,"Doji (十字星), Doji (十字星)",10.31,-9.82,373.94,11.94,350.06,20,7478
2026-06-22,IWM,罗素2000指数ETF,Index ETF,22330405,Strong,Short,33.4%,XGB:0.28|LGB:0.23|LR:0.66|N:300|Base:0.27,Doji (十字星),96.92,97.92,298.18,5.88,309.94,42,12523
2026-06-22,QQQ,纳斯达克100指数ETF,Index ETF,41264194,Strong,Short,27.4%,XGB:0.11|LGB:0.07|LR:0.60|N:302|Base:0.23,"Doji (十字星), Doji (十字星)",97.88,89.81,737.95,15.45,768.85,16,11807
2026-06-22,SOXL,半导体3倍做多ETF,Index ETF,35468358,Strong,Short,32.0%,XGB:0.41|LGB:0.41|LR:0.41|N:300|Base:0.29,Doji (十字星),107.1,98.24,300.77,35.06,370.89,7,2105
2026-06-22,AVGO,,Stock,24324818,Strong,Short,35.4%,XGB:0.40|LGB:0.54|LR:0.37|N:302|Base:0.32,"Doji (十字星), Bearish Engulfing (看跌吞没)",75.91,1.45,392.13,21.19,434.51,11,4313
2026-06-22,CRWV,,Stock,28098046,Strong,Short,36.3%,XGB:0.52|LGB:0.45|LR:0.55|N:275|Base:0.32,"Shooting Star (射击之星), Doji (十字星)",89.62,37.81,111.29,8.92,129.13,28,3116
2026-06-22,HOOD,罗宾汉,Stock,31164214,Strong,Short,29.7%,XGB:0.16|LGB:0.20|LR:0.31|N:302|Base:0.33,Doji (十字星),89.23,100.43,105.71,6.7,119.11,37,3911
2026-06-22,MU,美光科技,Stock,47957880,Strong,Short,25.4%,XGB:0.12|LGB:0.20|LR:0.28|N:302|Base:0.28,Hanging Man (吊颈线),107.99,101.13,1211.38,79.79,1370.96,3,3634
2026-06-22,NVDA,英伟达,Stock,115057966,Strong,Short,28.7%,XGB:0.28|LGB:0.21|LR:0.52|N:302|Base:0.28,Dark Cloud Cover (乌云盖顶),79.63,23.4,208.65,7.49,223.63,33,6885
2026-06-22,CRCL,,Stock,9557982,Strong,Long,32.0%,XGB:0.17|LGB:0.18|LR:0.61|N:225|Base:0.29,"Inverted Hammer (倒锤子线), Doji (十字星), Inverted Hammer (倒锤子线)",35.5,-11.18,79.95,7.66,64.63,32,2558
2026-06-22,META,元宇宙(Facebook),Stock,15212440,Strong + Div,Long,36.9%,XGB:0.61|LGB:0.42|LR:0.39|N:302|Base:0.32,Doji (十字星),23.13,-6.47,563.85,19.89,524.07,12,6766
2026-06-18,IWM,罗素2000指数ETF,Index ETF,32132338,Strong + Div,Short,33.8%,XGB:0.13|LGB:0.22|LR:0.73|N:299|Base:0.27,"Doji (十字星), Doji (十字星), Doji (十字星)",85.6,94.48,295.59,6.03,307.65,41,12119
2026-06-18,QQQ,纳斯达克100指数ETF,Index ETF,49291407,Strong,Short,30.8%,XGB:0.27|LGB:0.23|LR:0.69|N:301|Base:0.23,Doji (十字星),94.03,89.63,740.62,15.79,772.2,15,11109
2026-06-18,AVGO,,Stock,39986213,Strong,Short,26.7%,XGB:0.11|LGB:0.09|LR:0.28|N:301|Base:0.32,Doji (十字星),90.37,12.37,411.35,21.08,453.51,11,4524
2026-06-18,GOOGL,谷歌,Stock,44359380,Strong,Short,30.6%,XGB:0.10|LGB:0.14|LR:0.45|N:301|Base:0.30,"Doji (十字星), Doji (十字星)",88.19,40.78,368.03,10.75,389.53,23,8464
2026-06-18,HOOD,罗宾汉,Stock,38958063,Strong,Short,37.3%,XGB:0.44|LGB:0.56|LR:0.42|N:301|Base:0.33,Doji (十字星),96.2,104.36,108.15,6.66,121.47,37,4001
2026-06-18,CRCL,,Stock,14705639,Strong,Long,32.3%,XGB:0.20|LGB:0.19|LR:0.61|N:224|Base:0.29,"Inverted Hammer (倒锤子线), Doji (十字星)",33.87,-10.75,80.23,7.8,64.63,32,2567
2026-06-18,META,元宇宙(Facebook),Stock,26843593,Strong,Long,35.1%,XGB:0.38|LGB:0.42|LR:0.49|N:301|Base:0.33,Doji (十字星),39.34,2.35,577.22,20.08,537.06,12,6926
2026-06-18,MSFT,微软,Stock,58466440,Strong,Long,29.6%,XGB:0.09|LGB:0.16|LR:0.38|N:301|Base:0.34,Doji (十字星),9.39,3.19,379.4,11.91,355.58,20,7588
2026-06-17,MU,美光科技,Stock,43963923,Strong,Short,25.0%,XGB:0.20|LGB:0.12|LR:0.16|N:300|Base:0.28,Bearish Engulfing (看跌吞没),80.06,88.16,1043.19,77.78,1198.75,3,3129
2026-06-17,CRCL,,Stock,9006131,Strong,Long,30.3%,XGB:0.28|LGB:0.30|LR:0.57|N:223|Base:0.29,Inverted Hammer (倒锤子线),25.09,-11.19,80.59,8.05,64.49,31,2498
2026-06-17,PLTR,帕兰提尔,Stock,31031308,Strong,Long,29.4%,XGB:0.11|LGB:0.13|LR:0.29|N:300|Base:0.35,"Hammer (锤子线), Inverted Hammer (倒锤子线)",27.69,3.78,130.63,6.4,117.83,39,5094
2026-06-16,IWM,罗素2000指数ETF,Index ETF,23345642,Strong,Short,33.2%,XGB:0.31|LGB:0.19|LR:0.64|N:297|Base:0.28,"Doji (十字星), Doji (十字星)",82.8,84.56,292.08,5.96,304.0,41,11975
2026-06-16,SPY,标普500指数ETF,Index ETF,61314537,Strong,Short,19.0%,XGB:0.20|LGB:0.31|LR:0.45|N:299|Base:0.15,"Doji (十字星), Doji (十字星)",84.95,82.1,750.33,9.64,769.61,25,18758
2026-06-16,HOOD,罗宾汉,Stock,31425516,Strong,Short,33.3%,XGB:0.28|LGB:0.35|LR:0.39|N:299|Base:0.33,Doji (十字星),89.23,96.68,96.71,6.11,108.93,40,3868
2026-06-16,MU,美光科技,Stock,43671087,Strong,Short,25.2%,XGB:0.23|LGB:0.11|LR:0.13|N:299|Base:0.28,Bearish Engulfing (看跌吞没),76.97,85.57,1020.76,77.64,1176.04,3,3062
2026-06-16,MSFT,微软,Stock,31182390,Strong,Long,30.7%,XGB:0.15|LGB:0.17|LR:0.40|N:299|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",19.6,8.77,393.83,11.87,370.09,21,8270
2026-06-16,PLTR,帕兰提尔,Stock,29119561,Strong,Long,32.2%,XGB:0.20|LGB:0.29|LR:0.27|N:299|Base:0.35,"Doji (十字星), Hammer (锤子线)",27.07,9.28,133.25,6.42,120.41,38,5063
2026-06-15,IWM,罗素2000指数ETF,Index ETF,23642851,Strong + Div,Short,36.0%,XGB:0.36|LGB:0.39|LR:0.73|N:296|Base:0.28,"Doji (十字星), Doji (十字星)",88.99,91.79,294.64,6.02,306.68,41,12080
2026-06-15,GOOGL,谷歌,Stock,27424864,Strong,Short,30.1%,XGB:0.13|LGB:0.10|LR:0.42|N:298|Base:0.30,Doji (十字星),83.34,42.11,369.35,10.86,391.07,23,8495
2026-06-15,HOOD,罗宾汉,Stock,36345695,Strong + Div,Short,33.7%,XGB:0.32|LGB:0.30|LR:0.47|N:298|Base:0.34,Doji (十字星),94.46,102.36,98.12,6.02,110.16,41,4022
2026-06-15,AVGO,,Stock,25453353,Strong,Long,42.3%,XGB:0.50|LGB:0.41|LR:0.65|N:298|Base:0.40,Doji (十字星),5.75,1.51,393.94,21.23,351.48,11,4333
2026-06-15,CRCL,,Stock,15341124,Strong,Long,31.5%,XGB:0.39|LGB:0.35|LR:0.46|N:221|Base:0.29,"Doji (十字星), Doji (十字星)",13.05,-7.72,83.37,8.41,66.55,29,2417
2026-06-15,CRWV,,Stock,21764134,Strong,Long,37.7%,XGB:0.53|LGB:0.53|LR:0.58|N:271|Base:0.32,"Doji (十字星), Inverted Hammer (倒锤子线)",36.88,19.44,106.71,8.7,89.31,28,2987
2026-06-15,META,元宇宙(Facebook),Stock,16432589,Strong,Long,44.4%,XGB:0.84|LGB:0.77|LR:0.54|N:298|Base:0.33,Doji (十字星),27.12,12.36,593.48,19.67,554.14,12,7121
2026-06-15,MSFT,微软,Stock,31889993,Strong,Long,35.7%,XGB:0.30|LGB:0.43|LR:0.47|N:298|Base:0.35,"Doji (十字星), Doji (十字星), Doji (十字星)",16.24,14.26,399.76,12.09,375.58,20,7995
2026-06-15,PLTR,帕兰提尔,Stock,37284115,Strong,Long,32.3%,XGB:0.16|LGB:0.32|LR:0.29|N:298|Base:0.35,Doji (十字星),14.18,12.35,134.71,6.52,121.67,38,5118
2026-06-12,IWM,罗素2000指数ETF,Index ETF,33943341,Strong + Div,Short,35.0%,XGB:0.28|LGB:0.28|LR:0.72|N:295|Base:0.28,Doji (十字星),79.55,92.82,292.95,6.11,305.17,40,11718
2026-06-12,HOOD,罗宾汉,Stock,32858478,Strong,Short,37.1%,XGB:0.40|LGB:0.51|LR:0.50|N:297|Base:0.34,Doji (十字星),86.99,93.66,93.19,5.89,104.97,42,3913
2026-06-12,COIN,Coinbase,Stock,6475902,Strong,Long,34.4%,XGB:0.43|LGB:0.46|LR:0.48|N:297|Base:0.30,"Doji (十字星), Doji (十字星)",37.86,4.11,159.78,11.61,136.56,21,3355
2026-06-12,CRWV,,Stock,35926473,Strong,Long,33.5%,XGB:0.40|LGB:0.27|LR:0.58|N:270|Base:0.32,"Doji (十字星), Doji (十字星), Inverted Hammer (倒锤子线)",8.34,18.34,100.55,8.74,83.07,28,2815
2026-06-12,META,元宇宙(Facebook),Stock,14304863,Strong + Div,Long,30.4%,XGB:0.20|LGB:0.23|LR:0.41|N:297|Base:0.32,Doji (十字星),-0.05,7.14,566.98,18.55,529.88,13,7370
2026-06-11,COIN,Coinbase,Stock,6879536,Strong,Long,39.6%,XGB:0.72|LGB:0.64|LR:0.50|N:296|Base:0.30,Doji (十字星),26.52,4.79,160.43,11.73,136.97,21,3369
2026-06-11,CRCL,,Stock,8712284,Strong,Long,32.1%,XGB:0.37|LGB:0.45|LR:0.49|N:219|Base:0.29,Doji (十字星),4.33,-0.87,82.63,8.59,65.45,29,2396
2026-06-11,CRWV,,Stock,21941606,Strong,Long,32.8%,XGB:0.28|LGB:0.36|LR:0.54|N:269|Base:0.32,Doji (十字星),-3.98,10.42,95.74,8.66,78.42,28,2680
2026-06-11,META,元宇宙(Facebook),Stock,16355426,Strong + Div,Long,30.4%,XGB:0.14|LGB:0.27|LR:0.44|N:296|Base:0.32,Doji (十字星),-3.89,7.97,568.43,18.81,530.81,13,7389
2026-06-11,MU,美光科技,Stock,56337333,Strong,Long,47.4%,XGB:0.61|LGB:0.44|LR:0.75|N:296|Base:0.44,"Hammer (锤子线), Inverted Hammer (倒锤子线)",31.97,84.49,995.87,75.28,845.31,3,2987
2026-06-10,COIN,Coinbase,Stock,6298618,Strong,Long,33.1%,XGB:0.43|LGB:0.32|LR:0.53|N:295|Base:0.30,Doji (十字星),13.75,-1.96,153.97,11.92,130.13,20,3079
2026-06-10,CRCL,,Stock,8279526,Strong + Div,Long,32.0%,XGB:0.36|LGB:0.43|LR:0.59|N:218|Base:0.29,Doji (十字星),-2.4,-5.51,78.93,8.84,61.25,28,2210
2026-06-10,CRWV,,Stock,16847472,Strong,Long,31.2%,XGB:0.21|LGB:0.27|LR:0.52|N:268|Base:0.32,Doji (十字星),-7.35,6.11,95.61,8.9,77.81,28,2677
2026-06-10,PLTR,帕兰提尔,Stock,29150613,Strong,Long,34.6%,XGB:0.34|LGB:0.34|LR:0.32|N:295|Base:0.35,Doji (十字星),-8.63,18.97,130.21,6.82,116.57,36,4687
2026-06-09,CRCL,,Stock,13245062,Strong,Long,33.5%,XGB:0.39|LGB:0.57|LR:0.59|N:217|Base:0.29,Doji (十字星),1.46,-2.79,81.1,9.1,62.9,27,2189
2026-06-09,CRWV,,Stock,24193797,Strong,Long,32.8%,XGB:0.25|LGB:0.37|LR:0.54|N:267|Base:0.32,Doji (十字星),-0.77,11.06,98.45,9.17,80.11,27,2658
2026-06-08,COIN,Coinbase,Stock,8817744,Strong,Long,35.8%,XGB:0.42|LGB:0.63|LR:0.44|N:293|Base:0.30,Doji (十字星),19.82,6.54,162.11,11.87,138.37,21,3404
2026-06-08,CRWV,,Stock,23333216,Strong,Long,41.6%,XGB:0.82|LGB:0.67|LR:0.56|N:266|Base:0.32,Doji (十字星),4.47,16.16,102.37,8.97,84.43,27,2763
2026-06-04,QQQ,纳斯达克100指数ETF,Index ETF,36871759,Strong,Short,16.9%,XGB:0.02|LGB:0.03|LR:0.14|N:291|Base:0.21,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",82.41,105.72,740.61,9.97,760.55,25,18515
2026-06-04,SOXL,半导体3倍做多ETF,Index ETF,57927507,Strong,Short,25.2%,XGB:0.08|LGB:0.11|LR:0.34|N:289|Base:0.29,Doji (十字星),89.16,97.17,262.7,24.69,312.08,10,2627
2026-06-04,AMD,超威半导体,Stock,28296824,Strong,Short,32.5%,XGB:0.28|LGB:0.41|LR:0.50|N:291|Base:0.31,Hanging Man (吊颈线),82.73,102.51,523.2,27.1,577.4,9,4708
2026-06-04,MU,美光科技,Stock,53659458,Strong,Short,30.9%,XGB:0.34|LGB:0.49|LR:0.18|N:291|Base:0.29,"Hanging Man (吊颈线), Doji (十字星)",85.55,95.67,996.0,60.68,1117.36,4,3984
2026-06-04,COIN,Coinbase,Stock,8312755,Strong,Long,31.1%,XGB:0.17|LGB:0.12|LR:0.46|N:291|Base:0.30,Doji (十字星),2.19,10.53,164.13,11.53,141.07,21,3446
2026-06-04,CRCL,,Stock,12120114,Strong + Div,Long,38.3%,XGB:0.80|LGB:0.69|LR:0.68|N:214|Base:0.29,Doji (十字星),8.99,19.37,90.54,9.26,72.02,26,2354
2026-06-03,IWM,罗素2000指数ETF,Index ETF,28654690,Strong,Short,28.9%,XGB:0.33|LGB:0.38|LR:0.43|N:288|Base:0.26,"Doji (十字星), Doji (十字星)",79.32,98.83,287.67,4.66,296.99,53,15246
2026-06-03,QQQ,纳斯达克100指数ETF,Index ETF,37748173,Strong,Short,18.1%,XGB:0.06|LGB:0.09|LR:0.14|N:290|Base:0.21,"Doji (十字星), Doji (十字星), Doji (十字星)",97.23,107.36,744.21,9.85,763.91,25,18605
2026-06-03,SOXL,半导体3倍做多ETF,Index ETF,45514604,Strong,Short,28.3%,XGB:0.24|LGB:0.32|LR:0.23|N:288|Base:0.29,Doji (十字星),102.88,103.14,280.54,22.59,325.72,11,3085
2026-06-03,AAPL,苹果,Stock,50459550,Strong,Short,25.8%,XGB:0.09|LGB:0.17|LR:0.42|N:290|Base:0.28,"Doji (十字星), Doji (十字星)",64.89,104.67,310.26,6.06,322.38,41,12720
2026-06-03,HOOD,罗宾汉,Stock,23782951,Strong,Short,37.7%,XGB:0.46|LGB:0.56|LR:0.32|N:290|Base:0.34,"Hanging Man (吊颈线), Doji (十字星)",66.19,76.63,82.85,5.17,93.19,48,3976
2026-06-03,MU,美光科技,Stock,39267880,Strong + Div,Short,31.3%,XGB:0.32|LGB:0.57|LR:0.15|N:290|Base:0.29,Doji (十字星),106.01,104.63,1079.57,57.05,1193.67,4,4318
2026-06-02,IWM,罗素2000指数ETF,Index ETF,16560279,Strong,Short,31.6%,XGB:0.41|LGB:0.47|LR:0.58|N:287|Base:0.26,Doji (十字星),99.49,106.01,291.66,4.65,300.96,53,15457
2026-06-02,QQQ,纳斯达克100指数ETF,Index ETF,28237099,Strong,Short,22.6%,XGB:0.23|LGB:0.35|LR:0.14|N:289|Base:0.21,Doji (十字星),104.12,109.25,746.16,10.02,766.2,24,17907
2026-06-02,SPY,标普500指数ETF,Index ETF,26951269,Strong + Div,Short,10.2%,XGB:0.02|LGB:0.02|LR:0.08|N:289|Base:0.13,"Doji (十字星), Doji (十字星)",104.34,109.28,759.57,6.55,772.67,38,28863
2026-06-02,AMD,超威半导体,Stock,22885826,Strong + Div,Short,41.8%,XGB:0.83|LGB:0.73|LR:0.54|N:289|Base:0.30,Hanging Man (吊颈线),98.44,106.56,521.54,25.98,573.5,9,4693
2026-06-02,HOOD,罗宾汉,Stock,26280303,Strong,Short,38.0%,XGB:0.47|LGB:0.58|LR:0.36|N:289|Base:0.34,"Hanging Man (吊颈线), Doji (十字星)",93.89,91.5,88.16,5.12,98.4,48,4231
2026-06-02,MU,美光科技,Stock,46275666,Strong + Div,Short,26.4%,XGB:0.13|LGB:0.26|LR:0.21|N:289|Base:0.29,Hanging Man (吊颈线),106.9,104.32,1064.1,57.54,1179.18,4,4256
2026-06-02,PLTR,帕兰提尔,Stock,42489927,Strong,Short,35.5%,XGB:0.26|LGB:0.39|LR:0.60|N:289|Base:0.35,Doji (十字星),80.23,83.43,152.17,6.86,165.89,36,5478
2026-06-01,IWM,罗素2000指数ETF,Index ETF,22465015,Strong,Short,28.4%,XGB:0.29|LGB:0.31|LR:0.52|N:286|Base:0.26,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",96.47,101.19,288.98,4.74,298.46,52,15026
2026-06-01,QQQ,纳斯达克100指数ETF,Index ETF,31432122,Strong + Div,Short,17.4%,XGB:0.04|LGB:0.04|LR:0.12|N:288|Base:0.22,Doji (十字星),101.11,108.03,742.74,10.24,763.22,24,17825
2026-06-01,SOXL,半导体3倍做多ETF,Index ETF,36693578,Strong + Div,Short,31.4%,XGB:0.47|LGB:0.37|LR:0.22|N:286|Base:0.29,Dark Cloud Cover (乌云盖顶),89.59,98.12,227.03,20.85,268.73,11,2497
2026-06-01,SPY,标普500指数ETF,Index ETF,38439176,Strong + Div,Short,10.4%,XGB:0.02|LGB:0.02|LR:0.10|N:288|Base:0.13,Doji (十字星),103.63,108.62,758.54,6.78,772.1,36,27307
2026-06-01,AMD,超威半导体,Stock,33164674,Strong,Short,39.6%,XGB:0.72|LGB:0.60|LR:0.58|N:288|Base:0.31,Hanging Man (吊颈线),95.88,103.71,510.13,26.35,562.83,9,4591
2026-06-01,HOOD,罗宾汉,Stock,42114393,Strong,Short,29.5%,XGB:0.14|LGB:0.15|LR:0.32|N:288|Base:0.34,Hanging Man (吊颈线),106.42,98.69,90.73,5.16,101.05,48,4355
2026-06-01,PLTR,帕兰提尔,Stock,56617353,Strong + Div,Short,39.5%,XGB:0.47|LGB:0.59|LR:0.58|N:288|Base:0.34,Doji (十字星),101.43,99.51,160.65,6.56,173.77,38,6104
2026-05-29,IWM,罗素2000指数ETF,Index ETF,26671903,Strong,Short,30.0%,XGB:0.21|LGB:0.53|LR:0.55|N:285|Base:0.26,"Doji (十字星), Doji (十字星), Doji (十字星)",106.28,104.89,290.43,4.77,299.97,52,15102
2026-05-29,QQQ,纳斯达克100指数ETF,Index ETF,38798317,Strong + Div,Short,17.2%,XGB:0.03|LGB:0.04|LR:0.11|N:287|Base:0.22,Doji (十字星),101.55,110.2,738.31,10.28,758.87,24,17719
2026-05-29,SOXL,半导体3倍做多ETF,Index ETF,36684245,Strong,Short,32.2%,XGB:0.51|LGB:0.40|LR:0.22|N:285|Base:0.29,Dark Cloud Cover (乌云盖顶),88.58,100.54,224.34,20.62,265.58,12,2692
2026-05-29,SPY,标普500指数ETF,Index ETF,54354194,Strong,Short,10.4%,XGB:0.03|LGB:0.01|LR:0.10|N:287|Base:0.13,Doji (十字星),104.82,110.55,756.48,6.87,770.22,36,27233
2026-05-29,AAPL,苹果,Stock,56454230,Strong,Short,39.5%,XGB:0.62|LGB:0.87|LR:0.52|N:287|Base:0.29,"Doji (十字星), Doji (十字星), Doji (十字星)",88.75,111.42,312.06,5.55,323.16,45,14042
2026-05-29,AMD,超威半导体,Stock,21772067,Strong,Short,35.1%,XGB:0.53|LGB:0.50|LR:0.39|N:287|Base:0.30,Hanging Man (吊颈线),100.49,106.66,516.1,26.01,568.12,9,4644
2026-05-29,AMZN,亚马逊,Stock,54582943,Strong,Short,32.1%,XGB:0.10|LGB:0.06|LR:0.48|N:287|Base:0.32,"Doji (十字星), Doji (十字星)",99.36,97.42,270.64,6.63,283.9,37,10013
2026-05-29,CRWV,,Stock,23126036,Strong,Short,29.5%,XGB:0.19|LGB:0.13|LR:0.45|N:260|Base:0.32,"Bearish Engulfing (看跌吞没), Hanging Man (吊颈线)",100.31,58.27,109.53,7.95,125.43,31,3395
2026-05-29,TSLA,特斯拉,Stock,44967971,Strong,Short,43.7%,XGB:0.72|LGB:0.76|LR:0.53|N:287|Base:0.34,"Doji (十字星), Hanging Man (吊颈线)",94.41,98.36,435.79,14.97,465.73,16,6972
2026-05-28,SOXL,半导体3倍做多ETF,Index ETF,46251182,Strong,Short,30.5%,XGB:0.37|LGB:0.31|LR:0.34|N:284|Base:0.29,Dark Cloud Cover (乌云盖顶),89.28,100.65,224.63,20.63,265.89,12,2695
2026-05-28,AAPL,苹果,Stock,44630908,Strong + Div,Short,39.0%,XGB:0.84|LGB:0.88|LR:0.56|N:286|Base:0.29,"Doji (十字星), Doji (十字星)",93.14,113.85,312.51,5.56,323.63,44,13750
2026-05-28,AMZN,亚马逊,Stock,38605367,Strong,Short,36.4%,XGB:0.17|LGB:0.11|LR:0.71|N:286|Base:0.32,Doji (十字星),110.36,100.74,274.0,6.75,287.5,37,10138
2026-05-28,MU,美光科技,Stock,48774823,Strong,Short,29.5%,XGB:0.33|LGB:0.31|LR:0.27|N:286|Base:0.29,Doji (十字星),98.4,99.24,923.52,55.86,1035.24,4,3694
2026-05-28,TSLA,特斯拉,Stock,32191161,Strong,Short,40.7%,XGB:0.68|LGB:0.57|LR:0.49|N:286|Base:0.34,Doji (十字星),95.47,102.59,442.1,15.06,472.22,16,7073
2026-05-27,IWM,罗素2000指数ETF,Index ETF,24193751,Strong,Short,38.9%,XGB:0.69|LGB:0.84|LR:0.64|N:283|Base:0.27,"Doji (十字星), Doji (十字星)",110.51,106.32,290.37,4.86,300.09,51,14808
