Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-03-25,AVGO,,Stock,19852634,Strong,Long,37.8%,XGB:0.36|LGB:0.39|LR:0.51|N:318|Base:0.37,"Piercing Line (刺透形态), Doji (十字星)",31.53,38.12,318.81,12.86,293.09,19,6057
2026-03-25,HOOD,罗宾汉,Stock,27320733,Strong,Long,39.1%,XGB:0.53|LGB:0.47|LR:0.40|N:318|Base:0.36,Inverted Hammer (倒锤子线),28.33,5.34,72.54,4.36,63.82,57,4134
2026-03-25,META,元宇宙(Facebook),Stock,12161179,Strong,Long,38.2%,XGB:0.59|LGB:0.51|LR:0.44|N:318|Base:0.32,Doji (十字星),9.13,-6.95,594.89,17.16,560.57,14,8328
2026-03-25,NVDA,英伟达,Stock,162047260,Strong,Long,47.8%,XGB:0.81|LGB:0.80|LR:0.63|N:318|Base:0.36,"Doji (十字星), Doji (十字星)",27.06,10.95,178.68,5.55,167.58,45,8040
2026-03-24,QQQ,纳斯达克100指数ETF,Index ETF,50831532,Strong,Long,27.7%,XGB:0.21|LGB:0.27|LR:0.56|N:317|Base:0.21,Doji (十字星),13.52,-6.04,583.98,10.2,563.58,24,14015
2026-03-24,SPY,标普500指数ETF,Index ETF,95310078,Strong,Long,22.6%,XGB:0.03|LGB:0.03|LR:0.75|N:317|Base:0.13,Doji (十字星),25.22,-7.26,653.18,9.71,633.76,25,16329
2026-03-24,AMZN,亚马逊,Stock,34266291,Strong,Long,38.9%,XGB:0.60|LGB:0.58|LR:0.55|N:317|Base:0.31,Doji (十字星),22.07,15.12,207.24,5.56,196.12,44,9118
2026-03-24,AVGO,,Stock,19731270,Strong,Long,39.2%,XGB:0.42|LGB:0.44|LR:0.53|N:317|Base:0.37,"Piercing Line (刺透形态), Doji (十字星)",24.8,37.42,318.29,13.27,291.75,18,5729
2026-03-24,NVDA,英伟达,Stock,142336713,Strong,Long,39.5%,XGB:0.24|LGB:0.28|LR:0.65|N:317|Base:0.36,Doji (十字星),9.33,0.78,175.2,5.51,164.18,45,7883
2026-03-23,QQQ,纳斯达克100指数ETF,Index ETF,85760937,Strong,Long,26.4%,XGB:0.13|LGB:0.11|LR:0.57|N:316|Base:0.22,"Doji (十字星), Doji (十字星)",13.94,-0.66,588.0,10.52,566.96,23,13524
2026-03-23,SPY,标普500指数ETF,Index ETF,125203779,Strong,Long,22.6%,XGB:0.10|LGB:0.12|LR:0.69|N:316|Base:0.13,"Doji (十字星), Doji (十字星)",18.56,-4.04,655.38,9.9,635.58,25,16384
2026-03-23,AAPL,苹果,Stock,37465587,Strong,Long,32.4%,XGB:0.31|LGB:0.40|LR:0.58|N:316|Base:0.29,"Doji (十字星), Doji (十字星)",24.94,6.25,251.49,5.59,240.31,44,11065
2026-03-23,AVGO,,Stock,27165250,Strong,Long,38.1%,XGB:0.35|LGB:0.36|LR:0.62|N:316|Base:0.37,Piercing Line (刺透形态),17.1,43.1,322.51,13.56,295.39,18,5805
2026-03-23,META,元宇宙(Facebook),Stock,13258580,Strong,Long,36.7%,XGB:0.46|LGB:0.48|LR:0.47|N:316|Base:0.33,Doji (十字星),9.91,-2.4,604.06,18.01,568.04,13,7852
2026-03-23,MSFT,微软,Stock,28357488,Strong,Long,31.3%,XGB:0.37|LGB:0.34|LR:0.27|N:316|Base:0.30,Doji (十字星),-6.13,0.37,383.0,8.5,366.0,29,11107
2026-03-20,AAPL,苹果,Stock,87981315,Strong + Div,Long,39.6%,XGB:0.65|LGB:0.65|LR:0.65|N:315|Base:0.30,"Doji (十字星), Doji (十字星)",7.59,9.96,247.99,5.51,236.97,45,11159
2026-03-19,CRCL,,Stock,19382371,Strong,Short,29.6%,XGB:0.04|LGB:0.05|LR:0.39|N:164|Base:0.30,Hanging Man (吊颈线),78.56,110.99,128.33,8.35,145.03,29,3721
2026-03-19,IWM,罗素2000指数ETF,Index ETF,58572670,Strong,Long,23.2%,XGB:0.05|LGB:0.11|LR:0.28|N:314|Base:0.27,Piercing Line (刺透形态),25.32,-5.02,247.63,5.57,236.49,44,10895
2026-03-19,SPY,标普500指数ETF,Index ETF,110067392,Strong + Div,Long,24.3%,XGB:0.13|LGB:0.09|LR:0.80|N:314|Base:0.13,Doji (十字星),6.62,-12.15,659.8,9.16,641.48,27,17814
2026-03-19,AAPL,苹果,Stock,34568663,Strong + Div,Long,34.4%,XGB:0.44|LGB:0.42|LR:0.61|N:314|Base:0.30,Doji (十字星),8.11,11.97,248.96,5.69,237.58,43,10705
2026-03-19,HOOD,罗宾汉,Stock,21440117,Strong,Long,39.7%,XGB:0.57|LGB:0.55|LR:0.29|N:314|Base:0.35,Doji (十字星),19.86,8.56,74.16,4.43,65.3,56,4152
2026-03-19,MSFT,微软,Stock,24689447,Strong,Long,25.3%,XGB:0.07|LGB:0.11|LR:0.23|N:314|Base:0.31,Doji (十字星),-9.08,8.7,389.02,8.72,371.58,28,10892
2026-03-19,NVDA,英伟达,Stock,168466737,Strong,Long,39.2%,XGB:0.45|LGB:0.49|LR:0.53|N:314|Base:0.36,Doji (十字星),24.05,19.46,178.56,5.69,167.18,43,7678
2026-03-18,AAPL,苹果,Stock,34652568,Strong + Div,Long,33.9%,XGB:0.42|LGB:0.39|LR:0.60|N:313|Base:0.30,Doji (十字星),11.99,14.01,249.94,5.78,238.38,43,10747
2026-03-18,HOOD,罗宾汉,Stock,21842423,Strong,Long,39.8%,XGB:0.84|LGB:0.85|LR:0.29|N:313|Base:0.35,Doji (十字星),18.62,9.92,74.9,4.5,65.9,55,4119
2026-03-18,META,元宇宙(Facebook),Stock,11622275,Strong,Long,39.9%,XGB:0.74|LGB:0.84|LR:0.43|N:313|Base:0.33,Doji (十字星),3.18,2.38,615.68,18.52,578.64,13,8003
2026-03-17,IWM,罗素2000指数ETF,Index ETF,40245262,Strong,Long,28.3%,XGB:0.22|LGB:0.37|LR:0.33|N:312|Base:0.28,"Doji (十字星), Doji (十字星), Doji (十字星)",24.85,-2.53,250.05,5.51,239.03,45,11252
2026-03-17,HOOD,罗宾汉,Stock,20131531,Strong,Long,38.0%,XGB:0.45|LGB:0.54|LR:0.25|N:312|Base:0.36,Doji (十字星),19.07,14.43,77.35,4.66,68.03,53,4099
2026-03-16,IWM,罗素2000指数ETF,Index ETF,46739134,Strong,Long,25.1%,XGB:0.15|LGB:0.15|LR:0.33|N:311|Base:0.28,"Doji (十字星), Doji (十字星)",13.36,-5.76,248.92,5.72,237.48,43,10703
2026-03-16,AAPL,苹果,Stock,30091880,Strong,Long,40.9%,XGB:0.66|LGB:0.79|LR:0.57|N:311|Base:0.30,Doji (十字星),9.86,19.98,252.82,5.98,240.86,41,10365
2026-03-16,AMZN,亚马逊,Stock,42137043,Strong,Long,33.1%,XGB:0.22|LGB:0.45|LR:0.55|N:311|Base:0.31,Doji (十字星),24.18,23.25,211.74,5.92,199.9,42,8893
2026-03-16,HOOD,罗宾汉,Stock,22641027,Strong,Long,35.5%,XGB:0.48|LGB:0.63|LR:0.23|N:311|Base:0.35,Doji (十字星),4.41,10.67,75.31,4.83,65.65,51,3840
2026-03-16,META,元宇宙(Facebook),Stock,14353381,Strong,Long,36.6%,XGB:0.39|LGB:0.51|LR:0.48|N:311|Base:0.33,Doji (十字星),10.55,8.73,627.45,19.67,588.11,12,7529
2026-03-16,TSLA,特斯拉,Stock,57799658,Strong,Long,33.7%,XGB:0.19|LGB:0.34|LR:0.49|N:311|Base:0.35,Doji (十字星),35.8,10.27,395.56,13.85,367.86,18,7120
2026-03-13,CRCL,,Stock,11292077,Strong,Short,32.3%,XGB:0.28|LGB:0.58|LR:0.31|N:160|Base:0.31,"Bearish Engulfing (看跌吞没), Shooting Star (射击之星)",72.66,106.69,115.38,7.49,130.36,33,3807
2026-03-13,IWM,罗素2000指数ETF,Index ETF,53403271,Strong + Div,Long,26.9%,XGB:0.19|LGB:0.25|LR:0.36|N:310|Base:0.28,"Bullish Engulfing (看涨吞没), Doji (十字星)",8.09,-5.14,246.59,5.78,235.03,43,10603
2026-03-12,CRCL,,Stock,12117582,Strong,Short,29.6%,XGB:0.21|LGB:0.27|LR:0.23|N:159|Base:0.31,"Bearish Engulfing (看跌吞没), Shooting Star (射击之星)",77.07,105.42,114.18,7.6,129.38,32,3653
2026-03-12,IWM,罗素2000指数ETF,Index ETF,61523204,Strong + Div,Long,26.4%,XGB:0.22|LGB:0.14|LR:0.41|N:309|Base:0.28,"Bullish Engulfing (看涨吞没), Doji (十字星)",19.12,-2.8,247.41,5.84,235.73,42,10391
2026-03-12,SPY,标普500指数ETF,Index ETF,107906562,Strong + Div,Long,25.4%,XGB:0.22|LGB:0.43|LR:0.72|N:309|Base:0.14,"Bullish Engulfing (看涨吞没), Doji (十字星)",21.75,-5.45,666.06,9.41,647.24,26,17317
2026-03-11,CRCL,,Stock,19135761,Strong,Short,27.8%,XGB:0.08|LGB:0.12|LR:0.19|N:158|Base:0.31,Bearish Engulfing (看跌吞没),81.3,103.97,112.81,7.83,128.47,31,3497
2026-03-11,IWM,罗素2000指数ETF,Index ETF,48718424,Strong,Long,26.5%,XGB:0.20|LGB:0.15|LR:0.44|N:308|Base:0.28,"Doji (十字星), Bullish Engulfing (看涨吞没), Doji (十字星), Doji (十字星)",37.12,12.76,252.85,5.8,241.25,43,10872
2026-03-10,IWM,罗素2000指数ETF,Index ETF,55691412,Strong,Long,26.7%,XGB:0.23|LGB:0.12|LR:0.46|N:307|Base:0.28,"Doji (十字星), Bullish Engulfing (看涨吞没), Doji (十字星)",31.06,14.22,253.36,5.96,241.44,41,10387
2026-03-10,SOXL,半导体3倍做多ETF,Index ETF,103643453,Strong,Long,38.8%,XGB:0.43|LGB:0.33|LR:0.60|N:307|Base:0.37,"Hammer (锤子线), Bullish Engulfing (看涨吞没)",27.07,16.66,54.59,6.14,42.31,40,2183
2026-03-10,AAPL,苹果,Stock,26403306,Strong,Long,32.6%,XGB:0.11|LGB:0.18|LR:0.54|N:307|Base:0.30,"Doji (十字星), Doji (十字星), Bullish Engulfing (看涨吞没)",21.42,47.27,260.83,6.31,248.21,39,10172
2026-03-10,CRWV,,Stock,15180127,Strong,Long,29.3%,XGB:0.24|LGB:0.22|LR:0.44|N:204|Base:0.30,"Doji (十字星), Doji (十字星)",4.25,-2.13,74.92,7.54,59.84,33,2472
2026-03-09,IWM,罗素2000指数ETF,Index ETF,65138799,Strong,Long,30.3%,XGB:0.20|LGB:0.13|LR:0.49|N:306|Base:0.28,"Doji (十字星), Bullish Engulfing (看涨吞没)",22.51,14.96,253.62,6.01,241.6,41,10398
2026-03-09,SOXL,半导体3倍做多ETF,Index ETF,113362337,Strong,Long,36.4%,XGB:0.07|LGB:0.09|LR:0.52|N:306|Base:0.37,"Hammer (锤子线), Bullish Engulfing (看涨吞没)",11.95,13.11,53.32,6.27,40.78,39,2079
2026-03-09,AMD,超威半导体,Stock,38678483,Strong,Long,35.7%,XGB:0.31|LGB:0.34|LR:0.51|N:306|Base:0.36,"Doji (十字星), Inverted Hammer (倒锤子线), Inverted Hammer (倒锤子线), Bullish Engulfing (看涨吞没)",39.97,3.26,202.68,10.91,180.86,22,4458
2026-03-09,CRWV,,Stock,21487395,Strong,Long,34.0%,XGB:0.59|LGB:0.41|LR:0.48|N:203|Base:0.30,"Hammer (锤子线), Doji (十字星)",-0.4,-3.03,74.41,7.95,58.51,31,2306
2026-03-09,NVDA,英伟达,Stock,176552775,Strong,Long,39.6%,XGB:0.46|LGB:0.53|LR:0.51|N:306|Base:0.36,Bullish Engulfing (看涨吞没),21.9,30.26,182.65,6.45,169.75,38,6940
2026-03-06,CRCL,,Stock,16147263,Strong,Short,32.8%,XGB:0.41|LGB:0.34|LR:0.45|N:155|Base:0.32,"Doji (十字星), Shooting Star (射击之星)",90.66,94.91,101.91,7.14,116.19,35,3566
2026-03-06,IWM,罗素2000指数ETF,Index ETF,62809559,Strong,Long,37.5%,XGB:0.59|LGB:0.67|LR:0.57|N:305|Base:0.28,Doji (十字星),6.1,14.54,250.89,5.69,239.51,43,10788
2026-03-06,AMD,超威半导体,Stock,33121910,Strong,Long,38.5%,XGB:0.54|LGB:0.37|LR:0.47|N:305|Base:0.36,"Doji (十字星), Inverted Hammer (倒锤子线)",20.26,-4.78,192.43,10.68,171.07,23,4425
2026-03-06,CRWV,,Stock,24994650,Strong + Div,Long,35.9%,XGB:0.71|LGB:0.53|LR:0.45|N:202|Base:0.30,"Hammer (锤子线), Doji (十字星)",-2.89,4.89,72.99,8.27,56.45,30,2189
2026-03-06,GOOGL,谷歌,Stock,25386636,Strong,Long,32.8%,XGB:0.16|LGB:0.16|LR:0.44|N:305|Base:0.37,Doji (十字星),9.69,-4.92,298.52,8.36,281.8,29,8657
2026-03-05,CRCL,,Stock,20902200,Strong + Div,Short,30.5%,XGB:0.20|LGB:0.45|LR:0.03|N:154|Base:0.31,Doji (十字星),98.94,99.86,105.74,7.22,120.18,34,3595
2026-03-05,AMD,超威半导体,Stock,34772443,Strong,Long,39.3%,XGB:0.48|LGB:0.50|LR:0.45|N:304|Base:0.36,"Doji (十字星), Doji (十字星), Inverted Hammer (倒锤子线)",37.54,2.16,199.45,10.81,177.83,23,4587
2026-03-05,CRWV,,Stock,22667500,Strong,Long,33.9%,XGB:0.47|LGB:0.50|LR:0.47|N:201|Base:0.30,Hammer (锤子线),1.72,8.12,74.82,8.44,57.94,29,2169
2026-03-05,GOOGL,谷歌,Stock,35513981,Strong + Div,Long,32.5%,XGB:0.17|LGB:0.11|LR:0.44|N:304|Base:0.37,"Doji (十字星), Doji (十字星)",14.39,-2.92,300.88,8.56,283.76,29,8725
2026-03-04,AMD,超威半导体,Stock,40110276,Strong,Long,42.5%,XGB:0.59|LGB:0.64|LR:0.53|N:303|Base:0.36,"Doji (十字星), Doji (十字星)",33.77,4.75,202.07,10.95,180.17,22,4445
2026-03-04,CRWV,,Stock,25322800,Strong,Long,39.9%,XGB:0.82|LGB:0.82|LR:0.60|N:200|Base:0.30,Hammer (锤子线),5.36,16.38,79.5,8.61,62.28,29,2305
2026-03-03,AMD,超威半导体,Stock,36191094,Strong + Div,Long,39.8%,XGB:0.46|LGB:0.55|LR:0.51|N:302|Base:0.36,Doji (十字星),12.89,-6.24,190.95,10.83,169.29,23,4391
2026-03-03,CRWV,,Stock,24549400,Strong,Long,34.8%,XGB:0.59|LGB:0.51|LR:0.46|N:199|Base:0.30,Hammer (锤子线),-5.66,6.28,73.78,8.74,56.3,28,2065
2026-02-26,SOXL,半导体3倍做多ETF,Index ETF,97787941,Strong,Short,36.5%,XGB:0.51|LGB:0.40|LR:0.54|N:299|Base:0.32,Doji (十字星),62.26,78.93,65.34,5.66,76.66,44,2874
2026-02-26,MU,美光科技,Stock,35433455,Strong,Short,33.4%,XGB:0.40|LGB:0.37|LR:0.53|N:299|Base:0.30,"Doji (十字星), Doji (十字星)",62.1,76.32,415.56,24.36,464.28,10,4155
2026-02-25,GOOGL,谷歌,Stock,29963621,Strong,Short,39.3%,XGB:0.60|LGB:0.60|LR:0.46|N:298|Base:0.33,Doji (十字星),81.24,14.97,312.9,8.87,330.64,28,8761
2026-02-25,MU,美光科技,Stock,27296338,Strong + Div,Short,35.4%,XGB:0.54|LGB:0.46|LR:0.46|N:298|Base:0.30,"Doji (十字星), Doji (十字星)",80.5,82.22,429.0,23.77,476.54,10,4290
2026-02-25,NVDA,英伟达,Stock,250637102,Strong,Short,31.1%,XGB:0.10|LGB:0.21|LR:0.46|N:298|Base:0.30,Doji (十字星),97.04,94.27,195.56,5.88,207.32,42,8213
2026-02-24,COIN,Coinbase,Stock,10442922,Strong,Short,40.3%,XGB:0.62|LGB:0.42|LR:0.66|N:297|Base:0.35,Shooting Star (射击之星),75.24,22.46,162.03,12.15,186.33,20,3240
2026-02-24,MU,美光科技,Stock,33389161,Strong,Short,33.3%,XGB:0.41|LGB:0.38|LR:0.49|N:297|Base:0.30,Doji (十字星),74.11,77.39,418.01,24.15,466.31,10,4180
2026-02-24,NVDA,英伟达,Stock,175123602,Strong,Short,29.0%,XGB:0.26|LGB:0.20|LR:0.37|N:297|Base:0.30,"Doji (十字星), Doji (十字星)",95.58,94.88,192.85,5.96,204.77,41,7906
2026-02-24,HOOD,罗宾汉,Stock,23571757,Strong,Long,32.7%,XGB:0.21|LGB:0.26|LR:0.25|N:297|Base:0.36,Piercing Line (刺透形态),31.42,2.53,73.39,5.6,62.19,44,3229
2026-02-24,PLTR,帕兰提尔,Stock,47121438,Strong + Div,Long,35.0%,XGB:0.32|LGB:0.36|LR:0.44|N:297|Base:0.35,"Hammer (锤子线), Doji (十字星)",23.49,-6.05,128.84,7.73,113.38,32,4122
2026-02-24,TSLA,特斯拉,Stock,58579482,Strong,Long,32.0%,XGB:0.19|LGB:0.23|LR:0.40|N:297|Base:0.35,Bullish Engulfing (看涨吞没),21.44,14.99,409.38,14.85,379.68,16,6550
2026-02-23,COIN,Coinbase,Stock,12685504,Strong,Short,36.0%,XGB:0.37|LGB:0.34|LR:0.54|N:296|Base:0.35,Shooting Star (射击之星),83.46,21.34,160.24,12.35,184.94,20,3204
2026-02-23,MU,美光科技,Stock,25426639,Strong,Short,39.0%,XGB:0.72|LGB:0.60|LR:0.46|N:296|Base:0.30,Doji (十字星),88.73,78.69,420.97,24.08,469.13,10,4209
2026-02-23,NVDA,英伟达,Stock,171584839,Strong + Div,Short,29.8%,XGB:0.25|LGB:0.27|LR:0.37|N:296|Base:0.30,Doji (十字星),84.93,90.57,191.55,5.93,203.41,42,8045
2026-02-23,AAPL,苹果,Stock,37308155,Strong,Long,32.8%,XGB:0.21|LGB:0.19|LR:0.51|N:296|Base:0.31,"Doji (十字星), Bullish Engulfing (看涨吞没)",32.61,64.68,266.18,6.48,253.22,38,10114
2026-02-23,AMD,超威半导体,Stock,28187909,Strong + Div,Long,36.8%,XGB:0.20|LGB:0.14|LR:0.53|N:296|Base:0.36,"Doji (十字星), Doji (十字星)",11.7,-1.22,196.6,11.19,174.22,22,4325
2026-02-20,SOXL,半导体3倍做多ETF,Index ETF,81017925,Strong,Short,34.0%,XGB:0.43|LGB:0.34|LR:0.42|N:295|Base:0.32,Shooting Star (射击之星),70.21,82.16,67.11,5.63,78.37,44,2952
2026-02-20,AAPL,苹果,Stock,42070499,Strong,Long,32.2%,XGB:0.12|LGB:0.21|LR:0.50|N:295|Base:0.31,"Doji (十字星), Bullish Engulfing (看涨吞没)",20.28,57.71,264.58,6.51,251.56,38,10054
2026-02-20,HOOD,罗宾汉,Stock,30283907,Strong,Long,36.5%,XGB:0.40|LGB:0.37|LR:0.33|N:295|Base:0.36,Inverted Hammer (倒锤子线),32.92,3.48,76.11,5.75,64.61,43,3272
2026-02-20,MSFT,微软,Stock,34015249,Strong,Long,25.5%,XGB:0.11|LGB:0.11|LR:0.04|N:295|Base:0.31,"Doji (十字星), Doji (十字星), Doji (十字星)",10.17,1.57,397.23,11.0,375.23,22,8739
2026-02-19,SOXL,半导体3倍做多ETF,Index ETF,68827490,Strong,Short,36.3%,XGB:0.52|LGB:0.45|LR:0.41|N:294|Base:0.32,"Bearish Engulfing (看跌吞没), Hanging Man (吊颈线), Shooting Star (射击之星)",72.11,77.28,65.23,5.7,76.63,43,2804
2026-02-19,CRWV,,Stock,10807600,Strong + Div,Short,32.0%,XGB:0.38|LGB:0.34|LR:0.28|N:191|Base:0.31,Hanging Man (吊颈线),92.39,68.08,97.14,8.37,113.88,29,2817
2026-02-19,MU,美光科技,Stock,21651264,Strong,Short,38.9%,XGB:0.70|LGB:0.64|LR:0.44|N:294|Base:0.30,Shooting Star (射击之星),79.07,75.84,417.35,25.39,468.13,9,3756
2026-02-19,AMD,超威半导体,Stock,25842274,Strong,Long,38.3%,XGB:0.22|LGB:0.25|LR:0.56|N:294|Base:0.36,Doji (十字星),36.19,12.1,203.37,12.0,179.37,20,4067
2026-02-19,GOOGL,谷歌,Stock,25834395,Strong,Long,29.7%,XGB:0.05|LGB:0.06|LR:0.23|N:294|Base:0.37,"Doji (十字星), Doji (十字星), Doji (十字星)",10.71,-0.18,302.85,9.11,284.63,27,8176
2026-02-19,MSFT,微软,Stock,28234001,Strong,Long,27.4%,XGB:0.22|LGB:0.17|LR:0.05|N:294|Base:0.31,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",18.43,2.55,398.46,11.46,375.54,21,8367
2026-02-18,SOXL,半导体3倍做多ETF,Index ETF,69348988,Strong,Short,28.9%,XGB:0.13|LGB:0.18|LR:0.39|N:293|Base:0.32,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没), Shooting Star (射击之星)",82.25,80.03,66.29,5.89,78.07,42,2784
2026-02-18,CRWV,,Stock,17481800,Strong,Short,37.0%,XGB:0.74|LGB:0.54|LR:0.42|N:190|Base:0.32,"Doji (十字星), Hanging Man (吊颈线)",88.44,65.09,95.45,8.64,112.73,28,2672
2026-02-18,AAPL,苹果,Stock,34203337,Strong,Long,32.3%,XGB:0.14|LGB:0.16|LR:0.51|N:293|Base:0.31,Doji (十字星),12.83,57.23,264.35,6.66,251.03,37,9780
2026-02-18,AMZN,亚马逊,Stock,51003299,Strong,Long,32.4%,XGB:0.33|LGB:0.40|LR:0.28|N:293|Base:0.31,"Doji (十字星), Bullish Engulfing (看涨吞没)",18.27,2.7,204.79,7.06,190.67,35,7167
2026-02-18,GOOGL,谷歌,Stock,28482075,Strong,Long,30.2%,XGB:0.05|LGB:0.05|LR:0.30|N:293|Base:0.38,"Doji (十字星), Doji (十字星)",4.63,0.53,303.33,9.39,284.55,26,7886
2026-02-18,HOOD,罗宾汉,Stock,25655440,Strong,Long,32.6%,XGB:0.20|LGB:0.17|LR:0.41|N:293|Base:0.36,Doji (十字星),27.98,2.19,75.21,6.22,62.77,40,3008
2026-02-18,MSFT,微软,Stock,23223417,Strong,Long,28.5%,XGB:0.39|LGB:0.43|LR:0.07|N:293|Base:0.31,"Doji (十字星), Doji (十字星), Doji (十字星)",21.62,3.46,399.6,11.75,376.1,21,8391
2026-02-18,PLTR,帕兰提尔,Stock,59677079,Strong,Long,40.8%,XGB:0.53|LGB:0.61|LR:0.52|N:293|Base:0.35,Doji (十字星),39.71,-2.98,135.38,8.47,118.44,29,3926
2026-02-17,SOXL,半导体3倍做多ETF,Index ETF,79420360,Strong,Short,32.2%,XGB:0.28|LGB:0.34|LR:0.37|N:292|Base:0.32,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没), Hanging Man (吊颈线)",77.52,75.0,64.35,6.0,76.35,41,2638
2026-02-17,CRWV,,Stock,17482200,Strong,Short,35.9%,XGB:0.45|LGB:0.64|LR:0.47|N:189|Base:0.32,"Doji (十字星), Hanging Man (吊颈线)",85.55,57.23,91.0,8.56,108.12,29,2639
2026-02-17,QQQ,纳斯达克100指数ETF,Index ETF,69013763,Strong,Long,32.7%,XGB:0.46|LGB:0.70|LR:0.60|N:292|Base:0.23,"Doji (十字星), Doji (十字星)",24.45,4.05,601.3,10.41,580.48,24,14431
2026-02-17,AMD,超威半导体,Stock,33712081,Strong,Long,38.3%,XGB:0.41|LGB:0.38|LR:0.57|N:292|Base:0.37,Doji (十字星),38.26,11.8,203.08,12.8,177.48,19,3858
2026-02-17,AMZN,亚马逊,Stock,69879200,Strong,Long,34.0%,XGB:0.27|LGB:0.65|LR:0.26|N:292|Base:0.31,"Doji (十字星), Bullish Engulfing (看涨吞没)",0.46,-2.65,201.15,7.16,186.83,34,6839
2026-02-17,GOOGL,谷歌,Stock,39247556,Strong + Div,Long,31.6%,XGB:0.08|LGB:0.10|LR:0.37|N:292|Base:0.38,Doji (十字星),-5.5,-1.4,302.02,9.8,282.42,25,7550
2026-02-17,HOOD,罗宾汉,Stock,31818504,Strong,Long,34.8%,XGB:0.24|LGB:0.29|LR:0.47|N:292|Base:0.36,Doji (十字星),26.93,2.52,75.44,6.38,62.68,39,2942
2026-02-17,MSFT,微软,Stock,32078794,Strong,Long,28.4%,XGB:0.40|LGB:0.38|LR:0.07|N:292|Base:0.32,Doji (十字星),20.09,1.27,396.86,12.17,372.52,20,7937
2026-02-13,QQQ,纳斯达克100指数ETF,Index ETF,69237547,Strong,Long,33.0%,XGB:0.56|LGB:0.63|LR:0.59|N:291|Base:0.23,Doji (十字星),17.96,14.93,601.92,10.4,581.12,24,14446
2026-02-13,AMZN,亚马逊,Stock,66321593,Strong,Long,36.3%,XGB:0.44|LGB:0.64|LR:0.35|N:291|Base:0.31,Doji (十字星),-7.01,6.78,198.79,7.27,184.25,34,6758
2026-02-13,HOOD,罗宾汉,Stock,43506942,Strong,Long,38.7%,XGB:0.43|LGB:0.41|LR:0.57|N:291|Base:0.36,Doji (十字星),22.52,2.25,75.97,6.57,62.83,38,2886
2026-02-13,MSFT,微软,Stock,34091553,Strong,Long,29.8%,XGB:0.26|LGB:0.32|LR:0.09|N:291|Base:0.32,"Doji (十字星), Doji (十字星)",30.53,6.72,401.32,12.59,376.14,19,7625
2026-02-12,SOXL,半导体3倍做多ETF,Index ETF,90896096,Strong,Short,33.6%,XGB:0.40|LGB:0.34|LR:0.36|N:290|Base:0.32,"Hanging Man (吊颈线), Bearish Engulfing (看跌吞没)",79.82,74.59,63.1,6.06,75.22,41,2587
2026-02-11,SOXL,半导体3倍做多ETF,Index ETF,89724221,Strong,Short,31.5%,XGB:0.28|LGB:0.26|LR:0.34|N:289|Base:0.33,Hanging Man (吊颈线),88.7,85.2,68.05,5.9,79.85,42,2858
2026-02-11,AAPL,苹果,Stock,51931283,Strong,Short,34.4%,XGB:0.22|LGB:0.16|LR:0.53|N:289|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星)",79.47,90.1,275.5,5.83,287.16,42,11571
2026-02-11,AMZN,亚马逊,Stock,65545455,Strong,Long,32.7%,XGB:0.36|LGB:0.29|LR:0.49|N:289|Base:0.31,Doji (十字星),-2.08,10.53,204.08,7.61,188.86,32,6530
2026-02-10,AAPL,苹果,Stock,34376898,Strong,Short,34.6%,XGB:0.23|LGB:0.14|LR:0.54|N:288|Base:0.33,"Doji (十字星), Doji (十字星)",78.87,86.33,273.68,5.77,285.22,43,11768
2026-02-10,AMZN,亚马逊,Stock,67175031,Strong + Div,Long,33.0%,XGB:0.32|LGB:0.33|LR:0.54|N:288|Base:0.32,"Doji (十字星), Inverted Hammer (倒锤子线)",1.53,15.14,206.96,7.73,191.5,32,6622
2026-02-10,MSFT,微软,Stock,44857850,Strong,Long,33.3%,XGB:0.33|LGB:0.48|LR:0.24|N:288|Base:0.32,"Doji (十字星), Doji (十字星)",31.87,16.26,413.27,13.18,386.91,18,7438
2026-02-10,PLTR,帕兰提尔,Stock,56061308,Strong,Long,44.7%,XGB:0.64|LGB:0.81|LR:0.62|N:288|Base:0.35,Doji (十字星),35.01,-0.1,139.51,8.85,121.81,28,3906
2026-02-09,AAPL,苹果,Stock,44623396,Strong,Short,32.8%,XGB:0.29|LGB:0.27|LR:0.53|N:287|Base:0.33,"Doji (十字星), Doji (十字星)",87.62,88.28,274.62,6.03,286.68,41,11259
2026-02-09,AMZN,亚马逊,Stock,91178443,Strong + Div,Long,35.3%,XGB:0.29|LGB:0.16|LR:0.61|N:287|Base:0.32,Doji (十字星),1.94,17.95,208.72,7.84,193.04,31,6470
2026-02-09,MSFT,微软,Stock,45480526,Strong,Long,37.4%,XGB:0.69|LGB:0.91|LR:0.34|N:287|Base:0.32,"Doji (十字星), Doji (十字星)",9.12,16.52,413.6,13.35,386.9,18,7444
