Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-04-17,CRWV,,Stock,23669147,Strong,Short,28.1%,XGB:0.11|LGB:0.25|LR:0.16|N:231|Base:0.31,Hanging Man (吊颈线),96.03,98.38,116.85,7.42,131.69,33.0,3856.0
2026-04-16,CRWV,,Stock,28826632,Strong + Div,Short,28.9%,XGB:0.20|LGB:0.20|LR:0.23|N:230|Base:0.31,Hanging Man (吊颈线),102.94,102.21,119.56,7.63,134.82,32.0,3825.0
2026-04-15,CRWV,,Stock,42867755,Strong + Div,Short,29.8%,XGB:0.24|LGB:0.19|LR:0.33|N:229|Base:0.31,Hanging Man (吊颈线),104.81,101.95,118.69,7.66,134.01,32.0,3798.0
2026-02-19,CRWV,,Stock,10807600,Strong + Div,Short,32.0%,XGB:0.38|LGB:0.34|LR:0.28|N:191|Base:0.31,Hanging Man (吊颈线),92.39,68.08,97.14,8.37,113.88,29.0,2817.0
2026-02-18,CRWV,,Stock,17481800,Strong,Short,37.0%,XGB:0.74|LGB:0.54|LR:0.42|N:190|Base:0.32,"Doji (十字星), Hanging Man (吊颈线)",88.44,65.09,95.45,8.64,112.73,28.0,2672.0
2026-02-17,CRWV,,Stock,17482200,Strong,Short,35.9%,XGB:0.45|LGB:0.64|LR:0.47|N:189|Base:0.32,"Doji (十字星), Hanging Man (吊颈线)",85.55,57.23,91.0,8.56,108.12,29.0,2639.0
2026-01-28,CRWV,,Stock,36455600,Strong,Short,28.3%,XGB:0.11|LGB:0.11|LR:0.29|N:176|Base:0.31,Dark Cloud Cover (乌云盖顶),72.0,100.02,106.02,8.5,123.02,29.0,3074.0
2026-01-22,CRWV,,Stock,19946400,Strong,Short,30.9%,XGB:0.07|LGB:0.05|LR:0.39|N:172|Base:0.32,"Doji (十字星), Doji (十字星), Hanging Man (吊颈线)",62.59,88.69,91.79,7.12,106.03,35.0,3212.0
2026-01-21,CRWV,,Stock,29676600,Strong,Short,31.7%,XGB:0.34|LGB:0.18|LR:0.46|N:171|Base:0.32,"Doji (十字星), Doji (十字星), Hanging Man (吊颈线)",74.9,93.18,94.05,7.06,108.17,35.0,3291.0
2026-01-20,CRWV,,Stock,26822500,Strong,Short,28.8%,XGB:0.09|LGB:0.10|LR:0.37|N:170|Base:0.32,"Doji (十字星), Doji (十字星)",86.35,95.5,95.22,6.93,109.08,36.0,3427.0
2026-06-18,GOOGL,谷歌,Stock,44359380,Strong,Short,30.7%,XGB:0.07|LGB:0.13|LR:0.42|N:310|Base:0.31,"Doji (十字星), Doji (十字星)",88.19,40.78,368.03,10.75,389.53,23.0,8464.0
2026-06-15,GOOGL,谷歌,Stock,27424864,Strong,Short,27.5%,XGB:0.11|LGB:0.13|LR:0.39|N:307|Base:0.31,Doji (十字星),83.34,42.11,369.35,10.86,391.07,23.0,8495.0
2026-05-15,GOOGL,谷歌,Stock,20175668,Strong,Short,37.7%,XGB:0.53|LGB:0.64|LR:0.66|N:287|Base:0.30,Doji (十字星),70.61,116.53,396.78,9.7,416.18,25.0,9919.0
2026-05-12,GOOGL,谷歌,Stock,25550827,Strong,Short,39.3%,XGB:0.65|LGB:0.65|LR:0.67|N:284|Base:0.30,"Doji (十字星), Doji (十字星)",62.45,111.85,387.35,9.39,406.13,26.0,10071.0
2026-05-11,GOOGL,谷歌,Stock,30604818,Strong,Short,35.3%,XGB:0.52|LGB:0.48|LR:0.62|N:283|Base:0.29,"Doji (十字星), Doji (十字星)",83.87,112.62,388.64,9.66,407.96,25.0,9716.0
2026-05-07,GOOGL,谷歌,Stock,22403998,Strong,Short,28.1%,XGB:0.15|LGB:0.28|LR:0.40|N:281|Base:0.29,Doji (十字星),98.66,121.97,397.99,9.75,417.49,25.0,9949.0
2026-05-05,GOOGL,谷歌,Stock,23462299,Strong + Div,Short,27.6%,XGB:0.17|LGB:0.18|LR:0.41|N:279|Base:0.29,Doji (十字星),95.05,120.42,388.43,9.82,408.07,25.0,9710.0
2026-05-04,GOOGL,谷歌,Stock,26096271,Strong,Short,29.9%,XGB:0.22|LGB:0.24|LR:0.47|N:302|Base:0.31,Doji (十字星),96.0,120.46,383.25,9.84,402.93,25.0,9581.0
2026-04-29,GOOGL,谷歌,Stock,29676925,Strong,Short,29.5%,XGB:0.20|LGB:0.22|LR:0.41|N:299|Base:0.31,"Doji (十字星), Doji (十字星)",77.59,117.87,349.94,8.21,366.36,30.0,10498.0
2026-04-28,GOOGL,谷歌,Stock,27244680,Strong,Short,29.3%,XGB:0.16|LGB:0.23|LR:0.43|N:298|Base:0.31,Doji (十字星),85.88,120.04,349.78,7.95,365.68,31.0,10843.0
2026-04-23,GOOGL,谷歌,Stock,18458741,Strong,Short,32.3%,XGB:0.15|LGB:0.13|LR:0.48|N:295|Base:0.32,"Doji (十字星), Doji (十字星)",83.47,113.95,338.89,7.74,354.37,32.0,10844.0
2026-04-22,GOOGL,谷歌,Stock,19260580,Strong,Short,30.7%,XGB:0.26|LGB:0.20|LR:0.50|N:294|Base:0.32,Doji (十字星),80.44,114.42,339.32,7.89,355.1,31.0,10518.0
2026-02-25,GOOGL,谷歌,Stock,29963621,Strong,Short,39.8%,XGB:0.71|LGB:0.61|LR:0.45|N:318|Base:0.31,Doji (十字星),81.24,14.97,312.9,8.87,330.64,28.0,8761.0
2026-02-03,GOOGL,谷歌,Stock,36506709,Strong,Short,32.1%,XGB:0.28|LGB:0.45|LR:0.43|N:303|Base:0.30,"Doji (十字星), Doji (十字星), Dark Cloud Cover (乌云盖顶)",75.45,84.07,339.71,8.37,356.45,29.0,9851.0
2026-01-30,GOOGL,谷歌,Stock,31023954,Strong,Short,31.3%,XGB:0.33|LGB:0.32|LR:0.41|N:301|Base:0.30,"Doji (十字星), Doji (十字星)",91.01,85.61,338.0,8.05,354.1,31.0,10478.0
2026-01-29,GOOGL,谷歌,Stock,39785612,Strong,Short,33.2%,XGB:0.43|LGB:0.37|LR:0.43|N:300|Base:0.30,Doji (十字星),92.18,86.03,338.25,8.08,354.41,30.0,10147.0
2026-01-28,GOOGL,谷歌,Stock,27434434,Strong + Div,Short,34.6%,XGB:0.51|LGB:0.41|LR:0.44|N:299|Base:0.30,"Doji (十字星), Doji (十字星)",90.44,84.98,336.01,7.49,350.99,33.0,11088.0
2026-01-16,GOOGL,谷歌,Stock,40341637,Strong,Short,29.7%,XGB:0.06|LGB:0.06|LR:0.45|N:292|Base:0.30,"Doji (十字星), Doji (十字星), Bearish Engulfing (看跌吞没)",67.93,86.19,330.0,7.44,344.88,33.0,10890.0
2026-01-15,GOOGL,谷歌,Stock,28442406,Strong,Short,30.4%,XGB:0.13|LGB:0.12|LR:0.45|N:291|Base:0.30,"Doji (十字星), Doji (十字星), Bearish Engulfing (看跌吞没)",80.93,89.66,332.78,7.48,347.74,33.0,10981.0
2026-01-14,GOOGL,谷歌,Stock,28525571,Strong,Short,31.0%,XGB:0.28|LGB:0.36|LR:0.40|N:290|Base:0.30,"Doji (十字星), Doji (十字星)",91.31,93.48,335.84,7.52,350.88,33.0,11082.0
2026-01-13,GOOGL,谷歌,Stock,33517607,Strong + Div,Short,28.0%,XGB:0.14|LGB:0.23|LR:0.38|N:289|Base:0.30,Doji (十字星),92.96,93.64,335.97,7.64,351.25,32.0,10751.0
2026-01-09,GOOGL,谷歌,Stock,26214166,Strong + Div,Short,33.4%,XGB:0.41|LGB:0.43|LR:0.42|N:287|Base:0.30,Doji (十字星),85.2,88.58,328.57,7.45,343.47,33.0,10842.0
2026-01-05,GOOGL,谷歌,Stock,30195597,Strong + Div + AI_Bear,Short,53.0%,XGB:0.42|LGB:0.62|LR:0.57|HMM:0,Shooting Star (射击之星),69.81,75.06,316.54,6.14,328.82,40.0,12661.0
2026-01-02,GOOGL,谷歌,Stock,32009385,Strong + Div,Short,27.9%,XGB:0.12|LGB:0.19|LR:0.36|N:282|Base:0.31,"Doji (十字星), Doji (十字星)",78.74,72.99,315.15,7.22,329.59,34.0,10715.0
2025-12-31,GOOGL,谷歌,Stock,16377689,Strong,Short,27.7%,XGB:0.13|LGB:0.15|LR:0.36|N:281|Base:0.31,"Doji (十字星), Doji (十字星), Doji (十字星)",94.73,70.11,313.0,6.84,326.68,36.0,11268.0
2026-07-10,HOOD,罗宾汉,Stock,25645970,Strong,Short,33.3%,XGB:0.36|LGB:0.25|LR:0.39|N:324|Base:0.34,Bearish Engulfing (看跌吞没),74.2,90.53,111.97,6.89,125.75,36.0,4030.0
2026-07-09,HOOD,罗宾汉,Stock,18646564,Strong,Short,31.4%,XGB:0.20|LGB:0.21|LR:0.46|N:323|Base:0.34,Doji (十字星),88.18,95.75,115.11,6.61,128.33,37.0,4259.0
2026-07-08,HOOD,罗宾汉,Stock,18238841,Strong,Short,32.4%,XGB:0.32|LGB:0.19|LR:0.42|N:322|Base:0.34,Doji (十字星),85.78,93.12,113.53,6.65,126.83,37.0,4200.0
2026-07-07,HOOD,罗宾汉,Stock,21708467,Strong,Short,31.5%,XGB:0.22|LGB:0.23|LR:0.39|N:321|Base:0.34,Doji (十字星),87.78,92.08,112.9,6.76,126.42,36.0,4064.0
2026-07-06,HOOD,罗宾汉,Stock,25392022,Strong + Div,Short,31.9%,XGB:0.21|LGB:0.26|LR:0.45|N:320|Base:0.33,Doji (十字星),92.81,99.79,117.55,6.87,131.29,36.0,4231.0
2026-06-23,HOOD,罗宾汉,Stock,40410126,Strong,Short,32.2%,XGB:0.27|LGB:0.23|LR:0.37|N:312|Base:0.34,Doji (十字星),75.44,95.94,103.25,6.58,116.41,37.0,3820.0
2026-06-22,HOOD,罗宾汉,Stock,31164214,Strong,Short,30.3%,XGB:0.15|LGB:0.21|LR:0.36|N:311|Base:0.34,Doji (十字星),89.23,100.43,105.71,6.7,119.11,37.0,3911.0
2026-06-18,HOOD,罗宾汉,Stock,38958063,Strong,Short,38.7%,XGB:0.51|LGB:0.55|LR:0.44|N:310|Base:0.34,Doji (十字星),96.2,104.36,108.15,6.66,121.47,37.0,4001.0
2026-06-16,HOOD,罗宾汉,Stock,31425516,Strong,Short,37.8%,XGB:0.35|LGB:0.62|LR:0.43|N:308|Base:0.34,Doji (十字星),89.23,96.68,96.71,6.11,108.93,40.0,3868.0
2026-06-15,HOOD,罗宾汉,Stock,36345695,Strong + Div,Short,33.1%,XGB:0.33|LGB:0.18|LR:0.49|N:307|Base:0.34,Doji (十字星),94.46,102.36,98.12,6.02,110.16,41.0,4022.0
2026-06-12,HOOD,罗宾汉,Stock,32858478,Strong,Short,37.7%,XGB:0.47|LGB:0.43|LR:0.52|N:306|Base:0.34,Doji (十字星),86.99,93.66,93.19,5.89,104.97,42.0,3913.0
2026-06-03,HOOD,罗宾汉,Stock,23782951,Strong,Short,38.2%,XGB:0.43|LGB:0.57|LR:0.38|N:299|Base:0.35,"Hanging Man (吊颈线), Doji (十字星)",66.19,76.63,82.85,5.17,93.19,48.0,3976.0
2026-06-02,HOOD,罗宾汉,Stock,26280303,Strong,Short,39.5%,XGB:0.49|LGB:0.63|LR:0.41|N:298|Base:0.35,"Hanging Man (吊颈线), Doji (十字星)",93.89,91.5,88.16,5.12,98.4,48.0,4231.0
2026-06-01,HOOD,罗宾汉,Stock,42114393,Strong,Short,30.4%,XGB:0.12|LGB:0.19|LR:0.37|N:297|Base:0.34,Hanging Man (吊颈线),106.42,98.69,90.73,5.16,101.05,48.0,4355.0
2026-05-13,HOOD,罗宾汉,Stock,14707103,Strong,Short,43.5%,XGB:0.71|LGB:0.71|LR:0.56|N:285|Base:0.35,"Hanging Man (吊颈线), Hanging Man (吊颈线), Doji (十字星)",67.09,53.12,76.75,4.3,85.35,58.0,4451.0
2026-05-12,HOOD,罗宾汉,Stock,16951506,Strong,Short,44.1%,XGB:0.75|LGB:0.75|LR:0.57|N:284|Base:0.35,Hanging Man (吊颈线),90.9,57.09,78.27,4.4,87.07,56.0,4383.0
2026-04-23,HOOD,罗宾汉,Stock,33248860,Strong,Short,33.8%,XGB:0.29|LGB:0.35|LR:0.40|N:295|Base:0.34,Doji (十字星),68.49,86.4,83.54,4.88,93.3,51.0,4260.0
2026-04-22,HOOD,罗宾汉,Stock,27222944,Strong,Short,38.0%,XGB:0.51|LGB:0.53|LR:0.42|N:294|Base:0.34,Doji (十字星),85.2,99.16,88.43,4.74,97.91,52.0,4598.0
2026-04-21,HOOD,罗宾汉,Stock,36343998,Strong,Short,31.6%,XGB:0.25|LGB:0.21|LR:0.35|N:293|Base:0.34,Doji (十字星),88.17,93.94,86.43,4.82,96.07,51.0,4407.0
2026-04-20,HOOD,罗宾汉,Stock,35233333,Strong + Div,Short,30.2%,XGB:0.15|LGB:0.18|LR:0.37|N:292|Base:0.34,Doji (十字星),104.77,106.58,91.28,4.79,100.86,52.0,4746.0
2026-07-20,META,元宇宙(Facebook),Stock,9924164,Strong,Short,42.7%,XGB:0.54|LGB:0.62|LR:0.33|N:330|Base:0.38,Doji (十字星),62.67,86.48,645.85,25.69,697.23,9.0,5812.0
2026-07-17,META,元宇宙(Facebook),Stock,20966389,Strong,Short,41.3%,XGB:0.62|LGB:0.72|LR:0.35|N:329|Base:0.39,"Doji (十字星), Doji (十字星)",72.16,83.43,646.01,26.33,698.67,9.0,5814.0
2026-07-16,META,元宇宙(Facebook),Stock,15736700,Strong,Short,32.5%,XGB:0.16|LGB:0.12|LR:0.36|N:328|Base:0.38,Doji (十字星),91.04,93.31,664.54,25.39,715.32,9.0,5980.0
2026-07-14,META,元宇宙(Facebook),Stock,13244016,Strong,Short,39.7%,XGB:0.49|LGB:0.39|LR:0.40|N:326|Base:0.38,Doji (十字星),95.36,95.29,661.04,25.39,711.82,9.0,5949.0
2026-07-13,META,元宇宙(Facebook),Stock,18010409,Strong,Short,35.0%,XGB:0.29|LGB:0.16|LR:0.47|N:325|Base:0.38,Doji (十字星),101.03,92.86,656.73,26.0,708.73,9.0,5910.0
2026-05-14,META,元宇宙(Facebook),Stock,10031286,Strong,Short,42.9%,XGB:0.56|LGB:0.57|LR:0.54|N:286|Base:0.38,Doji (十字星),86.5,63.79,618.43,17.44,653.31,14.0,8658.0
2026-04-22,META,元宇宙(Facebook),Stock,9144787,Strong,Short,35.8%,XGB:0.33|LGB:0.25|LR:0.24|N:294|Base:0.39,"Doji (十字星), Doji (十字星)",70.23,108.28,674.72,18.62,711.96,13.0,8771.0
2026-04-21,META,元宇宙(Facebook),Stock,8588077,Strong,Short,36.2%,XGB:0.34|LGB:0.24|LR:0.29|N:293|Base:0.39,"Doji (十字星), Doji (十字星)",72.55,105.61,668.84,19.32,707.48,12.0,8026.0
2026-04-20,META,元宇宙(Facebook),Stock,12357266,Strong,Short,36.4%,XGB:0.37|LGB:0.25|LR:0.27|N:292|Base:0.39,Doji (十字星),90.54,106.55,670.91,20.12,711.15,12.0,8050.0
2026-04-16,META,元宇宙(Facebook),Stock,8876437,Strong + Div,Short,42.2%,XGB:0.61|LGB:0.50|LR:0.33|N:290|Base:0.39,Doji (十字星),108.02,94.95,676.87,20.37,717.61,12.0,8122.0
2026-04-15,META,元宇宙(Facebook),Stock,14845156,Strong + Div,Short,42.5%,XGB:0.58|LGB:0.51|LR:0.42|N:289|Base:0.39,Doji (十字星),107.58,92.35,671.58,21.19,713.96,11.0,7387.0
2026-02-03,META,元宇宙(Facebook),Stock,13760663,Strong,Short,33.7%,XGB:0.31|LGB:0.31|LR:0.40|N:303|Base:0.34,Doji (十字星),65.6,75.59,691.7,21.77,735.24,11.0,7608.0
2026-02-02,META,元宇宙(Facebook),Stock,14365224,Strong,Short,32.2%,XGB:0.27|LGB:0.21|LR:0.43|N:302|Base:0.34,Doji (十字星),87.55,83.53,706.41,21.09,748.59,11.0,7770.0
2026-01-30,META,元宇宙(Facebook),Stock,23744573,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Doji (十字星),101.29,77.48,716.5,25.02,766.54,9.0,6448.0
2026-01-29,META,元宇宙(Facebook),Stock,59852903,Strong + Div,Short,35.5%,XGB:0.31|LGB:0.11|LR:0.54|N:300|Base:0.34,Doji (十字星),114.83,89.26,738.31,21.09,780.49,11.0,8121.0
2026-01-28,META,元宇宙(Facebook),Stock,25709600,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Doji (十字星),114.1,62.71,668.73,17.35,703.43,14.0,9362.0
2026-01-27,META,元宇宙(Facebook),Stock,13297350,Strong,Short,44.0%,XGB:0.42|LGB:0.36|LR:0.64|HMM:0,Doji (十字星),119.29,65.68,672.97,18.23,709.43,13.0,8748.0
2026-05-21,MSFT,微软,Stock,31024851,Strong,Short,36.8%,XGB:0.23|LGB:0.36|LR:0.61|N:291|Base:0.33,Dark Cloud Cover (乌云盖顶),64.04,98.84,419.09,11.23,441.55,22.0,9219.0
2026-05-19,MSFT,微软,Stock,31526042,Strong,Short,35.0%,XGB:0.40|LGB:0.36|LR:0.51|N:289|Base:0.33,Dark Cloud Cover (乌云盖顶),67.69,97.16,417.42,11.32,440.06,22.0,9183.0
2026-04-29,MSFT,微软,Stock,31217392,Strong,Short,27.5%,XGB:0.10|LGB:0.15|LR:0.12|N:299|Base:0.33,"Doji (十字星), Doji (十字星)",61.24,111.19,424.46,10.18,444.82,24.0,10187.0
2026-04-27,MSFT,微软,Stock,30769467,Strong,Short,28.9%,XGB:0.21|LGB:0.14|LR:0.14|N:297|Base:0.33,Doji (十字星),75.76,111.55,424.82,10.45,445.72,23.0,9770.0
2026-04-23,MSFT,微软,Stock,37996014,Strong,Short,30.8%,XGB:0.17|LGB:0.28|LR:0.26|N:295|Base:0.34,"Doji (十字星), Doji (十字星)",81.96,92.36,415.75,10.58,436.91,23.0,9562.0
2026-04-21,MSFT,微软,Stock,31779522,Strong + Div,Short,26.3%,XGB:0.03|LGB:0.06|LR:0.16|N:293|Base:0.33,Doji (十字星),91.8,102.69,424.16,9.73,443.62,25.0,10604.0
2026-04-20,MSFT,微软,Stock,27240190,Strong,Short,27.8%,XGB:0.05|LGB:0.09|LR:0.31|N:292|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",91.03,96.4,418.07,9.71,437.49,25.0,10451.0
2026-04-16,MSFT,微软,Stock,41060589,Strong,Short,31.9%,XGB:0.05|LGB:0.03|LR:0.41|N:290|Base:0.34,Doji (十字星),112.33,83.8,420.26,9.81,439.88,25.0,10506.0
2026-01-28,MSFT,微软,Stock,36875403,Strong + AI_Bear,Short,50.2%,XGB:0.10|LGB:0.12|LR:0.67|HMM:1,Hanging Man (吊颈线),117.47,73.56,481.63,10.59,502.81,23.0,11077.0
2026-06-23,MU,美光科技,Stock,58149691,Strong,Short,26.0%,XGB:0.18|LGB:0.15|LR:0.20|N:312|Base:0.29,"Bearish Engulfing (看跌吞没), Hanging Man (吊颈线)",74.25,84.01,1051.77,86.44,1224.65,2.0,2103.0
2026-06-22,MU,美光科技,Stock,47957880,Strong,Short,25.4%,XGB:0.11|LGB:0.16|LR:0.23|N:311|Base:0.29,Hanging Man (吊颈线),107.99,101.13,1211.38,79.79,1370.96,3.0,3634.0
2026-06-17,MU,美光科技,Stock,43963923,Strong,Short,24.7%,XGB:0.17|LGB:0.08|LR:0.13|N:309|Base:0.29,Bearish Engulfing (看跌吞没),80.06,88.16,1043.19,77.78,1198.75,3.0,3129.0
2026-06-16,MU,美光科技,Stock,43671087,Strong,Short,25.1%,XGB:0.14|LGB:0.15|LR:0.10|N:308|Base:0.30,Bearish Engulfing (看跌吞没),76.97,85.57,1020.76,77.64,1176.04,3.0,3062.0
2026-06-04,MU,美光科技,Stock,53659458,Strong,Short,31.1%,XGB:0.33|LGB:0.44|LR:0.16|N:300|Base:0.30,"Hanging Man (吊颈线), Doji (十字星)",85.55,95.67,996.0,60.68,1117.36,4.0,3984.0
2026-06-03,MU,美光科技,Stock,39267880,Strong + Div,Short,28.9%,XGB:0.37|LGB:0.56|LR:0.13|N:299|Base:0.30,Doji (十字星),106.01,104.63,1079.57,57.05,1193.67,4.0,4318.0
2026-06-02,MU,美光科技,Stock,46275666,Strong + Div,Short,28.4%,XGB:0.13|LGB:0.39|LR:0.18|N:298|Base:0.30,Hanging Man (吊颈线),106.9,104.32,1064.1,57.54,1179.18,4.0,4256.0
2026-05-28,MU,美光科技,Stock,48774823,Strong,Short,29.4%,XGB:0.25|LGB:0.33|LR:0.21|N:295|Base:0.30,Doji (十字星),98.4,99.24,923.52,55.86,1035.24,4.0,3694.0
2026-05-15,MU,美光科技,Stock,47938161,Strong,Short,36.0%,XGB:0.53|LGB:0.53|LR:0.38|N:287|Base:0.31,"Doji (十字星), Hanging Man (吊颈线), Hanging Man (吊颈线), Shooting Star (射击之星), Shooting Star (射击之星)",61.43,99.46,724.66,45.47,815.6,5.0,3623.0
2026-05-14,MU,美光科技,Stock,42112651,Strong,Short,33.5%,XGB:0.33|LGB:0.55|LR:0.29|N:286|Base:0.31,"Doji (十字星), Hanging Man (吊颈线), Hanging Man (吊颈线), Shooting Star (射击之星)",86.15,107.34,776.01,44.58,865.17,5.0,3880.0
2026-05-13,MU,美光科技,Stock,53733828,Strong + Div,Short,29.2%,XGB:0.15|LGB:0.35|LR:0.27|N:285|Base:0.31,"Doji (十字星), Hanging Man (吊颈线)",92.6,111.57,803.63,45.21,894.05,5.0,4018.0
2026-05-12,MU,美光科技,Stock,71288236,Strong,Short,30.6%,XGB:0.18|LGB:0.44|LR:0.28|N:284|Base:0.31,"Doji (十字星), Hanging Man (吊颈线)",87.64,105.89,766.58,44.97,856.52,5.0,3832.0
2026-05-11,MU,美光科技,Stock,69115976,Strong + Div,Short,30.0%,XGB:0.41|LGB:0.19|LR:0.24|N:283|Base:0.30,Doji (十字星),95.78,110.3,795.33,41.61,878.55,6.0,4771.0
2026-05-07,MU,美光科技,Stock,46040165,Strong,Short,30.8%,XGB:0.29|LGB:0.38|LR:0.24|N:281|Base:0.31,"Hanging Man (吊颈线), Doji (十字星)",88.91,105.32,646.63,34.56,715.75,7.0,4526.0
2026-05-06,MU,美光科技,Stock,55656720,Strong,Short,29.1%,XGB:0.18|LGB:0.25|LR:0.38|N:280|Base:0.31,Hanging Man (吊颈线),100.45,112.72,666.59,33.55,733.69,7.0,4666.0
2026-04-30,MU,美光科技,Stock,34986078,Strong,Short,29.1%,XGB:0.23|LGB:0.22|LR:0.37|N:300|Base:0.31,Doji (十字星),81.35,102.43,517.16,27.63,572.42,9.0,4654.0
2026-04-29,MU,美光科技,Stock,35354365,Strong,Short,31.5%,XGB:0.21|LGB:0.40|LR:0.45|N:299|Base:0.31,Doji (十字星),82.77,104.23,518.46,27.22,572.9,9.0,4666.0
2026-04-28,MU,美光科技,Stock,43805215,Strong,Short,33.2%,XGB:0.36|LGB:0.43|LR:0.41|N:298|Base:0.31,"Doji (十字星), Doji (十字星)",78.3,99.22,504.29,27.26,558.81,9.0,4538.0
2026-04-24,MU,美光科技,Stock,35248923,Strong + Div,Short,34.1%,XGB:0.37|LGB:0.47|LR:0.47|N:296|Base:0.31,Doji (十字星),87.55,95.92,496.72,25.94,548.6,9.0,4470.0
2026-04-23,MU,美光科技,Stock,37680357,Strong,Short,33.6%,XGB:0.37|LGB:0.43|LR:0.45|N:295|Base:0.31,Doji (十字星),85.7,94.92,481.72,25.99,533.7,9.0,4335.0
2026-04-21,MU,美光科技,Stock,26878179,Strong,Short,30.5%,XGB:0.27|LGB:0.25|LR:0.47|N:293|Base:0.31,"Doji (十字星), Hanging Man (吊颈线), Doji (十字星)",68.4,89.32,449.38,25.06,499.5,9.0,4044.0
2026-04-20,MU,美光科技,Stock,31749115,Strong,Short,36.5%,XGB:0.52|LGB:0.52|LR:0.50|N:292|Base:0.31,"Doji (十字星), Hanging Man (吊颈线)",75.97,88.85,448.42,25.72,499.86,9.0,4035.0
2026-02-26,MU,美光科技,Stock,35433455,Strong,Short,35.6%,XGB:0.44|LGB:0.52|LR:0.53|N:319|Base:0.30,"Doji (十字星), Doji (十字星)",62.1,76.32,415.56,24.36,464.28,10.0,4155.0
2026-02-25,MU,美光科技,Stock,27296338,Strong + Div,Short,33.8%,XGB:0.49|LGB:0.36|LR:0.48|N:318|Base:0.30,"Doji (十字星), Doji (十字星)",80.5,82.22,429.0,23.77,476.54,10.0,4290.0
2026-02-24,MU,美光科技,Stock,33389161,Strong,Short,35.7%,XGB:0.52|LGB:0.49|LR:0.50|N:317|Base:0.30,Doji (十字星),74.11,77.39,418.01,24.15,466.31,10.0,4180.0
2026-02-23,MU,美光科技,Stock,25426639,Strong,Short,38.1%,XGB:0.62|LGB:0.61|LR:0.47|N:316|Base:0.30,Doji (十字星),88.73,78.69,420.97,24.08,469.13,10.0,4209.0
2026-02-19,MU,美光科技,Stock,21651264,Strong,Short,37.7%,XGB:0.63|LGB:0.58|LR:0.45|N:314|Base:0.30,Shooting Star (射击之星),79.07,75.84,417.35,25.39,468.13,9.0,3756.0
2026-01-30,MU,美光科技,Stock,51022881,Strong,Short,26.8%,XGB:0.18|LGB:0.26|LR:0.15|N:301|Base:0.29,Hanging Man (吊颈线),67.15,89.43,414.88,21.89,458.66,11.0,4563.0
2026-01-29,MU,美光科技,Stock,42675710,Strong + Div,Short,27.2%,XGB:0.16|LGB:0.26|LR:0.23|N:300|Base:0.29,Hanging Man (吊颈线),94.23,99.84,435.79,19.85,475.49,12.0,5229.0
2026-01-27,MU,美光科技,Stock,36212062,Strong + Div,Short,33.1%,XGB:0.41|LGB:0.54|LR:0.24|N:298|Base:0.30,Doji (十字星),88.09,100.47,410.24,18.58,447.4,13.0,5333.0
2026-01-26,MU,美光科技,Stock,29193925,Strong,Short,30.1%,XGB:0.23|LGB:0.45|LR:0.22|N:297|Base:0.30,"Doji (十字星), Doji (十字星)",78.64,93.43,389.09,17.91,424.91,13.0,5058.0
2026-01-23,MU,美光科技,Stock,35404198,Strong + Div,Short,24.1%,XGB:0.05|LGB:0.09|LR:0.20|N:296|Base:0.29,Doji (十字星),91.96,100.73,399.65,18.1,435.85,13.0,5195.0
2026-01-22,MU,美光科技,Stock,39607596,Strong,Short,26.4%,XGB:0.15|LGB:0.20|LR:0.21|N:295|Base:0.29,Doji (十字星),98.21,105.61,397.58,17.83,433.24,14.0,5566.0
2026-01-20,MU,美光科技,Stock,49744908,Strong + Div,Short,29.3%,XGB:0.34|LGB:0.28|LR:0.19|N:293|Base:0.30,Doji (十字星),73.78,98.08,365.0,16.7,398.4,14.0,5110.0
2026-01-15,MU,美光科技,Stock,25370230,Strong,Short,30.9%,XGB:0.37|LGB:0.38|LR:0.17|N:291|Base:0.30,"Bearish Engulfing (看跌吞没), Doji (十字星)",62.15,99.35,336.63,15.45,367.53,16.0,5386.0
2026-01-14,MU,美光科技,Stock,20277196,Strong,Short,32.5%,XGB:0.68|LGB:0.72|LR:0.19|N:290|Base:0.30,"Bearish Engulfing (看跌吞没), Doji (十字星)",71.51,97.74,333.35,15.53,364.41,16.0,5333.0
2026-01-13,MU,美光科技,Stock,23881339,Strong,Short,33.7%,XGB:0.37|LGB:0.60|LR:0.25|N:289|Base:0.30,"Doji (十字星), Bearish Engulfing (看跌吞没)",85.98,100.08,338.13,15.89,369.91,15.0,5071.0
2026-01-12,MU,美光科技,Stock,23152588,Strong + Div,Short,34.2%,XGB:0.39|LGB:0.57|LR:0.34|N:288|Base:0.30,Doji (十字星),95.85,105.21,345.87,15.88,377.63,15.0,5188.0
2026-01-09,MU,美光科技,Stock,33387505,Strong + Div,Short,39.2%,XGB:0.65|LGB:0.73|LR:0.44|N:287|Base:0.30,Doji (十字星),90.95,105.23,345.09,16.39,377.87,15.0,5176.0
