Date (日期),Ticker (股票代码),Name (名称),Type (类型),Volume (成交量),Signal Strength,Direction (方向),ML_Prob,ML_Detail,Pattern (形态),Daily_J,Weekly_J,Price,ATR,Stop_Loss (止损),Suggested_Shares (建议股数),Position_Size (建议仓位$)
2026-05-29,SPY,标普500指数ETF,Index ETF,54354194,Strong,Short,11.8%,XGB:0.02|LGB:0.03|LR:0.08|N:296|Base:0.15,Doji (十字星),104.82,110.55,756.48,6.87,770.22,36.0,27233.0
2026-05-14,SPY,标普500指数ETF,Index ETF,44783639,Strong + Div,Short,13.1%,XGB:0.04|LGB:0.07|LR:0.12|N:286|Base:0.15,Doji (十字星),97.71,118.74,748.17,7.51,763.19,33.0,24689.0
2026-05-13,SPY,标普500指数ETF,Index ETF,37500556,Strong + Div,Short,13.1%,XGB:0.03|LGB:0.07|LR:0.12|N:285|Base:0.15,Doji (十字星),96.44,118.54,742.31,7.53,757.37,33.0,24496.0
2026-05-12,SPY,标普500指数ETF,Index ETF,52768657,Strong,Short,13.3%,XGB:0.07|LGB:0.05|LR:0.12|N:284|Base:0.15,"Doji (十字星), Doji (十字星)",95.82,117.83,738.18,7.46,753.1,33.0,24359.0
2026-05-11,SPY,标普500指数ETF,Index ETF,42681326,Strong,Short,15.0%,XGB:0.11|LGB:0.16|LR:0.13|N:283|Base:0.16,Doji (十字星),98.56,118.61,739.3,7.46,754.22,33.0,24396.0
2026-05-08,SPY,标普500指数ETF,Index ETF,46071534,Strong + Div,Short,15.1%,XGB:0.15|LGB:0.11|LR:0.16|N:282|Base:0.16,Doji (十字星),96.96,120.55,737.62,7.71,753.04,32.0,23603.0
2026-05-07,SPY,标普500指数ETF,Index ETF,44907923,Strong,Short,13.5%,XGB:0.04|LGB:0.07|LR:0.16|N:281|Base:0.16,"Doji (十字星), Doji (十字星)",88.57,117.56,731.58,7.8,747.18,32.0,23410.0
2026-05-06,SPY,标普500指数ETF,Index ETF,53273396,Strong + Div,Short,13.8%,XGB:0.03|LGB:0.07|LR:0.20|N:280|Base:0.16,Doji (十字星),94.49,120.32,733.83,7.91,749.65,31.0,22748.0
2026-04-27,SPY,标普500指数ETF,Index ETF,32767851,Strong + Div,Short,17.8%,XGB:0.17|LGB:0.16|LR:0.06|N:297|Base:0.19,Doji (十字星),98.04,121.15,715.17,8.27,731.71,30.0,21455.0
2026-04-24,SPY,标普500指数ETF,Index ETF,44463821,Strong + Div,Short,17.2%,XGB:0.12|LGB:0.13|LR:0.07|N:296|Base:0.19,Doji (十字星),95.0,114.01,713.94,8.65,731.24,28.0,19990.0
2026-04-23,SPY,标普500指数ETF,Index ETF,52293495,Strong,Short,15.1%,XGB:0.03|LGB:0.03|LR:0.07|N:295|Base:0.19,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",88.77,110.82,708.45,8.85,726.15,28.0,19836.0
2026-04-22,SPY,标普500指数ETF,Index ETF,41070592,Strong + Div,Short,16.1%,XGB:0.06|LGB:0.06|LR:0.11|N:294|Base:0.19,"Doji (十字星), Doji (十字星)",90.57,113.4,711.21,8.76,728.73,28.0,19913.0
2026-04-21,SPY,标普500指数ETF,Index ETF,58281256,Strong,Short,15.2%,XGB:0.02|LGB:0.01|LR:0.12|N:293|Base:0.19,"Doji (十字星), Doji (十字星)",82.66,106.73,704.08,8.87,721.82,28.0,19714.0
2026-04-20,SPY,标普500指数ETF,Index ETF,41604668,Strong,Short,16.6%,XGB:0.06|LGB:0.05|LR:0.20|N:292|Base:0.20,"Doji (十字星), Doji (十字星)",95.73,111.07,708.72,8.89,726.5,28.0,19844.0
2026-04-17,SPY,标普500指数ETF,Index ETF,70159638,Strong + Div,Short,17.3%,XGB:0.05|LGB:0.06|LR:0.33|N:291|Base:0.20,Doji (十字星),102.01,94.49,710.14,9.26,728.66,26.0,18463.0
2026-04-16,SPY,标普500指数ETF,Index ETF,43439751,Strong + Div,Short,19.5%,XGB:0.09|LGB:0.20|LR:0.36|N:290|Base:0.20,Doji (十字星),105.45,95.4,701.66,9.15,719.96,27.0,18944.0
2026-04-15,SPY,标普500指数ETF,Index ETF,57435208,Strong + Div,Short,25.3%,XGB:0.40|LGB:0.39|LR:0.45|N:289|Base:0.20,Doji (十字星),108.68,96.21,699.94,9.53,719.0,26.0,18198.0
2026-07-30,AAPL,苹果,Stock,55501839,Strong,Short,27.2%,XGB:0.23|LGB:0.22|LR:0.31|N:338|Base:0.28,"Doji (十字星), Doji (十字星), Doji (十字星), Doji (十字星)",62.32,95.51,333.43,8.06,349.55,31.0,10336.0
2026-07-29,AAPL,苹果,Stock,48852885,Strong,Short,25.8%,XGB:0.18|LGB:0.15|LR:0.34|N:337|Base:0.28,"Doji (十字星), Doji (十字星), Doji (十字星)",81.07,100.74,338.19,8.01,354.21,31.0,10483.0
2026-07-28,AAPL,苹果,Stock,50765695,Strong + Div,Short,32.1%,XGB:0.26|LGB:0.56|LR:0.42|N:336|Base:0.28,Doji (十字星),88.66,104.59,340.08,8.08,356.24,30.0,10202.0
2026-07-27,AAPL,苹果,Stock,45246885,Strong + Div,Short,27.9%,XGB:0.23|LGB:0.25|LR:0.39|N:335|Base:0.28,Doji (十字星),82.19,104.6,336.91,8.14,353.19,30.0,10107.0
2026-07-21,AAPL,苹果,Stock,40800631,Strong,Short,28.8%,XGB:0.12|LGB:0.36|LR:0.49|N:331|Base:0.29,Doji (十字星),71.82,96.93,327.74,8.2,344.14,30.0,9832.0
2026-07-20,AAPL,苹果,Stock,51014085,Strong,Short,28.5%,XGB:0.14|LGB:0.36|LR:0.42|N:330|Base:0.28,Doji (十字星),79.15,95.47,326.59,8.26,343.11,30.0,9797.0
2026-07-17,AAPL,苹果,Stock,63325386,Strong + Div,Short,27.1%,XGB:0.22|LGB:0.17|LR:0.42|N:329|Base:0.28,Doji (十字星),98.68,98.28,333.74,8.13,350.0,30.0,10012.0
2026-07-14,AAPL,苹果,Stock,36202131,Strong,Short,31.3%,XGB:0.29|LGB:0.43|LR:0.47|N:326|Base:0.29,"Doji (十字星), Doji (十字星), Doji (十字星)",84.86,86.41,314.86,7.9,330.66,31.0,9760.0
2026-07-13,AAPL,苹果,Stock,41376714,Strong + Div,Short,31.0%,XGB:0.33|LGB:0.33|LR:0.51|N:325|Base:0.29,Doji (十字星),99.67,90.25,317.31,8.09,333.49,30.0,9519.0
2026-07-10,AAPL,苹果,Stock,32466135,Strong,Short,32.1%,XGB:0.34|LGB:0.41|LR:0.54|N:324|Base:0.29,Doji (十字星),110.72,84.1,315.32,8.09,331.5,30.0,9459.0
2026-07-08,AAPL,苹果,Stock,38466049,Strong + Div,Short,38.4%,XGB:0.71|LGB:0.58|LR:0.52|N:322|Base:0.29,Doji (十字星),112.11,80.66,313.39,8.34,330.07,29.0,9088.0
2026-06-03,AAPL,苹果,Stock,50459550,Strong,Short,25.8%,XGB:0.08|LGB:0.16|LR:0.33|N:299|Base:0.29,"Doji (十字星), Doji (十字星)",64.89,104.67,310.26,6.06,322.38,41.0,12720.0
2026-05-29,AAPL,苹果,Stock,56454230,Strong,Short,40.2%,XGB:0.60|LGB:0.86|LR:0.50|N:296|Base:0.30,"Doji (十字星), Doji (十字星), Doji (十字星)",88.75,111.42,312.06,5.55,323.16,45.0,14042.0
2026-05-28,AAPL,苹果,Stock,44630908,Strong + Div,Short,42.3%,XGB:0.72|LGB:0.91|LR:0.55|N:295|Base:0.30,"Doji (十字星), Doji (十字星)",93.14,113.85,312.51,5.56,323.63,44.0,13750.0
2026-05-27,AAPL,苹果,Stock,50328044,Strong + Div,Short,36.4%,XGB:0.44|LGB:0.64|LR:0.54|N:294|Base:0.30,"Doji (十字星), Doji (十字星)",85.25,111.94,310.85,5.74,322.33,43.0,13366.0
2026-05-26,AAPL,苹果,Stock,46602561,Strong,Short,31.3%,XGB:0.18|LGB:0.41|LR:0.56|N:293|Base:0.30,Doji (十字星),83.73,110.61,308.33,5.8,319.93,43.0,13258.0
2026-05-19,AAPL,苹果,Stock,34842416,Strong,Short,34.3%,XGB:0.30|LGB:0.53|LR:0.59|N:289|Base:0.30,"Doji (十字星), Doji (十字星), Doji (十字星)",74.92,111.01,298.97,6.05,311.07,41.0,12257.0
2026-05-18,AAPL,苹果,Stock,34313641,Strong,Short,34.9%,XGB:0.53|LGB:0.38|LR:0.54|N:288|Base:0.31,"Doji (十字星), Doji (十字星)",80.96,109.49,297.84,6.19,310.22,40.0,11913.0
2026-05-15,AAPL,苹果,Stock,54675423,Strong + Div,Short,40.9%,XGB:0.70|LGB:0.75|LR:0.57|N:287|Base:0.31,Doji (十字星),93.13,113.79,300.23,6.23,312.69,40.0,12009.0
2026-05-14,AAPL,苹果,Stock,33673067,Strong,Short,33.7%,XGB:0.26|LGB:0.22|LR:0.54|N:286|Base:0.31,Doji (十字星),96.53,113.99,298.21,6.19,310.59,40.0,11928.0
2026-05-12,AAPL,苹果,Stock,43943518,Strong,Short,34.1%,XGB:0.27|LGB:0.22|LR:0.55|N:284|Base:0.31,Doji (十字星),104.96,117.06,294.8,6.2,307.2,40.0,11792.0
2026-05-11,AAPL,苹果,Stock,39366022,Strong,Short,33.5%,XGB:0.41|LGB:0.37|LR:0.47|N:283|Base:0.31,Doji (十字星),101.05,114.51,292.68,6.48,305.64,38.0,11121.0
2026-05-07,AAPL,苹果,Stock,40410371,Strong,Short,32.5%,XGB:0.27|LGB:0.43|LR:0.40|N:281|Base:0.31,Doji (十字星),92.91,105.94,287.44,6.64,300.72,37.0,10635.0
2026-04-24,AAPL,苹果,Stock,38033227,Strong,Short,36.1%,XGB:0.26|LGB:0.22|LR:0.61|N:296|Base:0.32,"Doji (十字星), Doji (十字星)",78.26,90.9,271.06,5.88,282.82,42.0,11384.0
2026-04-23,AAPL,苹果,Stock,33138070,Strong + Div,Short,34.7%,XGB:0.08|LGB:0.22|LR:0.58|N:295|Base:0.33,Doji (十字星),86.85,96.92,273.43,6.04,285.51,41.0,11210.0
2026-02-11,AAPL,苹果,Stock,51931283,Strong,Short,28.8%,XGB:0.22|LGB:0.16|LR:0.47|N:309|Base:0.30,"Doji (十字星), Doji (十字星), Doji (十字星)",79.47,90.1,275.5,5.83,287.16,42.0,11571.0
2026-02-10,AAPL,苹果,Stock,34376898,Strong,Short,28.8%,XGB:0.21|LGB:0.16|LR:0.48|N:308|Base:0.31,"Doji (十字星), Doji (十字星)",78.87,86.33,273.68,5.77,285.22,43.0,11768.0
2026-02-09,AAPL,苹果,Stock,44623396,Strong,Short,33.0%,XGB:0.28|LGB:0.46|LR:0.47|N:307|Base:0.31,"Doji (十字星), Doji (十字星)",87.62,88.28,274.62,6.03,286.68,41.0,11259.0
2026-02-06,AAPL,苹果,Stock,50453414,Strong + Div,Short,21.6%,XGB:0.21|LGB:0.14|LR:0.38|HMM:1,Shooting Star (射击之星),99.21,67.04,278.12,6.51,291.14,38.0,10568.0
2026-02-03,AAPL,苹果,Stock,64394655,Strong,Short,21.6%,XGB:0.21|LGB:0.14|LR:0.38|HMM:1,Doji (十字星),110.09,50.22,269.48,6.41,282.3,39.0,10509.0
2026-06-24,AMD,超威半导体,Stock,23779691,Strong,Short,37.8%,XGB:0.47|LGB:0.54|LR:0.53|N:313|Base:0.33,Doji (十字星),66.41,86.99,519.74,32.54,584.82,7.0,3638.0
2026-06-04,AMD,超威半导体,Stock,28296824,Strong,Short,34.2%,XGB:0.39|LGB:0.37|LR:0.43|N:300|Base:0.32,Hanging Man (吊颈线),82.73,102.51,523.2,27.1,577.4,9.0,4708.0
2026-06-02,AMD,超威半导体,Stock,22885826,Strong + Div,Short,38.3%,XGB:0.76|LGB:0.77|LR:0.40|N:298|Base:0.32,Hanging Man (吊颈线),98.44,106.56,521.54,25.98,573.5,9.0,4693.0
2026-06-01,AMD,超威半导体,Stock,33164674,Strong,Short,41.3%,XGB:0.64|LGB:0.76|LR:0.47|N:297|Base:0.32,Hanging Man (吊颈线),95.88,103.71,510.13,26.35,562.83,9.0,4591.0
2026-05-29,AMD,超威半导体,Stock,21772067,Strong,Short,35.8%,XGB:0.53|LGB:0.50|LR:0.28|N:296|Base:0.32,Hanging Man (吊颈线),100.49,106.66,516.1,26.01,568.12,9.0,4644.0
2026-05-22,AMD,超威半导体,Stock,34611133,Strong + Div,Short,33.8%,XGB:0.43|LGB:0.33|LR:0.43|N:292|Base:0.32,Doji (十字星),78.1,107.03,467.51,25.21,517.93,9.0,4207.0
2026-05-15,AMD,超威半导体,Stock,28719824,Strong,Short,32.9%,XGB:0.19|LGB:0.48|LR:0.43|N:287|Base:0.32,"Doji (十字星), Doji (十字星)",66.8,107.5,424.1,23.11,470.32,10.0,4241.0
2026-05-14,AMD,超威半导体,Stock,26027177,Strong,Short,32.4%,XGB:0.24|LGB:0.41|LR:0.40|N:286|Base:0.32,"Doji (十字星), Doji (十字星)",83.27,114.7,449.7,22.87,495.44,10.0,4497.0
2026-05-13,AMD,超威半导体,Stock,29021704,Strong,Short,39.0%,XGB:0.62|LGB:0.64|LR:0.42|N:285|Base:0.32,"Doji (十字星), Doji (十字星)",83.46,113.52,445.5,23.27,492.04,10.0,4455.0
2026-05-12,AMD,超威半导体,Stock,38174077,Strong,Short,34.8%,XGB:0.38|LGB:0.41|LR:0.54|N:284|Base:0.32,"Doji (十字星), Doji (十字星)",89.1,114.31,448.29,22.99,494.27,10.0,4482.0
2026-05-11,AMD,超威半导体,Stock,45036766,Strong + Div,Short,36.1%,XGB:0.54|LGB:0.43|LR:0.47|N:283|Base:0.32,Doji (十字星),95.69,117.26,458.79,22.25,503.29,11.0,5046.0
2026-04-20,AMD,超威半导体,Stock,34150976,Strong,Short,32.0%,XGB:0.29|LGB:0.29|LR:0.41|N:292|Base:0.32,Doji (十字星),87.49,112.88,274.95,10.5,295.95,23.0,6323.0
2026-04-17,AMD,超威半导体,Stock,35414017,Strong + Div,Short,32.5%,XGB:0.27|LGB:0.32|LR:0.47|N:291|Base:0.32,Doji (十字星),103.51,110.76,278.39,10.12,298.63,24.0,6681.0
2026-04-13,AMD,超威半导体,Stock,21577252,Strong + Div,Short,37.9%,XGB:0.46|LGB:0.59|LR:0.52|N:287|Base:0.33,Doji (十字星),105.94,108.68,246.83,9.87,266.57,25.0,6170.0
2026-04-08,AMD,超威半导体,Stock,34355712,Strong,Short,34.0%,XGB:0.50|LGB:0.20|LR:0.44|N:284|Base:0.33,Doji (十字星),104.77,85.76,231.82,10.31,252.44,24.0,5563.0
2026-01-29,AMD,超威半导体,Stock,31685168,Strong,Short,37.6%,XGB:0.52|LGB:0.42|LR:0.47|N:300|Base:0.34,"Doji (十字星), Doji (十字星), Hanging Man (吊颈线)",63.16,90.94,252.18,10.75,273.68,23.0,5800.0
2026-01-28,AMD,超威半导体,Stock,27061187,Strong,Short,31.7%,XGB:0.24|LGB:0.16|LR:0.48|N:299|Base:0.34,"Doji (十字星), Doji (十字星), Doji (十字星)",68.56,91.56,252.74,10.06,272.86,24.0,6065.0
2026-01-27,AMD,超威半导体,Stock,25691598,Strong,Short,37.3%,XGB:0.42|LGB:0.46|LR:0.51|N:298|Base:0.34,"Doji (十字星), Doji (十字星)",77.66,90.77,252.03,10.28,272.59,24.0,6048.0
2026-01-26,AMD,超威半导体,Stock,30672461,Strong,Short,34.9%,XGB:0.30|LGB:0.34|LR:0.53|N:297|Base:0.34,"Doji (十字星), Doji (十字星)",87.01,89.96,251.31,10.49,272.29,23.0,5780.0
2026-01-23,AMD,超威半导体,Stock,47525928,Strong + Div,Short,33.6%,XGB:0.28|LGB:0.29|LR:0.47|N:296|Base:0.34,Doji (十字星),106.06,83.35,259.68,10.58,280.84,23.0,5972.0
2026-01-22,AMD,超威半导体,Stock,37945005,Strong,Short,40.4%,XGB:0.58|LGB:0.62|LR:0.46|N:295|Base:0.34,Doji (十字星),110.98,88.18,253.73,10.37,274.47,24.0,6089.0
2026-01-20,AMD,超威半导体,Stock,44327712,Strong,Short,22.2%,XGB:0.04|LGB:0.05|LR:0.34|HMM:1,Doji (十字星),96.55,78.1,231.92,10.0,251.92,25.0,5798.0
2026-08-05,AMZN,亚马逊,Stock,42366662,Strong,Short,40.2%,XGB:0.66|LGB:0.34|LR:0.66|N:342|Base:0.35,Doji (十字星),101.2,84.23,272.65,9.95,292.55,25.0,6816.0
2026-08-04,AMZN,亚马逊,Stock,69522809,Strong,Short,45.5%,XGB:0.77|LGB:0.71|LR:0.64|N:341|Base:0.34,Doji (十字星),108.67,90.25,277.42,9.79,297.0,25.0,6935.0
2026-05-29,AMZN,亚马逊,Stock,54582943,Strong,Short,33.3%,XGB:0.10|LGB:0.07|LR:0.51|N:296|Base:0.33,"Doji (十字星), Doji (十字星)",99.36,97.42,270.64,6.63,283.9,37.0,10013.0
2026-05-28,AMZN,亚马逊,Stock,38605367,Strong,Short,36.9%,XGB:0.17|LGB:0.10|LR:0.69|N:295|Base:0.33,Doji (十字星),110.36,100.74,274.0,6.75,287.5,37.0,10138.0
2026-05-08,AMZN,亚马逊,Stock,34554546,Strong,Short,27.0%,XGB:0.11|LGB:0.12|LR:0.14|N:282|Base:0.32,"Doji (十字星), Bearish Engulfing (看跌吞没), Doji (十字星)",70.22,114.49,272.68,6.98,286.64,35.0,9543.0
2026-05-07,AMZN,亚马逊,Stock,33991650,Strong,Short,29.4%,XGB:0.14|LGB:0.27|LR:0.21|N:281|Base:0.32,"Doji (十字星), Bearish Engulfing (看跌吞没)",70.52,113.01,271.17,7.21,285.59,34.0,9219.0
2026-05-06,AMZN,亚马逊,Stock,44531771,Strong + Div,Short,29.2%,XGB:0.12|LGB:0.28|LR:0.19|N:280|Base:0.33,Doji (十字星),82.11,116.76,274.99,7.29,289.57,34.0,9349.0
2026-04-28,AMZN,亚马逊,Stock,42065244,Strong,Short,36.4%,XGB:0.26|LGB:0.56|LR:0.38|N:298|Base:0.35,Doji (十字星),79.12,117.31,259.7,6.28,272.26,39.0,10128.0
2026-04-23,AMZN,亚马逊,Stock,31032997,Strong,Short,39.6%,XGB:0.26|LGB:0.76|LR:0.53|N:295|Base:0.35,Doji (十字星),85.63,112.46,255.08,6.42,267.92,38.0,9693.0
2026-04-21,AMZN,亚马逊,Stock,42571853,Strong,Short,38.1%,XGB:0.38|LGB:0.43|LR:0.64|N:293|Base:0.35,"Doji (十字星), Doji (十字星), Doji (十字星)",79.18,108.75,249.91,6.51,262.93,38.0,9496.0
2026-04-20,AMZN,亚马逊,Stock,36557790,Strong,Short,41.2%,XGB:0.39|LGB:0.65|LR:0.73|N:292|Base:0.36,"Doji (十字星), Doji (十字星), Doji (十字星)",82.4,106.53,248.28,6.49,261.26,38.0,9434.0
2026-04-16,AMZN,亚马逊,Stock,41687942,Strong + Div,Short,43.4%,XGB:0.52|LGB:0.65|LR:0.86|N:290|Base:0.36,"Doji (十字星), Doji (十字星)",99.03,103.74,249.7,6.6,262.9,37.0,9238.0
2026-04-15,AMZN,亚马逊,Stock,42574235,Strong + AI_Bear,Short,50.1%,XGB:0.88|LGB:0.90|LR:0.87|N:289|Base:0.36,Doji (十字星),100.34,102.08,248.5,6.66,261.82,37.0,9194.0
2026-02-02,AMZN,亚马逊,Stock,37546102,Strong,Short,38.6%,XGB:0.40|LGB:0.53|LR:0.45|N:302|Base:0.36,"Doji (十字星), Doji (十字星)",78.98,84.06,242.96,5.68,254.32,44.0,10690.0
2026-01-30,AMZN,亚马逊,Stock,46585024,Strong,Short,42.0%,XGB:0.51|LGB:0.73|LR:0.42|N:301|Base:0.36,"Doji (十字星), Doji (十字星)",72.61,75.81,239.3,5.54,250.38,45.0,10768.0
2026-01-29,AMZN,亚马逊,Stock,47229643,Strong,Short,45.0%,XGB:0.71|LGB:0.77|LR:0.48|N:300|Base:0.36,Doji (十字星),85.65,82.57,241.73,5.53,252.79,45.0,10877.0
2026-01-13,AMZN,亚马逊,Stock,38371778,Strong,Short,38.8%,XGB:0.29|LGB:0.30|LR:0.63|N:289|Base:0.35,"Shooting Star (射击之星), Doji (十字星)",84.48,87.29,242.6,5.29,253.18,47.0,11402.0
2026-01-12,AMZN,亚马逊,Stock,35867770,Strong,Short,40.1%,XGB:0.24|LGB:0.38|LR:0.69|N:288|Base:0.35,Doji (十字星),99.98,96.2,246.47,5.13,256.73,48.0,11830.0
2026-06-22,AVGO,,Stock,24324818,Strong,Short,35.6%,XGB:0.38|LGB:0.51|LR:0.36|N:311|Base:0.33,"Doji (十字星), Bearish Engulfing (看跌吞没)",75.91,1.45,392.13,21.19,434.51,11.0,4313.0
2026-06-18,AVGO,,Stock,39986213,Strong,Short,26.8%,XGB:0.09|LGB:0.08|LR:0.26|N:310|Base:0.33,Doji (十字星),90.37,12.37,411.35,21.08,453.51,11.0,4524.0
2026-05-15,AVGO,,Stock,18851504,Strong,Short,43.7%,XGB:0.80|LGB:0.70|LR:0.66|N:287|Base:0.33,"Doji (十字星), Hanging Man (吊颈线)",61.39,106.08,425.19,15.75,456.69,15.0,6377.0
2026-05-11,AVGO,,Stock,16711896,Strong,Short,33.8%,XGB:0.37|LGB:0.38|LR:0.42|N:283|Base:0.32,Doji (十字星),77.37,109.97,428.43,14.28,456.99,17.0,7283.0
2026-04-27,AVGO,,Stock,17397609,Strong,Short,29.3%,XGB:0.19|LGB:0.15|LR:0.32|N:297|Base:0.33,"Doji (十字星), Doji (十字星), Doji (十字星)",75.38,113.31,418.2,12.44,443.08,20.0,8364.0
2026-04-24,AVGO,,Stock,22381353,Strong + Div,Short,28.1%,XGB:0.07|LGB:0.14|LR:0.36|N:296|Base:0.33,"Doji (十字星), Doji (十字星)",86.31,114.16,422.76,12.77,448.3,19.0,8032.0
2026-04-23,AVGO,,Stock,19377814,Strong,Short,31.6%,XGB:0.07|LGB:0.12|LR:0.41|N:295|Base:0.33,Doji (十字星),88.43,112.59,419.94,12.51,444.96,19.0,7978.0
2026-04-14,AVGO,,Stock,23237703,Strong + Div,Short,43.5%,XGB:0.62|LGB:0.72|LR:0.85|N:288|Base:0.34,Doji (十字星),111.21,104.5,380.78,12.74,406.26,19.0,7234.0
2026-01-02,AVGO,,Stock,25398600,Strong,Short,35.0%,XGB:0.34|LGB:0.40|LR:0.49|N:282|Base:0.33,Doji (十字星),75.69,18.51,347.62,13.27,374.16,18.0,6257.0
2025-12-31,AVGO,,Stock,15346052,Strong,Short,31.5%,XGB:0.20|LGB:0.20|LR:0.50|N:281|Base:0.33,Doji (十字星),98.95,17.24,346.1,13.13,372.36,19.0,6575.0
2026-05-13,COIN,Coinbase,Stock,8314790,Strong,Short,40.9%,XGB:0.82|LGB:0.82|LR:0.33|N:285|Base:0.37,Hanging Man (吊颈线),67.92,81.09,201.8,12.77,227.34,19.0,3834.0
2026-05-08,COIN,Coinbase,Stock,12816607,Strong,Short,41.9%,XGB:0.74|LGB:0.81|LR:0.44|N:282|Base:0.37,Bearish Engulfing (看跌吞没),76.93,80.41,201.16,11.62,224.4,21.0,4224.0
2026-05-07,COIN,Coinbase,Stock,8641932,Strong,Short,41.5%,XGB:0.68|LGB:0.51|LR:0.39|N:281|Base:0.37,Bearish Engulfing (看跌吞没),62.13,69.34,192.96,11.08,215.12,22.0,4245.0
2026-04-23,COIN,Coinbase,Stock,8656710,Strong,Short,36.4%,XGB:0.42|LGB:0.36|LR:0.36|N:295|Base:0.36,"Doji (十字星), Shooting Star (射击之星)",71.9,83.05,197.93,12.47,222.87,20.0,3958.0
2026-04-22,COIN,Coinbase,Stock,12046229,Strong,Short,38.2%,XGB:0.40|LGB:0.54|LR:0.41|N:294|Base:0.35,"Doji (十字星), Shooting Star (射击之星)",84.06,93.25,206.24,12.48,231.2,20.0,4124.0
2026-04-21,COIN,Coinbase,Stock,14816351,Strong,Short,33.6%,XGB:0.24|LGB:0.31|LR:0.32|N:293|Base:0.35,"Hanging Man (吊颈线), Doji (十字星)",81.89,80.62,195.95,12.21,220.37,20.0,3919.0
2026-04-20,COIN,Coinbase,Stock,9801907,Strong + Div,Short,38.4%,XGB:0.43|LGB:0.56|LR:0.37|N:292|Base:0.35,Doji (十字星),106.08,99.87,211.63,11.84,235.31,21.0,4444.0
2026-02-24,COIN,Coinbase,Stock,10442922,Strong,Short,37.4%,XGB:0.36|LGB:0.47|LR:0.67|N:317|Base:0.34,Shooting Star (射击之星),75.24,22.46,162.03,12.15,186.33,20.0,3240.0
2026-02-23,COIN,Coinbase,Stock,12685504,Strong,Short,35.7%,XGB:0.22|LGB:0.20|LR:0.55|N:316|Base:0.34,Shooting Star (射击之星),83.46,21.34,160.24,12.35,184.94,20.0,3204.0
2026-04-21,CRCL,,Stock,12371584,Strong,Short,31.8%,XGB:0.30|LGB:0.42|LR:0.29|N:186|Base:0.31,"Doji (十字星), Bearish Engulfing (看跌吞没)",64.24,47.41,96.02,8.65,113.32,28.0,2688.0
2026-03-19,CRCL,,Stock,19382371,Strong,Short,29.6%,XGB:0.04|LGB:0.05|LR:0.39|N:164|Base:0.30,Hanging Man (吊颈线),78.56,110.99,128.33,8.35,145.03,29.0,3721.0
2026-03-13,CRCL,,Stock,11292077,Strong,Short,32.3%,XGB:0.28|LGB:0.58|LR:0.31|N:160|Base:0.31,"Bearish Engulfing (看跌吞没), Shooting Star (射击之星)",72.66,106.69,115.38,7.49,130.36,33.0,3807.0
2026-03-12,CRCL,,Stock,12117582,Strong,Short,29.6%,XGB:0.21|LGB:0.27|LR:0.23|N:159|Base:0.31,"Bearish Engulfing (看跌吞没), Shooting Star (射击之星)",77.07,105.42,114.18,7.6,129.38,32.0,3653.0
2026-03-11,CRCL,,Stock,19135761,Strong,Short,27.8%,XGB:0.08|LGB:0.12|LR:0.19|N:158|Base:0.31,Bearish Engulfing (看跌吞没),81.3,103.97,112.81,7.83,128.47,31.0,3497.0
2026-03-06,CRCL,,Stock,16147263,Strong,Short,32.8%,XGB:0.41|LGB:0.34|LR:0.45|N:155|Base:0.32,"Doji (十字星), Shooting Star (射击之星)",90.66,94.91,101.91,7.14,116.19,35.0,3566.0
2026-03-05,CRCL,,Stock,20902200,Strong + Div,Short,30.5%,XGB:0.20|LGB:0.45|LR:0.03|N:154|Base:0.31,Doji (十字星),98.94,99.86,105.74,7.22,120.18,34.0,3595.0
2026-06-23,CRWV,,Stock,25112072,Strong,Short,35.8%,XGB:0.43|LGB:0.47|LR:0.56|N:276|Base:0.32,"Shooting Star (射击之星), Doji (十字星)",66.67,28.64,105.72,9.0,123.72,27.0,2854.0
2026-06-22,CRWV,,Stock,28098046,Strong,Short,36.3%,XGB:0.52|LGB:0.45|LR:0.55|N:275|Base:0.32,"Shooting Star (射击之星), Doji (十字星)",89.62,37.81,111.29,8.92,129.13,28.0,3116.0
2026-05-29,CRWV,,Stock,23126036,Strong,Short,29.5%,XGB:0.19|LGB:0.13|LR:0.45|N:260|Base:0.32,"Bearish Engulfing (看跌吞没), Hanging Man (吊颈线)",100.31,58.27,109.53,7.95,125.43,31.0,3395.0
2026-04-23,CRWV,,Stock,21495415,Strong,Short,28.0%,XGB:0.15|LGB:0.09|LR:0.28|N:235|Base:0.32,Hanging Man (吊颈线),70.62,105.37,117.42,7.6,132.62,32.0,3757.0
2026-04-21,CRWV,,Stock,17670781,Strong,Short,29.5%,XGB:0.25|LGB:0.17|LR:0.24|N:233|Base:0.32,"Hanging Man (吊颈线), Hanging Man (吊颈线)",84.99,105.71,115.16,7.39,129.94,33.0,3800.0
2026-04-20,CRWV,,Stock,29228568,Strong,Short,33.5%,XGB:0.60|LGB:0.24|LR:0.27|N:232|Base:0.32,"Hanging Man (吊颈线), Hanging Man (吊颈线)",92.01,108.92,117.43,7.42,132.27,33.0,3875.0
